date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-14,714456434020.1399,4.7787,,,,,11.6166,,,,,4.7787,,,,,223.7510,,,,,0.0000,157.1588,,,,
2025-08-13,708067375812.94,4.7360,,,,,11.5128,,,,,4.7360,,,,,221.7501,,,,,0.0000,155.7534,,,,
2025-08-12,706949290626.6799,4.7285,,,,,11.4946,,,,,4.7285,,,,,221.3999,,,,,0.0000,155.5074,,,,
2025-08-11,694490627122.6399,4.6452,,,,,11.2920,,,,,4.6452,,,,,217.4982,,,,,0.0000,152.7669,,,,
2025-08-08,692094730294.94,4.6291,,,,,11.2530,,,,,4.6291,,,,,216.7478,,,,,0.0000,152.2399,,,,
2025-08-07,723480978737.81,4.8391,,,,,11.7634,,,,,4.8391,,,,,226.5773,,,,,0.0000,159.1439,,,,
2025-08-06,724998380062.02,4.8492,,,,,11.7880,,,,,4.8492,,,,,227.0525,,,,,0.0000,159.4777,,,,
2025-08-05,718769048310.0,4.8076,,,,,11.6868,,,,,4.8076,,,,,225.1016,,,,,0.0000,158.1074,,,,
2025-08-04,719328090903.13,4.8113,,,,,11.6958,,,,,4.8113,,,,,225.2767,,,,,0.0000,158.2304,,,,
2025-08-01,705112436392.1101,4.7162,,,,,11.4647,,,,,4.7162,,,,,220.8247,,,,,0.0000,155.1034,,,,
2025-07-31,714775886930.5,4.7809,,,,,11.6218,,,,,4.7809,,,,,223.8511,,,,,0.0000,157.2291,,,,
2025-07-30,721620602349.48,4.8266,,,,,11.7331,,,,,4.8266,,,,,225.9947,,,,,0.0000,158.7347,,,,
2025-07-29,736075375371.31,4.9233,,,,,11.9681,,,,,4.9233,,,,,230.5216,,,,,0.0000,161.9143,,,,
2025-07-28,736155235995.7401,4.9239,,,,,11.9694,,,,,4.9239,,,,,230.5466,,,,,0.0000,161.9319,,,,
2025-07-25,746457256547.21,4.9928,,,,,12.1369,,,,,4.9928,,,,,233.7729,,,,,0.0000,164.1980,,,,
2025-07-24,732721229145.25,4.9009,,,,,11.9136,,,,,4.9009,,,,,229.4711,,,,,0.0000,161.1765,,,,
2025-07-23,713874121779.77,4.7748,,,,,11.6072,,,,,4.7748,,,,,223.5686,,,,,0.0000,157.0307,,,,
2025-07-22,711398442422.44,4.7583,,,,,11.5669,,,,,4.7583,,,,,222.7933,,,,,0.0000,156.4861,,,,
2025-07-21,710919278675.86,4.7551,,,,,11.5591,,,,,4.7551,,,,,222.6433,,,,,0.0000,156.3807,,,,
2025-07-18,706846386829.93,4.7278,,,,,11.4929,,,,,4.7278,,,,,221.3677,,,,,0.0000,155.4848,,,,
2025-07-17,709082484313.9701,4.7428,,,,,11.5293,,,,,4.7428,,,,,222.0680,,,,,0.0000,155.9767,,,,
2025-07-16,695745760034.16,4.6536,,,,,11.3124,,,,,4.6536,,,,,217.8913,,,,,0.0000,153.0430,,,,
2025-07-15,701895028115.27,4.6947,,,,,11.4124,,,,,4.6947,,,,,219.8171,,,,,0.0000,154.3957,,,,
2025-07-14,698940185011.36,4.6749,,,,,11.3644,,,,,4.6749,,,,,218.8917,,,,,0.0000,153.7457,,,,
2025-07-11,704051264974.88,4.7091,,,,,11.4475,,,,,4.7091,,,,,220.4924,,,,,0.0000,154.8700,,,,
2025-07-10,684165969491.81,4.5761,,,,,11.1241,,,,,4.5761,,,,,214.2647,,,,,0.0000,150.4958,,,,
2025-07-09,685603460731.5499,4.5857,,,,,11.1475,,,,,4.5857,,,,,214.7149,,,,,0.0000,150.8120,,,,
2025-07-08,692711056305.82,4.6333,,,,,11.2631,,,,,4.6333,,,,,216.9409,,,,,0.0000,152.3755,,,,
2025-07-07,682648617627.64,4.5660,,,,,11.0995,,,,,4.5660,,,,,213.7895,,,,,0.0000,150.1620,,,,
