date,市值(元),股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-25,1211425256300.0,0.0152,2.3397,,,,,2.3306,,,,,2.3306,,,,,10.5097,,,,,10.5256,,,,
2025-08-22,1212555844500.0,0.0152,2.3419,,,,,2.3328,,,,,2.3328,,,,,10.5195,,,,,10.5354,,,,
2025-08-21,1189096139350.0,0.0155,2.2966,,,,,2.2877,,,,,2.2877,,,,,10.3160,,,,,10.3316,,,,
2025-08-20,1192770551000.0,0.0154,2.3037,,,,,2.2947,,,,,2.2947,,,,,10.3479,,,,,10.3635,,,,
2025-08-19,1183443198350.0,0.0155,2.2856,,,,,2.2768,,,,,2.2768,,,,,10.2670,,,,,10.2825,,,,
2025-08-18,1213121138600.0,0.0151,2.3430,,,,,2.3339,,,,,2.3339,,,,,10.5244,,,,,10.5404,,,,
2025-08-15,1196162315600.0,0.0154,2.3102,,,,,2.3013,,,,,2.3013,,,,,10.3773,,,,,10.3930,,,,
2025-08-14,1154047905150.0,0.0159,2.2289,,,,,2.2202,,,,,2.2202,,,,,10.0120,,,,,10.0271,,,,
2025-08-13,1142176729050.0,0.0161,2.2059,,,,,2.1974,,,,,2.1974,,,,,9.9090,,,,,9.9239,,,,
2025-08-12,1149808199400.0,0.0160,2.2207,,,,,2.2121,,,,,2.2121,,,,,9.9752,,,,,9.9903,,,,
2025-08-11,1144155258400.0,0.0161,2.2098,,,,,2.2012,,,,,2.2012,,,,,9.9261,,,,,9.9411,,,,
2025-08-08,1152352022850.0,0.0159,2.2256,,,,,2.2170,,,,,2.2170,,,,,9.9972,,,,,10.0124,,,,
2025-08-07,1162527316650.0,0.0158,2.2452,,,,,2.2365,,,,,2.2365,,,,,10.0855,,,,,10.1008,,,,
2025-08-06,1173550551600.0,0.0157,2.2665,,,,,2.2577,,,,,2.2577,,,,,10.1811,,,,,10.1965,,,,
2025-08-05,1165919081250.0,0.0158,2.2518,,,,,2.2431,,,,,2.2431,,,,,10.1149,,,,,10.1302,,,,
2025-08-04,1151504081700.0,0.0160,2.2240,,,,,2.2153,,,,,2.2153,,,,,9.9899,,,,,10.0050,,,,
2025-08-01,1151504081700.0,0.0160,2.2240,,,,,2.2153,,,,,2.2153,,,,,9.9899,,,,,10.0050,,,,
2025-07-31,1156591728600.0,0.0159,2.2338,,,,,2.2251,,,,,2.2251,,,,,10.0340,,,,,10.0492,,,,
2025-07-30,1193901139200.0,0.0154,2.3058,,,,,2.2969,,,,,2.2969,,,,,10.3577,,,,,10.3734,,,,
2025-07-29,1187117610000.0,0.0155,2.2927,,,,,2.2838,,,,,2.2838,,,,,10.2989,,,,,10.3144,,,,
2025-07-28,1206902903500.0,0.0152,2.3309,,,,,2.3219,,,,,2.3219,,,,,10.4705,,,,,10.4863,,,,
2025-07-25,1172985257500.0,0.0157,2.2654,,,,,2.2567,,,,,2.2567,,,,,10.1762,,,,,10.1916,,,,
2025-07-24,1172137316350.0,0.0157,2.2638,,,,,2.2550,,,,,2.2550,,,,,10.1689,,,,,10.1843,,,,
2025-07-23,1160266140250.0,0.0158,2.2409,,,,,2.2322,,,,,2.2322,,,,,10.0659,,,,,10.0811,,,,
2025-07-22,1139350258550.0,0.0161,2.2005,,,,,2.1920,,,,,2.1920,,,,,9.8844,,,,,9.8994,,,,
2025-07-21,1136806435100.0,0.0162,2.1956,,,,,2.1871,,,,,2.1871,,,,,9.8624,,,,,9.8773,,,,
2025-07-18,1137089082150.0,0.0162,2.1961,,,,,2.1876,,,,,2.1876,,,,,9.8648,,,,,9.8797,,,,
2025-07-17,1126348494250.0,0.0163,2.1754,,,,,2.1669,,,,,2.1669,,,,,9.7716,,,,,9.7864,,,,
2025-07-16,1122674082600.0,0.0164,2.1683,,,,,2.1599,,,,,2.1599,,,,,9.7398,,,,,9.7545,,,,
2025-07-15,1128327023600.0,0.0163,2.1792,,,,,2.1707,,,,,2.1707,,,,,9.7888,,,,,9.8036,,,,
2025-07-14,1130588200000.0,0.0162,2.1836,,,,,2.1751,,,,,2.1751,,,,,9.8084,,,,,9.8233,,,,
2025-07-11,1139067611500.0,0.0161,2.1999,,,,,2.1914,,,,,2.1914,,,,,9.8820,,,,,9.8969,,,,
2025-07-10,1130588200000.0,0.0162,2.1836,,,,,2.1751,,,,,2.1751,,,,,9.8084,,,,,9.8233,,,,
2025-07-09,1134545258700.0,0.0162,2.1912,,,,,2.1306,,,,,2.1306,,,,,9.8428,,,,,9.8576,,,,
2025-07-08,1161679375500.0,0.0158,2.2436,,,,,2.1815,,,,,2.1815,,,,,10.0782,,,,,10.0934,,,,
2025-07-07,1161962022550.0,0.0158,2.2441,,,,,2.1821,,,,,2.1821,,,,,10.0806,,,,,10.0959,,,,
