date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2025-08-21,449612911093.12,0.6479,,,,,2.1244,,,,,6.5262,,,,,0.6488,,,,,0.0433,6.5835,,,,
2025-08-20,443491943244.08,0.6391,,,,,2.0954,,,,,6.4373,,,,,0.6400,,,,,0.0439,6.4939,,,,
2025-08-19,442379039998.8,0.6375,,,,,2.0902,,,,,6.4212,,,,,0.6384,,,,,0.0440,6.4776,,,,
2025-08-18,443491943244.08,0.6391,,,,,2.0954,,,,,6.4373,,,,,0.6400,,,,,0.0439,6.4939,,,,
2025-08-15,448500007847.84,0.6463,,,,,2.1191,,,,,6.5100,,,,,0.6472,,,,,0.0434,6.5672,,,,
2025-08-14,460185491923.28,0.6632,,,,,2.1743,,,,,6.6796,,,,,0.6641,,,,,0.0423,6.7383,,,,
2025-08-13,459072588678.0,0.6616,,,,,2.1691,,,,,6.6635,,,,,0.6625,,,,,0.0424,6.7220,,,,
2025-08-12,464637104904.4,0.6696,,,,,2.1954,,,,,6.7442,,,,,0.6705,,,,,0.0419,6.8035,,,,
2025-08-11,458516137055.36,0.6608,,,,,2.1664,,,,,6.6554,,,,,0.6617,,,,,0.0424,6.7139,,,,
2025-08-08,466862911394.96,0.6728,,,,,2.2059,,,,,6.7765,,,,,0.6737,,,,,0.0417,6.8361,,,,
2025-08-07,468532266262.88,0.6752,,,,,2.2138,,,,,6.8008,,,,,0.6761,,,,,0.0415,6.8605,,,,
2025-08-06,466306459772.3201,0.6720,,,,,2.2032,,,,,6.7685,,,,,0.6729,,,,,0.0417,6.8279,,,,
2025-08-05,469088717885.52,0.6760,,,,,2.2164,,,,,6.8088,,,,,0.6769,,,,,0.0415,6.8687,,,,
2025-08-04,459072588678.0,0.6616,,,,,2.1691,,,,,6.6635,,,,,0.6625,,,,,0.0424,6.7220,,,,
2025-08-01,455733878942.16,0.6568,,,,,2.1533,,,,,6.6150,,,,,0.6577,,,,,0.0427,6.6731,,,,
2025-07-31,455733878942.16,0.6568,,,,,2.1533,,,,,6.6150,,,,,0.6577,,,,,0.0427,6.6731,,,,
2025-07-30,455733878942.16,0.6568,,,,,2.1533,,,,,6.6150,,,,,0.6577,,,,,0.0427,6.6731,,,,
2025-07-29,451838717583.6799,0.6512,,,,,2.1349,,,,,6.5585,,,,,0.6521,,,,,0.0431,6.6161,,,,
2025-07-28,455177427319.52,0.6560,,,,,2.1507,,,,,6.6069,,,,,0.6569,,,,,0.0427,6.6650,,,,
2025-07-25,452951620828.96,0.6528,,,,,2.1401,,,,,6.5746,,,,,0.6537,,,,,0.0430,6.6324,,,,
2025-07-24,458516137055.36,0.6608,,,,,2.1664,,,,,6.6554,,,,,0.6617,,,,,0.0424,6.7139,,,,
2025-07-23,469645169508.16,0.6768,,,,,2.2190,,,,,6.8169,,,,,0.6777,,,,,0.0414,6.8768,,,,
2025-07-22,467975814640.24,0.6744,,,,,2.2111,,,,,6.7927,,,,,0.6753,,,,,0.0416,6.8524,,,,
2025-07-21,472983879244.0,0.6816,,,,,2.2348,,,,,6.8654,,,,,0.6826,,,,,0.0411,6.9257,,,,
2025-07-18,470758072753.4401,0.6784,,,,,2.2243,,,,,6.8331,,,,,0.6794,,,,,0.0413,6.8931,,,,
2025-07-17,471314524376.08,0.6792,,,,,2.2269,,,,,6.8412,,,,,0.6802,,,,,0.0413,6.9013,,,,
2025-07-16,476322588979.84,0.6864,,,,,2.2506,,,,,6.9138,,,,,0.6874,,,,,0.0408,6.9746,,,,
2025-07-15,479104847093.04,0.6905,,,,,2.2637,,,,,6.9542,,,,,0.6914,,,,,0.0406,7.0153,,,,
2025-07-14,482443556828.88,0.6953,,,,,2.2795,,,,,7.0027,,,,,0.6962,,,,,0.0403,7.0642,,,,
2025-07-11,473540330866.64,0.6824,,,,,2.2374,,,,,6.8735,,,,,0.6834,,,,,0.0411,6.9338,,,,
2025-07-10,486338718187.36,0.7009,,,,,2.2979,,,,,7.0592,,,,,0.7018,,,,,0.0400,7.1213,,,,
2025-07-09,498580653885.4401,0.7087,,,,,2.3557,,,,,7.2369,,,,,0.7097,,,,,0.0390,7.3005,,,,
2025-07-08,498024202262.8,0.7079,,,,,2.3531,,,,,7.2288,,,,,0.7089,,,,,0.0391,7.2924,,,,
2025-07-07,499693557130.72,0.7103,,,,,2.3610,,,,,7.2531,,,,,0.7113,,,,,0.0389,7.3168,,,,
