date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-08-20,175179844928.79,22.7664,,,,,3.7591,,,,,23.5153,,,,,3.7593,,,,,0.0260,2.9887,,,,
2025-08-19,175179844928.79,22.7664,,,,,3.7591,,,,,23.5153,,,,,3.7593,,,,,0.0260,2.9887,,,,
2025-08-18,175019203163.61,22.7456,,,,,3.7557,,,,,23.4937,,,,,3.7558,,,,,0.0261,2.9860,,,,
2025-08-15,175019203163.61,22.7456,,,,,3.7557,,,,,23.4937,,,,,3.7558,,,,,0.0261,2.9860,,,,
2025-08-14,174938882281.02,22.7351,,,,,3.7540,,,,,23.4829,,,,,3.7541,,,,,0.0261,2.9846,,,,
2025-08-13,175661770224.33,22.8291,,,,,3.7695,,,,,23.5800,,,,,3.7696,,,,,0.0260,2.9969,,,,
2025-08-12,176143695519.87,22.8917,,,,,3.7798,,,,,23.6447,,,,,3.7799,,,,,0.0259,3.0052,,,,
2025-08-11,176786262580.59,22.9752,,,,,3.7936,,,,,23.7309,,,,,3.7937,,,,,0.0258,3.0161,,,,
2025-08-08,177348508758.72,23.0483,,,,,3.8057,,,,,23.8064,,,,,3.8058,,,,,0.0257,3.0257,,,,
2025-08-07,177509150523.9,23.0692,,,,,3.8091,,,,,23.8280,,,,,3.8092,,,,,0.0257,3.0285,,,,
2025-08-06,176384658167.64,22.9230,,,,,3.7850,,,,,23.6770,,,,,3.7851,,,,,0.0259,3.0093,,,,
2025-08-05,176063374637.28,22.8813,,,,,3.7781,,,,,23.6339,,,,,3.7782,,,,,0.0259,3.0038,,,,
2025-08-04,175822411989.5101,22.8499,,,,,3.7729,,,,,23.6015,,,,,3.7730,,,,,0.0259,2.9997,,,,
2025-08-01,175099524046.2,22.7560,,,,,3.7574,,,,,23.5045,,,,,3.7575,,,,,0.0261,2.9873,,,,
2025-07-31,175742091106.92,22.8395,,,,,3.7712,,,,,23.5908,,,,,3.7713,,,,,0.0260,2.9983,,,,
2025-07-30,176705941698.0,22.9648,,,,,3.7919,,,,,23.7201,,,,,3.7920,,,,,0.0258,3.0148,,,,
2025-07-29,177509150523.9,23.0692,,,,,3.8091,,,,,23.8280,,,,,3.8092,,,,,0.0257,3.0285,,,,
2025-07-28,177830434054.2601,23.1109,,,,,3.8160,,,,,23.8711,,,,,3.8161,,,,,0.0257,3.0339,,,,
2025-07-25,178473001114.98,23.1944,,,,,3.8298,,,,,23.9573,,,,,3.8299,,,,,0.0256,3.0449,,,,
2025-07-24,180240060531.96,23.4241,,,,,3.8677,,,,,24.1945,,,,,3.8678,,,,,0.0253,3.0750,,,,
2025-07-23,181926799066.35,23.6433,,,,,3.9039,,,,,24.4210,,,,,3.9040,,,,,0.0251,3.1038,,,,
2025-07-22,189878566442.7601,24.6767,,,,,4.0746,,,,,25.4884,,,,,4.0747,,,,,0.0240,3.2395,,,,
2025-07-21,184175783778.87,23.9356,,,,,3.9522,,,,,24.7229,,,,,3.9523,,,,,0.0248,3.1422,,,,
2025-07-18,175019203163.61,22.7456,,,,,3.7557,,,,,23.4937,,,,,3.7558,,,,,0.0261,2.9860,,,,
2025-07-17,175902732872.1,22.8604,,,,,3.7746,,,,,23.6123,,,,,3.7748,,,,,0.0259,3.0010,,,,
2025-07-16,174376636102.89,22.6621,,,,,3.7419,,,,,23.4075,,,,,3.7420,,,,,0.0262,2.9750,,,,
2025-07-15,175260165811.3801,22.7769,,,,,3.7609,,,,,23.5261,,,,,3.7610,,,,,0.0260,2.9901,,,,
2025-07-14,175501128459.15,22.8082,,,,,3.7660,,,,,23.5584,,,,,3.7661,,,,,0.0260,2.9942,,,,
2025-07-11,175581449341.74,22.8186,,,,,3.7678,,,,,23.5692,,,,,3.7679,,,,,0.0260,2.9956,,,,
2025-07-10,175661770224.33,22.8291,,,,,3.7695,,,,,23.5800,,,,,3.7696,,,,,0.0260,2.9969,,,,
2025-07-09,177428829641.31,23.0587,,,,,3.8074,,,,,23.8172,,,,,3.8075,,,,,0.0257,3.0271,,,,
2025-07-08,177428829641.31,23.0587,,,,,3.8074,,,,,23.8172,,,,,3.8075,,,,,0.0257,3.0271,,,,
2025-07-07,177991075819.44,23.1318,,,,,3.8195,,,,,23.8926,,,,,3.8196,,,,,0.0256,3.0367,,,,
