date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-20,271038516261.57,4.5240,,,,,6.3327,,,,,24.2947,,,,,4.5985,,,,,0.0180,19.6813,,,,
2025-08-19,266462656331.22,4.4476,,,,,6.2258,,,,,23.8845,,,,,4.5209,,,,,0.0183,19.3490,,,,
2025-08-18,286301223255.06,4.7787,,,,,6.6893,,,,,25.6627,,,,,4.8575,,,,,0.0170,20.7896,,,,
2025-08-15,288722000766.6,4.8191,,,,,6.7459,,,,,25.8797,,,,,4.8986,,,,,0.0169,20.9654,,,,
2025-08-14,291029169034.84,4.8576,,,,,6.7998,,,,,26.0865,,,,,4.9377,,,,,0.0168,21.1329,,,,
2025-08-13,289377605043.56,4.8301,,,,,6.7612,,,,,25.9385,,,,,4.9097,,,,,0.0169,21.0130,,,,
2025-08-12,269853759289.5,4.5042,,,,,6.3050,,,,,24.1885,,,,,4.5784,,,,,0.0181,19.5953,,,,
2025-08-11,269057469507.99,4.4909,,,,,6.2864,,,,,24.1171,,,,,4.5649,,,,,0.0181,19.5375,,,,
2025-08-08,267376413302.58,4.4628,,,,,6.2471,,,,,23.9664,,,,,4.5364,,,,,0.0182,19.4154,,,,
2025-08-07,268706229268.05,4.4850,,,,,6.2782,,,,,24.0856,,,,,4.5590,,,,,0.0182,19.5119,,,,
2025-08-06,268782086043.9,4.4863,,,,,6.2800,,,,,24.0924,,,,,4.5603,,,,,0.0182,19.5175,,,,
2025-08-05,267949143054.45,4.4724,,,,,6.2605,,,,,24.0177,,,,,4.5461,,,,,0.0182,19.4570,,,,
2025-08-04,263813150279.25,4.4034,,,,,6.1639,,,,,23.6470,,,,,4.4760,,,,,0.0185,19.1566,,,,
2025-08-01,267116200065.0,4.4585,,,,,6.2411,,,,,23.9431,,,,,4.5320,,,,,0.0183,19.3965,,,,
2025-07-31,276508350325.35,4.6153,,,,,6.4605,,,,,24.7849,,,,,4.6913,,,,,0.0176,20.0785,,,,
2025-07-30,283918670714.25,4.7390,,,,,6.6336,,,,,25.4492,,,,,4.8171,,,,,0.0172,20.6166,,,,
2025-07-29,283459115961.45,4.7313,,,,,6.6229,,,,,25.4080,,,,,4.8093,,,,,0.0172,20.5832,,,,
2025-07-28,263152540322.1,4.4994,,,,,6.4318,,,,,25.5911,,,,,4.5754,,,,,0.0146,23.5377,,,,
2025-07-25,255282665180.4,4.3648,,,,,6.2395,,,,,24.8257,,,,,4.4386,,,,,0.0151,22.8338,,,,
2025-07-24,249882896835.0,4.2725,,,,,6.1075,,,,,24.3006,,,,,4.3447,,,,,0.0154,22.3508,,,,
2025-07-23,241438578252.3,4.1281,,,,,5.9011,,,,,23.4794,,,,,4.1979,,,,,0.0159,21.5955,,,,
2025-07-22,237762140229.9,4.0653,,,,,5.8113,,,,,23.1219,,,,,4.1340,,,,,0.0162,21.2666,,,,
2025-07-21,237704695885.8,4.0643,,,,,5.8098,,,,,23.1163,,,,,4.1330,,,,,0.0162,21.2615,,,,
2025-07-18,237245141133.0,4.0564,,,,,5.7986,,,,,23.0716,,,,,4.1250,,,,,0.0162,21.2204,,,,
2025-07-17,232707037949.1,3.9788,,,,,5.6877,,,,,22.6303,,,,,4.0461,,,,,0.0165,20.8145,,,,
2025-07-16,226359437926.05,3.8703,,,,,5.5326,,,,,22.0130,,,,,3.9357,,,,,0.0170,20.2467,,,,
2025-07-15,230007153776.4,3.8980,,,,,5.6217,,,,,22.3677,,,,,3.9633,,,,,0.0167,20.5730,,,,
2025-07-14,225756272313.0,3.8600,,,,,5.5178,,,,,21.9543,,,,,3.9252,,,,,0.0170,20.1928,,,,
2025-07-11,221591557365.75,3.7888,,,,,5.4160,,,,,21.5493,,,,,3.8528,,,,,0.0174,19.8202,,,,
2025-07-10,201457314758.7,3.4445,,,,,4.9239,,,,,19.5913,,,,,3.5027,,,,,0.0191,18.0193,,,,
2025-07-09,200193539188.5,3.4229,,,,,4.8930,,,,,19.4684,,,,,3.4808,,,,,0.0192,17.9063,,,,
2025-07-08,202204091232.0,3.4573,,,,,4.9422,,,,,19.6639,,,,,3.5157,,,,,0.0190,18.0861,,,,
2025-07-07,200595649597.2,3.4298,,,,,4.9028,,,,,19.5075,,,,,3.4877,,,,,0.0192,17.9423,,,,
