date,市值(元),股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-08-26,1319921149687.5,0.0226,3.5280,,,,,22.6150,,,,,4.5574,,,,,25.3167,,,,,4.5434,,,,
2025-08-25,1323476602882.68,0.0225,3.5375,,,,,22.6759,,,,,4.5697,,,,,25.3849,,,,,4.5557,,,,
2025-08-22,1309342740856.58,0.0227,3.4997,,,,,22.4338,,,,,4.5209,,,,,25.1138,,,,,4.5070,,,,
2025-08-21,1272047582349.0,0.0234,3.4000,,,,,21.7948,,,,,4.3921,,,,,24.3984,,,,,4.3786,,,,
2025-08-20,1272959444415.2,0.0234,3.4024,,,,,21.8104,,,,,4.3953,,,,,24.4159,,,,,4.3818,,,,
2025-08-19,1266576409951.8,0.0235,3.3854,,,,,21.7010,,,,,4.3076,,,,,24.2935,,,,,4.2946,,,,
2025-08-18,1290284823673.0,0.0231,3.4487,,,,,22.1072,,,,,4.3883,,,,,24.7482,,,,,4.3750,,,,
2025-08-15,1279661630601.77,0.0233,3.4203,,,,,21.9252,,,,,4.3521,,,,,24.5445,,,,,4.3390,,,,
2025-08-14,1276105368543.5898,0.0233,3.4108,,,,,21.8643,,,,,4.3400,,,,,24.4763,,,,,4.3269,,,,
2025-08-13,1247427306561.6,0.0239,3.3342,,,,,21.3729,,,,,4.2425,,,,,23.9262,,,,,4.2297,,,,
2025-08-12,1200238439370.75,0.0248,3.2081,,,,,20.5644,,,,,4.0820,,,,,23.0211,,,,,4.0697,,,,
2025-08-11,1202107756598.26,0.0248,3.2131,,,,,20.5964,,,,,4.0884,,,,,23.0570,,,,,4.0760,,,,
2025-08-08,1201287080742.28,0.0248,3.2109,,,,,20.5824,,,,,4.0856,,,,,23.0412,,,,,4.0732,,,,
2025-08-07,1199326577308.55,0.0248,3.2056,,,,,20.5488,,,,,4.0789,,,,,23.0036,,,,,4.0666,,,,
2025-08-06,1208217232415.0,0.0247,3.2294,,,,,20.7011,,,,,4.1092,,,,,23.1741,,,,,4.0967,,,,
2025-08-05,1211408749632.7,0.0246,3.2379,,,,,20.7558,,,,,4.1200,,,,,23.2354,,,,,4.1075,,,,
2025-08-04,1214965011675.28,0.0245,3.2474,,,,,20.8167,,,,,4.1321,,,,,23.3036,,,,,4.1196,,,,
2025-08-01,1199417763514.77,0.0248,3.2059,,,,,20.5504,,,,,4.0792,,,,,23.0054,,,,,4.0669,,,,
2025-07-31,1206484694496.82,0.0247,3.2248,,,,,20.6714,,,,,4.1033,,,,,23.1409,,,,,4.0908,,,,
2025-07-30,1263339294074.99,0.0201,3.4428,,,,,23.3100,,,,,5.2489,,,,,26.5549,,,,,5.2294,,,,
2025-07-29,1330497934956.02,0.0191,3.6259,,,,,24.5491,,,,,5.5279,,,,,27.9665,,,,,5.5074,,,,
2025-07-28,1305330542039.3,0.0194,3.5573,,,,,24.0848,,,,,5.4233,,,,,27.4375,,,,,5.4033,,,,
2025-07-25,1289372955950.8,0.0197,3.5138,,,,,23.7903,,,,,5.3570,,,,,27.1021,,,,,5.3372,,,,
2025-07-24,1300315300697.2,0.0195,3.5436,,,,,23.9922,,,,,5.4025,,,,,27.3321,,,,,5.3825,,,,
2025-07-23,1308613245463.22,0.0194,3.5662,,,,,24.1454,,,,,5.4370,,,,,27.5065,,,,,5.4169,,,,
2025-07-22,1306971893751.26,0.0194,3.5618,,,,,24.1151,,,,,5.4302,,,,,27.4720,,,,,5.4101,,,,
2025-07-21,1275056721574.26,0.0199,3.4748,,,,,23.5262,,,,,5.2976,,,,,26.8012,,,,,5.2780,,,,
2025-07-18,1236484956343.2,0.0205,3.3697,,,,,22.8145,,,,,5.1373,,,,,25.9904,,,,,5.1183,,,,
2025-07-17,1210496887570.5,0.0210,3.2988,,,,,22.3350,,,,,5.0293,,,,,25.4442,,,,,5.0107,,,,
2025-07-16,1205481646228.4,0.0210,3.2852,,,,,22.2425,,,,,5.0085,,,,,25.3387,,,,,4.9900,,,,
2025-07-15,1220755335770.25,0.0208,3.3268,,,,,22.5243,,,,,5.0719,,,,,25.6598,,,,,5.0532,,,,
2025-07-14,1224174818503.5,0.0207,3.3361,,,,,22.5874,,,,,5.0862,,,,,25.7317,,,,,5.0673,,,,
2025-07-11,1237852749436.5,0.0205,3.3734,,,,,22.8397,,,,,5.1430,,,,,26.0192,,,,,5.1239,,,,
2025-07-10,1240132404592.0,0.0205,3.3796,,,,,22.8818,,,,,5.1525,,,,,26.0671,,,,,5.1334,,,,
2025-07-09,1234661232218.8,0.0206,3.3647,,,,,22.7809,,,,,5.1297,,,,,25.9521,,,,,5.1107,,,,
2025-07-08,1200511997989.41,0.0211,3.2716,,,,,22.1508,,,,,4.9878,,,,,25.2343,,,,,4.9694,,,,
2025-07-07,1189478467036.79,0.0213,3.2416,,,,,21.9472,,,,,4.9420,,,,,25.0024,,,,,4.9237,,,,
