date,市值(元),PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率
2025-08-21,83178476104.86,0.8684,,,,,32.6982,,,,,20.0351,,,,,0.8519,,,,,0.4736,,,,,0.0210
2025-08-20,83722126275.48,0.8741,,,,,32.9119,,,,,20.1661,,,,,0.8575,,,,,0.4766,,,,,0.0209
2025-08-19,83178476104.86,0.8684,,,,,32.6982,,,,,20.0351,,,,,0.8519,,,,,0.4736,,,,,0.0210
2025-08-18,82000567401.85,0.8561,,,,,32.2351,,,,,19.7514,,,,,0.8399,,,,,0.4668,,,,,0.0213
2025-08-15,83087867743.09,0.8675,,,,,32.6625,,,,,20.0133,,,,,0.8510,,,,,0.4730,,,,,0.0211
2025-08-14,80641441975.3,0.8419,,,,,31.7008,,,,,19.4240,,,,,0.8259,,,,,0.4591,,,,,0.0217
2025-08-13,80097791804.68,0.8362,,,,,31.4871,,,,,19.2931,,,,,0.8204,,,,,0.4560,,,,,0.0218
2025-08-12,80369616889.99,0.8391,,,,,31.5940,,,,,19.3586,,,,,0.8232,,,,,0.4576,,,,,0.0218
2025-08-11,80550833613.53,0.8410,,,,,31.6652,,,,,19.4022,,,,,0.8250,,,,,0.4586,,,,,0.0217
2025-08-08,80369616889.99,0.8391,,,,,31.5940,,,,,19.3586,,,,,0.8232,,,,,0.4576,,,,,0.0218
2025-08-07,80369616889.99,0.8391,,,,,31.5940,,,,,19.3586,,,,,0.8232,,,,,0.4576,,,,,0.0218
2025-08-06,79554141634.06,0.8306,,,,,31.2734,,,,,19.1621,,,,,0.8148,,,,,0.4529,,,,,0.0220
2025-08-05,79554141634.06,0.8306,,,,,31.2734,,,,,19.1621,,,,,0.8148,,,,,0.4529,,,,,0.0220
2025-08-04,78738666378.13,0.8221,,,,,30.9528,,,,,18.9657,,,,,0.8065,,,,,0.4483,,,,,0.0222
2025-08-01,78466841292.82,0.8192,,,,,30.8460,,,,,18.9002,,,,,0.8037,,,,,0.4467,,,,,0.0223
2025-07-31,78829274739.9,0.8230,,,,,30.9885,,,,,18.9875,,,,,0.8074,,,,,0.4488,,,,,0.0222
2025-07-30,83540909551.94,0.8722,,,,,32.8406,,,,,20.1224,,,,,0.8556,,,,,0.4756,,,,,0.0209
2025-07-29,84718818254.95,0.8845,,,,,33.3037,,,,,20.4062,,,,,0.8677,,,,,0.4823,,,,,0.0207
2025-07-28,85081251702.03,0.8883,,,,,33.4462,,,,,20.4935,,,,,0.8714,,,,,0.4844,,,,,0.0206
2025-07-25,84990643340.26,0.8873,,,,,33.4105,,,,,20.4716,,,,,0.8705,,,,,0.4839,,,,,0.0206
2025-07-24,83087867743.09,0.8675,,,,,32.6625,,,,,20.0133,,,,,0.8510,,,,,0.4730,,,,,0.0211
2025-07-23,81185092145.92,0.8476,,,,,31.9145,,,,,19.5550,,,,,0.8315,,,,,0.4622,,,,,0.0216
2025-07-22,81547525593.0,0.8514,,,,,32.0570,,,,,19.6423,,,,,0.8352,,,,,0.4643,,,,,0.0215
2025-07-21,80097791804.68,0.8362,,,,,31.4871,,,,,19.2931,,,,,0.8204,,,,,0.4560,,,,,0.0218
2025-07-18,79825966719.37,0.8334,,,,,31.3803,,,,,19.2276,,,,,0.8176,,,,,0.4545,,,,,0.0219
2025-07-17,78829274739.9,0.8230,,,,,30.9885,,,,,18.9875,,,,,0.8074,,,,,0.4488,,,,,0.0222
2025-07-16,80279008528.22,0.8231,,,,,31.5584,,,,,19.3367,,,,,0.8078,,,,,0.4570,,,,,0.0218
2025-07-15,80913267060.61,0.8296,,,,,31.8077,,,,,19.4895,,,,,0.8141,,,,,0.4607,,,,,0.0216
2025-07-14,81819350678.31,0.8389,,,,,32.1639,,,,,19.7078,,,,,0.8232,,,,,0.4658,,,,,0.0214
2025-07-11,83087867743.09,0.8519,,,,,32.6625,,,,,20.0133,,,,,0.8360,,,,,0.4730,,,,,0.0211
2025-07-10,83812734637.25,0.8593,,,,,32.9475,,,,,20.1879,,,,,0.8433,,,,,0.4772,,,,,0.0209
2025-07-09,81366308869.46,0.8343,,,,,31.9858,,,,,19.5986,,,,,0.8187,,,,,0.4632,,,,,0.0215
2025-07-08,81275700507.69,0.8333,,,,,31.9502,,,,,19.5768,,,,,0.8178,,,,,0.4627,,,,,0.0215
2025-07-07,81185092145.92,0.8324,,,,,31.9145,,,,,19.5550,,,,,0.8169,,,,,0.4622,,,,,0.0216
