date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-08-20,133635036603.88,8.8119,,,,,0.0340,9.6969,,,,,0.9990,,,,,3.4545,,,,,0.9963,,,,
2025-08-19,132470968340.78,8.7351,,,,,0.0343,9.6124,,,,,0.9903,,,,,3.4244,,,,,0.9876,,,,
2025-08-18,133169409298.64,8.7812,,,,,0.0341,9.6631,,,,,0.9956,,,,,3.4425,,,,,0.9928,,,,
2025-08-15,133169409298.64,8.7812,,,,,0.0341,9.6631,,,,,0.9956,,,,,3.4425,,,,,0.9928,,,,
2025-08-14,132936595646.02,8.7658,,,,,0.0342,9.6462,,,,,0.9938,,,,,3.4365,,,,,0.9911,,,,
2025-08-13,134100663909.12,8.8426,,,,,0.0339,9.7307,,,,,1.0025,,,,,3.4665,,,,,0.9998,,,,
2025-08-12,134333477561.74,8.8579,,,,,0.0338,9.7476,,,,,1.0043,,,,,3.4726,,,,,1.0015,,,,
2025-08-11,133867850256.5,8.8272,,,,,0.0339,9.7138,,,,,1.0008,,,,,3.4605,,,,,0.9981,,,,
2025-08-08,133867850256.5,8.8272,,,,,0.0339,9.7138,,,,,1.0008,,,,,3.4605,,,,,0.9981,,,,
2025-08-07,133867850256.5,8.8272,,,,,0.0339,9.7138,,,,,1.0008,,,,,3.4605,,,,,0.9981,,,,
2025-08-06,132703781993.4,8.7505,,,,,0.0342,9.6293,,,,,0.9921,,,,,3.4304,,,,,0.9894,,,,
2025-08-05,132703781993.4,8.7505,,,,,0.0342,9.6293,,,,,0.9921,,,,,3.4304,,,,,0.9894,,,,
2025-08-04,131772527382.92,8.6891,,,,,0.0345,9.5618,,,,,0.9851,,,,,3.4064,,,,,0.9824,,,,
2025-08-01,131074086425.06,8.6430,,,,,0.0346,9.5111,,,,,0.9799,,,,,3.3883,,,,,0.9772,,,,
2025-07-31,131074086425.06,8.6430,,,,,0.0346,9.5111,,,,,0.9799,,,,,3.3883,,,,,0.9772,,,,
2025-07-30,133635036603.88,8.8119,,,,,0.0340,9.6969,,,,,0.9990,,,,,3.4545,,,,,0.9963,,,,
2025-07-29,132470968340.78,8.7351,,,,,0.0343,9.6124,,,,,0.9903,,,,,3.4244,,,,,0.9876,,,,
2025-07-28,132703781993.4,8.7505,,,,,0.0342,9.6293,,,,,0.9921,,,,,3.4304,,,,,0.9894,,,,
2025-07-25,133169409298.64,8.7812,,,,,0.0341,9.6631,,,,,0.9956,,,,,3.4425,,,,,0.9928,,,,
2025-07-24,134799104866.98,8.8886,,,,,0.0337,9.7814,,,,,1.0077,,,,,3.4846,,,,,1.0050,,,,
2025-07-23,134333477561.74,8.8579,,,,,0.0338,9.7476,,,,,1.0043,,,,,3.4726,,,,,1.0015,,,,
2025-07-22,134333477561.74,8.8579,,,,,0.0338,9.7476,,,,,1.0043,,,,,3.4726,,,,,1.0015,,,,
2025-07-21,132936595646.02,8.7658,,,,,0.0342,9.6462,,,,,0.9938,,,,,3.4365,,,,,0.9911,,,,
2025-07-18,131074086425.06,8.6430,,,,,0.0346,9.5111,,,,,0.9799,,,,,3.3883,,,,,0.9772,,,,
2025-07-17,130142831814.58,8.5816,,,,,0.0349,9.4435,,,,,0.9729,,,,,3.3642,,,,,0.9703,,,,
2025-07-16,133635036603.88,8.8119,,,,,0.0340,9.6969,,,,,0.9744,,,,,3.4545,,,,,0.9719,,,,
2025-07-15,133635036603.88,8.8119,,,,,0.0340,9.6969,,,,,0.9744,,,,,3.4545,,,,,0.9719,,,,
2025-07-14,135264732172.22,8.9193,,,,,0.0336,9.8152,,,,,0.9863,,,,,3.4966,,,,,0.9837,,,,
2025-07-11,134566291214.36,8.8733,,,,,0.0337,9.7645,,,,,0.9812,,,,,3.4786,,,,,0.9786,,,,
2025-07-10,135031918519.6,8.9040,,,,,0.0336,9.7983,,,,,0.9846,,,,,3.4906,,,,,0.9820,,,,
2025-07-09,134100663909.12,8.8426,,,,,0.0339,9.7307,,,,,0.9778,,,,,3.4665,,,,,0.9752,,,,
2025-07-08,134566291214.36,8.8733,,,,,0.0337,9.7645,,,,,0.9812,,,,,3.4786,,,,,0.9786,,,,
2025-07-07,135963173130.08,8.9654,,,,,0.0334,9.8658,,,,,0.9914,,,,,3.5147,,,,,0.9888,,,,
