date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2025-08-20,132143651700.0,1.9054,,,,,0.4905,,,,,5.1364,,,,,0.4905,,,,,5.1540,,,,,0.0512
2025-08-19,131932221857.28,1.9023,,,,,0.4898,,,,,5.1282,,,,,0.4898,,,,,5.1458,,,,,0.0513
2025-08-18,131932221857.28,1.9023,,,,,0.4898,,,,,5.1282,,,,,0.4898,,,,,5.1458,,,,,0.0513
2025-08-15,132143651700.0,1.9054,,,,,0.4905,,,,,5.1364,,,,,0.4905,,,,,5.1540,,,,,0.0512
2025-08-14,133835090441.76,1.9297,,,,,0.4968,,,,,5.2021,,,,,0.4968,,,,,5.2200,,,,,0.0506
2025-08-13,135103669498.08,1.9480,,,,,0.5015,,,,,5.2514,,,,,0.5015,,,,,5.2695,,,,,0.0501
2025-08-12,136160818711.68,1.9633,,,,,0.5055,,,,,5.2925,,,,,0.5055,,,,,5.3107,,,,,0.0497
2025-08-11,136372248554.4,1.9663,,,,,0.5062,,,,,5.3007,,,,,0.5062,,,,,5.3189,,,,,0.0496
2025-08-08,138063687296.16,1.9907,,,,,0.5125,,,,,5.3665,,,,,0.5125,,,,,5.3849,,,,,0.0490
2025-08-07,138275117138.88,1.9938,,,,,0.5133,,,,,5.3747,,,,,0.5133,,,,,5.3932,,,,,0.0489
2025-08-06,137852257453.44,1.9877,,,,,0.5117,,,,,5.3583,,,,,0.5117,,,,,5.3767,,,,,0.0491
2025-08-05,138486546981.6,1.9968,,,,,0.5141,,,,,5.3829,,,,,0.5141,,,,,5.4014,,,,,0.0489
2025-08-04,136795108239.84,1.9724,,,,,0.5078,,,,,5.3172,,,,,0.5078,,,,,5.3354,,,,,0.0495
2025-08-01,137006538082.56,1.9755,,,,,0.5086,,,,,5.3254,,,,,0.5086,,,,,5.3437,,,,,0.0494
2025-07-31,136372248554.4,1.9663,,,,,0.5062,,,,,5.3007,,,,,0.5062,,,,,5.3189,,,,,0.0496
2025-07-30,137640827610.72,1.9846,,,,,0.5109,,,,,5.3501,,,,,0.5109,,,,,5.3684,,,,,0.0492
2025-07-29,136583678397.12,1.9694,,,,,0.5070,,,,,5.3090,,,,,0.5070,,,,,5.3272,,,,,0.0495
2025-07-28,139332266352.48,2.0090,,,,,0.5172,,,,,5.4158,,,,,0.5172,,,,,5.4344,,,,,0.0486
2025-07-25,138697976824.32,1.9999,,,,,0.5149,,,,,5.3911,,,,,0.5149,,,,,5.4096,,,,,0.0488
2025-07-24,139543696195.2,2.0120,,,,,0.5180,,,,,5.4240,,,,,0.5180,,,,,5.4426,,,,,0.0485
2025-07-23,141657994622.4,2.0425,,,,,0.5259,,,,,5.5062,,,,,0.5259,,,,,5.5251,,,,,0.0478
2025-07-22,141446564779.68,2.0395,,,,,0.5251,,,,,5.4980,,,,,0.5251,,,,,5.5169,,,,,0.0478
2025-07-21,143560863206.88,2.0700,,,,,0.5329,,,,,5.5802,,,,,0.5329,,,,,5.5993,,,,,0.0471
2025-07-18,145040872105.92,2.0913,,,,,0.5384,,,,,5.6377,,,,,0.5384,,,,,5.6570,,,,,0.0466
2025-07-17,144618012420.48,2.0852,,,,,0.5368,,,,,5.6213,,,,,0.5368,,,,,5.6405,,,,,0.0468
2025-07-16,145463731791.36,2.0974,,,,,0.5400,,,,,5.6541,,,,,0.5400,,,,,5.6735,,,,,0.0465
2025-07-15,147578030218.56,2.1279,,,,,0.5478,,,,,5.7363,,,,,0.5478,,,,,5.7560,,,,,0.0458
2025-07-14,148423749589.44,2.1401,,,,,0.5510,,,,,5.7692,,,,,0.5510,,,,,5.7890,,,,,0.0456
2025-07-11,146943740690.4,2.1187,,,,,0.5455,,,,,5.7117,,,,,0.5455,,,,,5.7313,,,,,0.0460
2025-07-10,149692328645.76,2.1584,,,,,0.5557,,,,,5.8185,,,,,0.5557,,,,,5.8385,,,,,0.0452
2025-07-09,153286635972.0,2.2102,,,,,0.5602,,,,,5.9582,,,,,0.5602,,,,,5.9787,,,,,0.0441
2025-07-08,152229486758.4,2.1950,,,,,0.5564,,,,,5.9171,,,,,0.5564,,,,,5.9374,,,,,0.0444
2025-07-07,153075206129.28,2.2072,,,,,0.5595,,,,,5.9500,,,,,0.5595,,,,,5.9704,,,,,0.0442
