date,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率
2025-08-20,228088555250.88,5.4708,,,,,4.9286,,,,,0.5017,,,,,0.4991,,,,,0.1040,,,,,0.0492
2025-08-19,227262147442.0,5.4510,,,,,4.9107,,,,,0.4999,,,,,0.4973,,,,,0.1036,,,,,0.0494
2025-08-18,228914963059.76,5.4906,,,,,4.9464,,,,,0.5036,,,,,0.5009,,,,,0.1044,,,,,0.0490
2025-08-15,229741370868.64,5.5104,,,,,4.9643,,,,,0.5054,,,,,0.5027,,,,,0.1048,,,,,0.0488
2025-08-14,230567778677.52,5.5303,,,,,4.9822,,,,,0.5072,,,,,0.5045,,,,,0.1051,,,,,0.0487
2025-08-13,231807390390.8401,5.5600,,,,,5.0089,,,,,0.5099,,,,,0.5072,,,,,0.1057,,,,,0.0484
2025-08-12,233460206008.6,5.5996,,,,,5.0447,,,,,0.5136,,,,,0.5108,,,,,0.1064,,,,,0.0481
2025-08-11,233873409913.04,5.6096,,,,,5.0536,,,,,0.5145,,,,,0.5117,,,,,0.1066,,,,,0.0480
2025-08-08,236352633339.68,5.6690,,,,,5.1072,,,,,0.5199,,,,,0.5171,,,,,0.1078,,,,,0.0475
2025-08-07,234286613817.48,5.6195,,,,,5.0625,,,,,0.5154,,,,,0.5126,,,,,0.1068,,,,,0.0479
2025-08-06,233873409913.04,5.6096,,,,,5.0536,,,,,0.5145,,,,,0.5117,,,,,0.1066,,,,,0.0480
2025-08-05,234286613817.48,5.6195,,,,,5.0625,,,,,0.5154,,,,,0.5126,,,,,0.1068,,,,,0.0479
2025-08-04,233047002104.16,5.5897,,,,,5.0357,,,,,0.5126,,,,,0.5099,,,,,0.1063,,,,,0.0481
2025-08-01,233047002104.16,5.5897,,,,,5.0357,,,,,0.5126,,,,,0.5099,,,,,0.1063,,,,,0.0481
2025-07-31,233873409913.04,5.6096,,,,,5.0536,,,,,0.5145,,,,,0.5117,,,,,0.1066,,,,,0.0480
2025-07-30,238005448957.44,5.7087,,,,,5.1429,,,,,0.5236,,,,,0.5208,,,,,0.1085,,,,,0.0471
2025-07-29,237592245053.0,5.6988,,,,,5.1339,,,,,0.5226,,,,,0.5199,,,,,0.1083,,,,,0.0472
2025-07-28,238005448957.44,5.7087,,,,,5.1429,,,,,0.5236,,,,,0.5208,,,,,0.1085,,,,,0.0471
2025-07-25,239658264575.2,5.7483,,,,,5.1786,,,,,0.5272,,,,,0.5244,,,,,0.1093,,,,,0.0468
2025-07-24,243377099715.16,5.8375,,,,,5.2589,,,,,0.5354,,,,,0.5325,,,,,0.1110,,,,,0.0461
2025-07-23,243377099715.16,5.8375,,,,,5.2589,,,,,0.5354,,,,,0.5325,,,,,0.1110,,,,,0.0461
2025-07-22,247095934855.1201,5.9267,,,,,5.3393,,,,,0.5435,,,,,0.5407,,,,,0.1127,,,,,0.0454
2025-07-21,242550691906.28,5.8177,,,,,5.2411,,,,,0.5335,,,,,0.5307,,,,,0.1106,,,,,0.0463
2025-07-18,241724284097.4,5.7979,,,,,5.2232,,,,,0.5317,,,,,0.5289,,,,,0.1102,,,,,0.0464
2025-07-17,240484672384.08,5.7681,,,,,5.1964,,,,,0.5290,,,,,0.5262,,,,,0.1097,,,,,0.0466
2025-07-16,251641177803.96,6.0357,,,,,5.4375,,,,,0.5402,,,,,0.5374,,,,,0.1147,,,,,0.0446
2025-07-15,252880789517.28,6.0655,,,,,5.4643,,,,,0.5429,,,,,0.5401,,,,,0.1153,,,,,0.0444
2025-07-14,253293993421.72,6.0754,,,,,5.4732,,,,,0.5438,,,,,0.5409,,,,,0.1155,,,,,0.0443
2025-07-11,251227973899.52,6.0258,,,,,5.4286,,,,,0.5393,,,,,0.5365,,,,,0.1146,,,,,0.0447
2025-07-10,252467585612.8401,6.0555,,,,,5.4554,,,,,0.5420,,,,,0.5392,,,,,0.1151,,,,,0.0444
2025-07-09,247095934855.1201,5.9267,,,,,5.3393,,,,,0.5305,,,,,0.5277,,,,,0.1127,,,,,0.0454
2025-07-08,245856323141.8,5.8970,,,,,5.3125,,,,,0.5278,,,,,0.5251,,,,,0.1121,,,,,0.0456
2025-07-07,246269527046.24,5.9069,,,,,5.3214,,,,,0.5287,,,,,0.5259,,,,,0.1123,,,,,0.0456
