date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-08-20,215277650134.8,33.2517,,,,,0.0097,9.9936,,,,,10.0603,,,,,36.7832,,,,,1.5627,,,,
2025-08-19,214738639326.42,33.1684,,,,,0.0097,9.9686,,,,,10.0352,,,,,36.6911,,,,,1.5588,,,,
2025-08-18,210508221163.68,32.5150,,,,,0.0099,9.7722,,,,,9.8375,,,,,35.9683,,,,,1.5281,,,,
2025-08-15,210050878659.6,32.4444,,,,,0.0099,9.7509,,,,,9.8161,,,,,35.8902,,,,,1.5247,,,,
2025-08-14,209070859008.0,32.2930,,,,,0.0100,9.7054,,,,,9.7703,,,,,35.7227,,,,,1.5176,,,,
2025-08-13,210573555807.12,32.5251,,,,,0.0099,9.7752,,,,,9.8405,,,,,35.9795,,,,,1.5285,,,,
2025-08-12,212157920910.54,32.7698,,,,,0.0098,9.8488,,,,,9.9146,,,,,36.2502,,,,,1.5400,,,,
2025-08-11,209315863920.9,32.3308,,,,,0.0100,9.7168,,,,,9.7817,,,,,35.7646,,,,,1.5194,,,,
2025-08-08,206947483096.2,31.9650,,,,,0.0101,9.6069,,,,,9.6711,,,,,35.3599,,,,,1.5022,,,,
2025-08-07,208858521416.82,32.2602,,,,,0.0100,9.6956,,,,,9.7604,,,,,35.6864,,,,,1.5161,,,,
2025-08-06,210214215268.2,32.4696,,,,,0.0099,9.7585,,,,,9.8237,,,,,35.9181,,,,,1.5259,,,,
2025-08-05,208678851147.36,32.2324,,,,,0.0100,9.6873,,,,,9.7520,,,,,35.6557,,,,,1.5148,,,,
2025-08-04,208515514538.76,32.2072,,,,,0.0100,9.6797,,,,,9.7443,,,,,35.6278,,,,,1.5136,,,,
2025-08-01,209805873746.7,32.4065,,,,,0.0099,9.7396,,,,,9.8046,,,,,35.8483,,,,,1.5230,,,,
2025-07-31,207290489974.26,32.0180,,,,,0.0101,9.6228,,,,,9.6871,,,,,35.4185,,,,,1.5047,,,,
2025-07-30,210312217233.36,32.4847,,,,,0.0099,9.7631,,,,,9.8283,,,,,35.9348,,,,,1.5266,,,,
2025-07-29,211226902241.52,32.6260,,,,,0.0099,9.8055,,,,,9.8710,,,,,36.0911,,,,,1.5333,,,,
2025-07-28,213007271275.26,32.9010,,,,,0.0098,9.8882,,,,,9.9542,,,,,36.3953,,,,,1.5462,,,,
2025-07-25,210965563667.76,32.5856,,,,,0.0099,9.7934,,,,,9.8588,,,,,36.0464,,,,,1.5314,,,,
2025-07-24,211390238850.12,32.6512,,,,,0.0099,9.8131,,,,,9.8787,,,,,36.1190,,,,,1.5345,,,,
2025-07-23,212141587249.68,32.7673,,,,,0.0098,9.8480,,,,,9.9138,,,,,36.2474,,,,,1.5399,,,,
2025-07-22,211145233937.22,32.6134,,,,,0.0099,9.8017,,,,,9.8672,,,,,36.0771,,,,,1.5327,,,,
2025-07-21,211602576441.3,32.6840,,,,,0.0098,9.8230,,,,,9.8886,,,,,36.1553,,,,,1.5360,,,,
2025-07-18,212664264397.2,32.8480,,,,,0.0098,9.8723,,,,,9.9382,,,,,36.3367,,,,,1.5437,,,,
2025-07-17,212990937614.4,32.8985,,,,,0.0098,9.8874,,,,,9.9535,,,,,36.3925,,,,,1.5461,,,,
2025-07-16,210834894380.8801,32.5655,,,,,0.0099,9.7873,,,,,9.8527,,,,,36.0241,,,,,1.5304,,,,
2025-07-15,212533595110.32,32.8278,,,,,0.0098,9.8662,,,,,9.9321,,,,,36.3144,,,,,1.5428,,,,
2025-07-14,212386592162.58,32.8051,,,,,0.0098,9.8594,,,,,9.9252,,,,,36.2892,,,,,1.5417,,,,
2025-07-11,215587989691.14,33.2996,,,,,0.0097,10.0080,,,,,10.0748,,,,,36.8363,,,,,1.5649,,,,
2025-07-10,226123200945.84,34.9269,,,,,0.0092,10.4970,,,,,10.5672,,,,,38.6363,,,,,1.6414,,,,
2025-07-09,228066906588.18,35.2271,,,,,0.0091,10.5873,,,,,10.6580,,,,,38.9685,,,,,1.6555,,,,
2025-07-08,228148574892.48,35.2397,,,,,0.0091,10.5911,,,,,10.6618,,,,,38.9824,,,,,1.6561,,,,
2025-07-07,222970804399.86,34.4400,,,,,0.0093,10.3507,,,,,10.4199,,,,,38.0977,,,,,1.6185,,,,
