date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-20,155816567582.0,5.8668,,,,,6.2963,,,,,0.0032,7.3791,,,,,46.6678,,,,,42.9079,,,,
2025-08-19,151631710852.05,5.7093,,,,,6.1272,,,,,0.0033,7.1810,,,,,45.4144,,,,,41.7555,,,,
2025-08-18,154863819219.85,5.8310,,,,,6.2578,,,,,0.0033,7.3340,,,,,46.3824,,,,,42.6455,,,,
2025-08-15,149279990211.3,5.6207,,,,,6.0322,,,,,0.0034,7.0696,,,,,44.7101,,,,,41.1079,,,,
2025-08-14,148146340261.4,5.5780,,,,,5.9864,,,,,0.0034,7.0159,,,,,44.3705,,,,,40.7957,,,,
2025-08-13,149774454551.15,5.6393,,,,,6.0522,,,,,0.0034,7.0930,,,,,44.8581,,,,,41.2440,,,,
2025-08-12,145396636127.6,5.4745,,,,,5.8753,,,,,0.0035,6.8857,,,,,43.5470,,,,,40.0385,,,,
2025-08-11,144600669141.5,5.4445,,,,,5.8431,,,,,0.0035,6.8480,,,,,43.3086,,,,,39.8193,,,,
2025-08-08,143792642049.55,5.4141,,,,,5.8105,,,,,0.0035,6.8097,,,,,43.0666,,,,,39.5968,,,,
2025-08-07,145794619620.65,5.4895,,,,,5.8914,,,,,0.0035,6.9045,,,,,43.6662,,,,,40.1481,,,,
2025-08-06,147551867217.7,5.5556,,,,,5.9624,,,,,0.0034,6.9877,,,,,44.1925,,,,,40.6320,,,,
2025-08-05,147856173163.95,5.5671,,,,,5.9747,,,,,0.0034,7.0022,,,,,44.2836,,,,,40.7158,,,,
2025-08-04,145336519929.0,5.4722,,,,,5.8729,,,,,0.0035,6.8828,,,,,43.5290,,,,,40.0219,,,,
2025-08-01,145239142026.2,5.4686,,,,,5.8689,,,,,0.0035,6.8782,,,,,43.4998,,,,,39.9951,,,,
2025-07-31,147624900644.8,5.5584,,,,,5.9023,,,,,0.0034,6.9047,,,,,44.2143,,,,,40.6521,,,,
2025-07-30,150850543675.05,5.6798,,,,,6.0312,,,,,0.0033,7.0556,,,,,45.1804,,,,,41.5404,,,,
2025-07-29,152262523265.65,5.7330,,,,,6.0877,,,,,0.0033,7.1216,,,,,45.6033,,,,,41.9292,,,,
2025-07-28,152408590119.85,5.7385,,,,,6.0935,,,,,0.0033,7.1285,,,,,45.6471,,,,,41.9694,,,,
2025-07-25,154197909083.8,5.8059,,,,,6.1651,,,,,0.0033,7.2122,,,,,46.1830,,,,,42.4621,,,,
2025-07-24,153114579915.15,5.7651,,,,,6.1217,,,,,0.0033,7.1615,,,,,45.8585,,,,,42.1638,,,,
2025-07-23,152036785766.59,5.7245,,,,,6.0787,,,,,0.0033,7.1111,,,,,45.5357,,,,,41.8670,,,,
2025-07-22,152328906722.35,5.7355,,,,,6.0903,,,,,0.0033,7.1247,,,,,45.6232,,,,,41.9475,,,,
2025-07-21,152268048189.9,5.7332,,,,,6.0879,,,,,0.0033,7.1219,,,,,45.6050,,,,,41.9307,,,,
2025-07-18,153010522285.79,5.7612,,,,,6.1176,,,,,0.0033,7.1566,,,,,45.8274,,,,,42.1352,,,,
2025-07-17,149091232796.01,5.6136,,,,,5.9609,,,,,0.0034,6.9733,,,,,44.6535,,,,,41.0559,,,,
2025-07-16,149444212284.22,5.6269,,,,,5.9750,,,,,0.0034,6.9898,,,,,44.7592,,,,,41.1531,,,,
2025-07-15,149590272762.1,5.6324,,,,,5.9808,,,,,0.0034,6.9966,,,,,44.8030,,,,,41.1933,,,,
2025-07-14,150685726346.2,5.6736,,,,,6.0246,,,,,0.0033,7.0479,,,,,45.1311,,,,,41.4950,,,,
2025-07-11,150661382933.22,5.6727,,,,,6.0237,,,,,0.0033,7.0467,,,,,45.1238,,,,,41.4883,,,,
2025-07-10,150198858086.6,5.6553,,,,,6.0052,,,,,0.0034,7.0251,,,,,44.9853,,,,,41.3609,,,,
2025-07-09,150320575151.5,5.6599,,,,,6.0100,,,,,0.0034,7.0308,,,,,45.0217,,,,,41.3944,,,,
2025-07-08,152499310613.21,5.7419,,,,,6.0971,,,,,0.0033,7.1327,,,,,45.6743,,,,,41.9944,,,,
2025-07-07,149931080543.82,5.6452,,,,,5.9945,,,,,0.0034,7.0126,,,,,44.9051,,,,,41.2872,,,,
