date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2025-08-20,253536417544.88,62.0531,,,,,0.0013,26.3231,,,,,21.8826,,,,,26.8858,,,,,62.2357,,,,
2025-08-19,255176047116.68,62.4544,,,,,0.0012,26.4933,,,,,22.0241,,,,,27.0596,,,,,62.6382,,,,
2025-08-18,242754610966.68,59.4142,,,,,0.0013,25.2037,,,,,20.9520,,,,,25.7424,,,,,59.5891,,,,
2025-08-15,231734312814.4,56.7170,,,,,0.0014,24.0595,,,,,20.0008,,,,,24.5738,,,,,56.8839,,,,
2025-08-14,229607762945.52,56.1965,,,,,0.0014,23.8387,,,,,19.8173,,,,,24.3483,,,,,56.3619,,,,
2025-08-13,235073194851.52,57.5342,,,,,0.0014,24.4062,,,,,20.2890,,,,,24.9279,,,,,57.7035,,,,
2025-08-12,203612181370.8,49.8341,,,,,0.0016,21.1398,,,,,17.5736,,,,,21.5916,,,,,49.9808,,,,
2025-08-11,191677665517.88,46.9131,,,,,0.0017,19.9007,,,,,16.5436,,,,,20.3261,,,,,47.0512,,,,
2025-08-08,181134350513.76,44.3327,,,,,0.0018,18.8060,,,,,15.6336,,,,,19.2080,,,,,44.4631,,,,
2025-08-07,182465928469.04,44.6586,,,,,0.0017,18.9443,,,,,15.7485,,,,,19.3492,,,,,44.7900,,,,
2025-08-06,185228455868.8,45.3347,,,,,0.0017,19.2311,,,,,15.9869,,,,,19.6422,,,,,45.4681,,,,
2025-08-05,181303282045.4,44.3740,,,,,0.0018,18.8236,,,,,15.6482,,,,,19.2259,,,,,44.5046,,,,
2025-08-04,183340397574.0,44.8726,,,,,0.0017,19.0351,,,,,15.8240,,,,,19.4420,,,,,45.0046,,,,
2025-08-01,181969071023.04,44.5370,,,,,0.0018,18.8927,,,,,15.7056,,,,,19.2965,,,,,44.6680,,,,
2025-07-31,188020794715.32,46.0181,,,,,0.0017,19.5210,,,,,16.2279,,,,,19.9383,,,,,46.1535,,,,
2025-07-30,189153629692.2,46.2954,,,,,0.0017,19.6386,,,,,16.3257,,,,,20.0584,,,,,46.4316,,,,
2025-07-29,192174522963.88,47.0347,,,,,0.0017,19.9523,,,,,16.5865,,,,,20.3788,,,,,47.1731,,,,
2025-07-28,176682507797.6,43.2431,,,,,0.0018,18.3438,,,,,15.2493,,,,,18.7359,,,,,43.3703,,,,
2025-07-25,171882864869.24,42.0684,,,,,0.0019,17.8455,,,,,14.8351,,,,,18.2270,,,,,42.1921,,,,
2025-07-24,171713933337.6,42.0270,,,,,0.0019,17.8280,,,,,14.8205,,,,,18.2091,,,,,42.1507,,,,
2025-07-23,173105134186.4,42.3675,,,,,0.0018,17.9724,,,,,14.9406,,,,,18.3566,,,,,42.4922,,,,
2025-07-22,175599358565.32,42.9780,,,,,0.0018,18.2314,,,,,15.1559,,,,,18.6211,,,,,43.1044,,,,
2025-07-21,177139616647.92,43.3550,,,,,0.0018,18.3913,,,,,15.2888,,,,,18.7844,,,,,43.4825,,,,
2025-07-18,181174099109.44,44.3424,,,,,0.0018,18.8102,,,,,15.6370,,,,,19.2122,,,,,44.4729,,,,
2025-07-17,182346682682.0,44.6294,,,,,0.0017,18.9319,,,,,15.7382,,,,,19.3366,,,,,44.7607,,,,
2025-07-16,168732788661.6,41.2974,,,,,0.0019,17.5185,,,,,14.5632,,,,,17.8929,,,,,41.4189,,,,
2025-07-15,156092735235.36,38.2037,,,,,0.0020,16.2061,,,,,13.4723,,,,,16.5525,,,,,38.3161,,,,
2025-07-14,130077279362.8,31.8364,,,,,0.0025,13.5051,,,,,11.2269,,,,,13.7938,,,,,31.9301,,,,
2025-07-11,130335645234.72,31.8997,,,,,0.0024,13.5319,,,,,11.2492,,,,,13.8212,,,,,31.9935,,,,
2025-07-10,132213766380.6,32.3593,,,,,0.0024,13.7269,,,,,11.4113,,,,,14.0203,,,,,32.4546,,,,
2025-07-09,134698053610.6,32.9674,,,,,0.0024,13.9849,,,,,11.6257,,,,,14.2838,,,,,33.0644,,,,
2025-07-08,134131636122.16,32.8287,,,,,0.0024,13.9260,,,,,11.5768,,,,,14.2237,,,,,32.9253,,,,
2025-07-07,125694996689.08,30.7639,,,,,0.0025,13.0501,,,,,10.8487,,,,,13.3291,,,,,30.8544,,,,
