date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2025-08-22,549092677600.4,15.2710,,,,,1.7840,,,,,0.0184,15.5331,,,,,4.0108,,,,,4.0311,,,,
2025-08-21,547498023164.0001,15.2267,,,,,1.7788,,,,,0.0184,15.4880,,,,,3.9992,,,,,4.0194,,,,
2025-08-20,546434920206.4,15.1971,,,,,1.7753,,,,,0.0184,15.4579,,,,,3.9914,,,,,4.0116,,,,
2025-08-19,540322078200.2,15.0271,,,,,1.7555,,,,,0.0187,15.2850,,,,,3.9468,,,,,3.9667,,,,
2025-08-18,552813537952.0,15.3745,,,,,1.7961,,,,,0.0182,15.6384,,,,,4.0380,,,,,4.0584,,,,
2025-08-15,565836549182.6,15.7367,,,,,1.8384,,,,,0.0178,16.0068,,,,,4.1332,,,,,4.1540,,,,
2025-08-14,562647240309.8,15.6480,,,,,1.8280,,,,,0.0179,15.9165,,,,,4.1099,,,,,4.1306,,,,
2025-08-13,558660604218.8,15.5371,,,,,1.8151,,,,,0.0180,15.8038,,,,,4.0807,,,,,4.1013,,,,
2025-08-12,539524750982.0,15.0049,,,,,1.7529,,,,,0.0187,15.2624,,,,,3.9410,,,,,3.9608,,,,
2025-08-11,538195872285.0,14.9680,,,,,1.7486,,,,,0.0187,15.2248,,,,,3.9313,,,,,3.9511,,,,
2025-08-08,545903368727.6,15.1823,,,,,1.7736,,,,,0.0185,15.4429,,,,,3.9876,,,,,4.0077,,,,
2025-08-07,539524750982.0,15.0049,,,,,1.7529,,,,,0.0187,15.2624,,,,,3.9410,,,,,3.9608,,,,
2025-08-06,535803890630.4,14.9014,,,,,1.7408,,,,,0.0188,15.1572,,,,,3.9138,,,,,3.9335,,,,
2025-08-05,528096394187.8,14.6871,,,,,1.7158,,,,,0.0191,14.9391,,,,,3.8575,,,,,3.8769,,,,
2025-08-04,528362169927.2,14.6945,,,,,1.7166,,,,,0.0191,14.9467,,,,,3.8594,,,,,3.8789,,,,
2025-08-01,511884074084.4,14.2362,,,,,1.6631,,,,,0.0197,14.4805,,,,,3.7391,,,,,3.7579,,,,
2025-07-31,508960540950.9999,14.1549,,,,,1.6536,,,,,0.0198,14.3978,,,,,3.7177,,,,,3.7365,,,,
2025-07-30,526767515490.8,14.6501,,,,,1.7114,,,,,0.0191,14.9016,,,,,3.8478,,,,,3.8672,,,,
2025-07-29,520654673484.6,14.4801,,,,,1.6916,,,,,0.0194,14.7286,,,,,3.8031,,,,,3.8223,,,,
2025-07-28,526235964012.0,14.6353,,,,,1.7097,,,,,0.0192,14.8865,,,,,3.8439,,,,,3.8633,,,,
2025-07-25,527564842709.0001,14.6723,,,,,1.7140,,,,,0.0191,14.9241,,,,,3.8536,,,,,3.8730,,,,
2025-07-24,534740787672.8,14.8719,,,,,1.7373,,,,,0.0189,15.1271,,,,,3.9060,,,,,3.9257,,,,
2025-07-23,537132769327.4,14.9384,,,,,1.7451,,,,,0.0188,15.1948,,,,,3.9235,,,,,3.9433,,,,
2025-07-22,538195872285.0,14.9680,,,,,1.7486,,,,,0.0187,15.2248,,,,,3.9313,,,,,3.9511,,,,
2025-07-21,525970188272.6,14.6279,,,,,1.7089,,,,,0.0192,14.8790,,,,,3.8419,,,,,3.8613,,,,
2025-07-18,517465364611.8,14.3914,,,,,1.6812,,,,,0.0195,14.6384,,,,,3.7798,,,,,3.7989,,,,
2025-07-17,506834335035.8,14.0957,,,,,1.6467,,,,,0.0199,14.3377,,,,,3.7022,,,,,3.7208,,,,
2025-07-16,508694765211.6,14.1475,,,,,1.6527,,,,,0.0198,14.3903,,,,,3.7158,,,,,3.7345,,,,
2025-07-15,508163213732.8,14.1327,,,,,1.6510,,,,,0.0198,14.3753,,,,,3.7119,,,,,3.7306,,,,
2025-07-14,507100110775.2,14.1031,,,,,1.6475,,,,,0.0199,14.3452,,,,,3.7041,,,,,3.7228,,,,
2025-07-11,502050371726.6,13.9627,,,,,1.6311,,,,,0.0201,14.2023,,,,,3.6672,,,,,3.6857,,,,
2025-07-10,500721493029.6,13.9257,,,,,1.6268,,,,,0.0201,14.1647,,,,,3.6575,,,,,3.6760,,,,
2025-07-09,502316147465.9999,13.9701,,,,,1.6320,,,,,0.0201,14.2099,,,,,3.6692,,,,,3.6877,,,,
2025-07-08,526767515490.8,14.6501,,,,,1.7114,,,,,0.0191,14.9016,,,,,3.8478,,,,,3.8672,,,,
2025-07-07,526235964012.0,14.6353,,,,,1.7097,,,,,0.0192,14.8865,,,,,3.8439,,,,,3.8633,,,,
