date,市值(元),PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-08-20,675322683598.62,1.5491,,,,,21.9390,,,,,0.0371,19.7363,,,,,1.4465,,,,,1.2814,,,,
2025-08-19,675322683598.62,1.5491,,,,,21.9390,,,,,0.0371,19.7363,,,,,1.4465,,,,,1.2814,,,,
2025-08-18,683558326081.53,1.5679,,,,,22.2065,,,,,0.0367,19.9770,,,,,1.4641,,,,,1.2970,,,,
2025-08-15,669832255276.68,1.5365,,,,,21.7606,,,,,0.0374,19.5758,,,,,1.4347,,,,,1.2710,,,,
2025-08-14,677152826372.6,1.6012,,,,,22.2895,,,,,0.0351,20.3476,,,,,1.4954,,,,,1.2933,,,,
2025-08-13,674407612211.63,1.5947,,,,,22.1991,,,,,0.0353,20.2651,,,,,1.4893,,,,,1.2881,,,,
2025-08-12,674407612211.63,1.5947,,,,,22.1991,,,,,0.0353,20.2651,,,,,1.4893,,,,,1.2881,,,,
2025-08-11,675322683598.62,1.5969,,,,,22.2292,,,,,0.0352,20.2926,,,,,1.4913,,,,,1.2898,,,,
2025-08-08,675322683598.62,1.5969,,,,,22.2292,,,,,0.0352,20.2926,,,,,1.4913,,,,,1.2898,,,,
2025-08-07,668002112502.7,1.5796,,,,,21.9883,,,,,0.0356,20.0726,,,,,1.4752,,,,,1.2758,,,,
2025-08-06,672577469437.65,1.5904,,,,,22.1389,,,,,0.0353,20.2101,,,,,1.4853,,,,,1.2846,,,,
2025-08-05,678067897759.59,1.6034,,,,,22.3196,,,,,0.0351,20.3751,,,,,1.4974,,,,,1.2951,,,,
2025-08-04,677152826372.6,1.6012,,,,,22.2895,,,,,0.0351,20.3476,,,,,1.4954,,,,,1.2933,,,,
2025-08-01,681728183307.55,1.6120,,,,,22.4401,,,,,0.0349,20.4851,,,,,1.5055,,,,,1.3020,,,,
2025-07-31,685388468855.51,1.6207,,,,,22.5606,,,,,0.0347,20.5951,,,,,1.5136,,,,,1.3090,,,,
2025-07-30,685388468855.51,1.6207,,,,,22.5606,,,,,0.0347,20.5951,,,,,1.5136,,,,,1.3090,,,,
2025-07-29,676237754985.61,1.5990,,,,,22.2594,,,,,0.0352,20.3201,,,,,1.4934,,,,,1.2916,,,,
2025-07-28,668002112502.7,1.5796,,,,,21.9883,,,,,0.0356,20.0726,,,,,1.4752,,,,,1.2758,,,,
2025-07-25,675322683598.62,1.5969,,,,,22.2292,,,,,0.0352,20.2926,,,,,1.4913,,,,,1.2898,,,,
2025-07-24,689963825790.46,1.6315,,,,,22.7112,,,,,0.0345,20.7326,,,,,1.5237,,,,,1.3178,,,,
2025-07-23,693624111338.42,1.6402,,,,,22.8316,,,,,0.0343,20.8425,,,,,1.5318,,,,,1.3248,,,,
2025-07-22,693624111338.42,1.6402,,,,,22.8316,,,,,0.0343,20.8425,,,,,1.5318,,,,,1.3248,,,,
2025-07-21,694539182725.41,1.6423,,,,,22.8618,,,,,0.0342,20.8700,,,,,1.5338,,,,,1.3265,,,,
2025-07-18,697284396886.38,1.6488,,,,,22.9521,,,,,0.0341,20.9525,,,,,1.5398,,,,,1.3318,,,,
2025-07-17,693624111338.42,1.6402,,,,,22.8316,,,,,0.0343,20.8425,,,,,1.5318,,,,,1.3248,,,,
2025-07-16,699114539660.36,1.6531,,,,,23.0124,,,,,0.0340,21.0075,,,,,1.5439,,,,,1.3353,,,,
2025-07-15,701859753821.33,1.6596,,,,,23.1027,,,,,0.0339,21.0900,,,,,1.5500,,,,,1.3405,,,,
2025-07-14,698199468273.37,1.6510,,,,,22.9823,,,,,0.0340,20.9800,,,,,1.5419,,,,,1.3335,,,,
2025-07-11,688133683016.48,1.6272,,,,,22.6509,,,,,0.0345,20.6776,,,,,1.5196,,,,,1.3143,,,,
2025-07-10,703689896595.31,1.6640,,,,,23.1630,,,,,0.0338,21.1450,,,,,1.5540,,,,,1.3440,,,,
2025-07-09,703689896595.31,1.6640,,,,,23.1630,,,,,0.0338,21.1450,,,,,1.5540,,,,,1.3440,,,,
2025-07-08,698199468273.37,1.6510,,,,,22.9823,,,,,0.0340,20.9800,,,,,1.5419,,,,,1.3335,,,,
2025-07-07,700029611047.35,1.6553,,,,,23.0425,,,,,0.0340,21.0350,,,,,1.5459,,,,,1.3370,,,,
