date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2025-08-21,457658486079.5199,6.7505,,,,,0.0168,1.7587,,,,,1.7034,,,,,19.6502,,,,,19.8136,,,,
2025-08-20,461660033723.3499,6.8095,,,,,0.0167,1.7741,,,,,1.7183,,,,,19.8220,,,,,19.9869,,,,
2025-08-19,459733362635.58,6.7811,,,,,0.0168,1.7666,,,,,1.7111,,,,,19.7393,,,,,19.9035,,,,
2025-08-18,469811334479.2999,6.9298,,,,,0.0164,1.8054,,,,,1.7486,,,,,20.1720,,,,,20.3398,,,,
2025-08-15,460919006381.9,6.7986,,,,,0.0167,1.7712,,,,,1.7155,,,,,19.7902,,,,,19.9548,,,,
2025-08-14,439429213479.8499,6.4816,,,,,0.0175,1.6886,,,,,1.6355,,,,,18.8675,,,,,19.0244,,,,
2025-08-13,438984597074.98,6.4751,,,,,0.0176,1.6869,,,,,1.6339,,,,,18.8484,,,,,19.0052,,,,
2025-08-12,436909720518.9199,6.4445,,,,,0.0176,1.6789,,,,,1.6262,,,,,18.7593,,,,,18.9154,,,,
2025-08-11,435427665836.02,6.4226,,,,,0.0177,1.6732,,,,,1.6206,,,,,18.6957,,,,,18.8512,,,,
2025-08-08,428017392421.52,6.3133,,,,,0.0180,1.6448,,,,,1.5931,,,,,18.3775,,,,,18.5304,,,,
2025-08-07,431426118192.19,6.3636,,,,,0.0179,1.6579,,,,,1.6057,,,,,18.5239,,,,,18.6779,,,,
2025-08-06,432167145533.64,6.3745,,,,,0.0178,1.6607,,,,,1.6085,,,,,18.5557,,,,,18.7100,,,,
2025-08-05,432463556470.2199,6.3789,,,,,0.0178,1.6619,,,,,1.6096,,,,,18.5684,,,,,18.7229,,,,
2025-08-04,428462008826.39,6.3199,,,,,0.0180,1.6465,,,,,1.5947,,,,,18.3966,,,,,18.5496,,,,
2025-08-01,426090721333.75,6.2849,,,,,0.0181,1.6374,,,,,1.5859,,,,,18.2948,,,,,18.4470,,,,
2025-07-31,430092268977.58,6.3439,,,,,0.0179,1.6527,,,,,1.6008,,,,,18.4666,,,,,18.6202,,,,
2025-07-30,441355884567.62,6.5101,,,,,0.0175,1.6960,,,,,1.6427,,,,,18.9503,,,,,19.1078,,,,
2025-07-29,443875377528.5499,6.5472,,,,,0.0174,1.7057,,,,,1.6521,,,,,19.0584,,,,,19.2169,,,,
2025-07-28,444023582996.84,6.5494,,,,,0.0174,1.7063,,,,,1.6526,,,,,19.0648,,,,,19.2233,,,,
2025-07-25,440170240821.2999,6.4926,,,,,0.0175,1.6915,,,,,1.6383,,,,,18.8993,,,,,19.0565,,,,
2025-07-24,445209226743.1599,6.5669,,,,,0.0173,1.7108,,,,,1.6570,,,,,19.1157,,,,,19.2747,,,,
2025-07-23,441355884567.62,6.5101,,,,,0.0175,1.6960,,,,,1.6427,,,,,18.9503,,,,,19.1078,,,,
2025-07-22,428758419762.97,6.3242,,,,,0.0180,1.6476,,,,,1.5958,,,,,18.4094,,,,,18.5625,,,,
2025-07-21,428313803358.0999,6.3177,,,,,0.0180,1.6459,,,,,1.5942,,,,,18.3903,,,,,18.5432,,,,
2025-07-18,420014297133.8599,6.1953,,,,,0.0183,1.6140,,,,,1.5633,,,,,18.0339,,,,,18.1839,,,,
2025-07-17,418680447919.25,6.1756,,,,,0.0184,1.6089,,,,,1.5583,,,,,17.9766,,,,,18.1261,,,,
2025-07-16,416160954958.32,6.1384,,,,,0.0185,1.5992,,,,,1.5489,,,,,17.8685,,,,,18.0171,,,,
2025-07-15,418532242450.9599,6.1734,,,,,0.0184,1.6083,,,,,1.5578,,,,,17.9703,,,,,18.1197,,,,
2025-07-14,421051735411.89,6.2106,,,,,0.0183,1.6180,,,,,1.5671,,,,,18.0785,,,,,18.2288,,,,
2025-07-11,424756872119.14,6.2652,,,,,0.0181,1.6322,,,,,1.5809,,,,,18.2375,,,,,18.3892,,,,
2025-07-10,418384036982.67,6.1712,,,,,0.0184,1.6078,,,,,1.5572,,,,,17.9639,,,,,18.1133,,,,
2025-07-09,412159407314.4899,6.0794,,,,,0.0187,1.5838,,,,,1.5340,,,,,17.6967,,,,,17.8438,,,,
2025-07-08,415271722148.58,6.1253,,,,,0.0186,1.5958,,,,,1.5456,,,,,17.8303,,,,,17.9786,,,,
2025-07-07,411862996377.9099,6.0750,,,,,0.0187,1.5827,,,,,1.5329,,,,,17.6839,,,,,17.8310,,,,
