date,市值(元),PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2025-08-21,294690804543.4801,16.0403,,,,,52.1898,,,,,14.5091,,,,,11.4693,,,,,51.2943,,,,,0.0019
2025-08-20,297546378661.8601,16.1957,,,,,52.6955,,,,,14.6497,,,,,11.5805,,,,,51.7914,,,,,0.0019
2025-08-19,306113101017.0,16.6620,,,,,54.2127,,,,,15.0714,,,,,11.9139,,,,,53.2825,,,,,0.0018
2025-08-18,288890766840.0,15.7246,,,,,51.1626,,,,,14.2235,,,,,11.2436,,,,,50.2848,,,,,0.0019
2025-08-15,264501719408.7,14.3971,,,,,46.8433,,,,,13.0227,,,,,10.2944,,,,,46.0396,,,,,0.0021
2025-08-14,266079507442.98,14.4829,,,,,47.1227,,,,,13.1004,,,,,10.3558,,,,,46.3142,,,,,0.0021
2025-08-13,280001820168.0,15.2407,,,,,49.5883,,,,,13.7859,,,,,10.8976,,,,,48.7375,,,,,0.0020
2025-08-12,250757185617.12,13.6489,,,,,44.4091,,,,,12.3460,,,,,9.7594,,,,,43.6472,,,,,0.0022
2025-08-11,238612662226.5,12.9879,,,,,42.2583,,,,,11.7481,,,,,9.2868,,,,,41.5333,,,,,0.0023
2025-08-08,232557067306.2,12.6583,,,,,41.1859,,,,,11.4499,,,,,9.0511,,,,,40.4792,,,,,0.0024
2025-08-07,231623727905.64,12.6075,,,,,41.0206,,,,,11.4040,,,,,9.0148,,,,,40.3168,,,,,0.0024
2025-08-06,233912631673.68,12.7321,,,,,41.4259,,,,,11.5167,,,,,9.1039,,,,,40.7152,,,,,0.0024
2025-08-05,234357079007.28,12.7563,,,,,41.5047,,,,,11.5385,,,,,9.1212,,,,,40.7925,,,,,0.0024
2025-08-04,231579283172.28,12.6051,,,,,41.0127,,,,,11.4018,,,,,9.0130,,,,,40.3090,,,,,0.0024
2025-08-01,234034854690.42,12.7387,,,,,41.4476,,,,,11.5227,,,,,9.1086,,,,,40.7365,,,,,0.0024
2025-07-31,241790460661.74,13.1609,,,,,42.8211,,,,,11.9045,,,,,9.4105,,,,,42.0864,,,,,0.0023
2025-07-30,234001521140.4,12.7369,,,,,41.4417,,,,,11.5210,,,,,9.1073,,,,,40.7307,,,,,0.0024
2025-07-29,233257071856.62,12.6964,,,,,41.3098,,,,,11.4844,,,,,9.0783,,,,,40.6011,,,,,0.0024
2025-07-28,213190274744.58,11.6041,,,,,37.7560,,,,,10.4964,,,,,8.2973,,,,,37.1082,,,,,0.0026
2025-07-25,205801337823.48,11.2019,,,,,36.4474,,,,,10.1326,,,,,8.0098,,,,,35.8221,,,,,0.0027
2025-07-24,205779115456.8,11.2007,,,,,36.4435,,,,,10.1315,,,,,8.0089,,,,,35.8182,,,,,0.0027
2025-07-23,206868011424.12,11.2600,,,,,36.6363,,,,,10.1851,,,,,8.0513,,,,,36.0078,,,,,0.0027
2025-07-22,204934665522.96,11.1548,,,,,36.2939,,,,,10.0899,,,,,7.9760,,,,,35.6712,,,,,0.0027
2025-07-21,208834690875.3,11.3671,,,,,36.9846,,,,,10.2819,,,,,8.1278,,,,,36.3501,,,,,0.0027
2025-07-18,200690193487.08,10.9237,,,,,35.5422,,,,,9.8810,,,,,7.8108,,,,,34.9324,,,,,0.0028
2025-07-17,196501277367.9,10.6957,,,,,34.8004,,,,,9.6747,,,,,7.6478,,,,,34.2033,,,,,0.0028
2025-07-16,189734566713.84,10.3274,,,,,33.6020,,,,,9.3416,,,,,7.3845,,,,,33.0255,,,,,0.0029
2025-07-15,194234595966.54,10.5724,,,,,34.3990,,,,,9.5631,,,,,7.5596,,,,,33.8088,,,,,0.0029
2025-07-14,166467748799.88,9.0610,,,,,29.4815,,,,,8.1960,,,,,6.4789,,,,,28.9756,,,,,0.0033
2025-07-11,161423271563.52,8.7864,,,,,28.5881,,,,,7.9477,,,,,6.2826,,,,,28.0976,,,,,0.0034
2025-07-10,162878836581.06,8.8656,,,,,28.8459,,,,,8.0193,,,,,6.3392,,,,,28.3509,,,,,0.0034
2025-07-09,161445493930.2,8.7876,,,,,28.5920,,,,,7.9487,,,,,6.2834,,,,,28.1014,,,,,0.0034
2025-07-08,160978824229.92,8.7622,,,,,28.5094,,,,,7.9258,,,,,6.2653,,,,,28.0202,,,,,0.0035
2025-07-07,150167642840.1,8.1738,,,,,26.5947,,,,,7.3935,,,,,5.8445,,,,,26.1384,,,,,0.0037
