date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-08-20,211510628328.56,14.6555,,,,,17.2220,,,,,0.8044,,,,,1.2810,,,,,0.0285,1.2786,,,,
2025-08-19,206344832792.72,14.2975,,,,,16.8014,,,,,0.7847,,,,,1.2497,,,,,0.0292,1.2473,,,,
2025-08-18,208353753278.88,14.4367,,,,,16.9650,,,,,0.7924,,,,,1.2619,,,,,0.0289,1.2595,,,,
2025-08-15,208066764638.0,14.4168,,,,,16.9416,,,,,0.7913,,,,,1.2601,,,,,0.0290,1.2577,,,,
2025-08-14,209788696483.28,14.5361,,,,,17.0818,,,,,0.7978,,,,,1.2705,,,,,0.0287,1.2682,,,,
2025-08-13,216389435223.52,14.9935,,,,,17.6193,,,,,0.8229,,,,,1.2644,,,,,0.0279,1.2621,,,,
2025-08-12,216676423864.4,15.0134,,,,,17.6426,,,,,0.8240,,,,,1.2660,,,,,0.0278,1.2637,,,,
2025-08-11,215241480660.0,14.9140,,,,,17.5258,,,,,0.8186,,,,,1.2577,,,,,0.0280,1.2554,,,,
2025-08-08,214667503378.24,14.8742,,,,,17.4791,,,,,0.8164,,,,,1.2543,,,,,0.0281,1.2520,,,,
2025-08-07,212658582892.08,14.7350,,,,,17.3155,,,,,0.8088,,,,,1.2426,,,,,0.0283,1.2403,,,,
2025-08-06,212945571532.96,14.7549,,,,,17.3389,,,,,0.8098,,,,,1.2442,,,,,0.0283,1.2420,,,,
2025-08-05,211797616969.44,14.6753,,,,,17.2454,,,,,0.8055,,,,,1.2375,,,,,0.0285,1.2353,,,,
2025-08-04,209788696483.28,14.5361,,,,,17.0818,,,,,0.7978,,,,,1.2258,,,,,0.0287,1.2236,,,,
2025-08-01,209788696483.28,14.5361,,,,,17.0818,,,,,0.7978,,,,,1.2258,,,,,0.0287,1.2236,,,,
2025-07-31,212084605610.32,14.6952,,,,,17.2688,,,,,0.8066,,,,,1.2392,,,,,0.0284,1.2370,,,,
2025-07-30,216389435223.52,14.9935,,,,,17.6193,,,,,0.8229,,,,,1.2644,,,,,0.0279,1.2621,,,,
2025-07-29,214954492019.12,14.8941,,,,,17.5024,,,,,0.8175,,,,,1.2560,,,,,0.0280,1.2537,,,,
2025-07-28,216102446582.64,14.9736,,,,,17.5959,,,,,0.8219,,,,,1.2627,,,,,0.0279,1.2604,,,,
2025-07-25,217537389787.04,15.0730,,,,,17.7127,,,,,0.8273,,,,,1.2711,,,,,0.0277,1.2688,,,,
2025-07-24,220981253477.6,15.3117,,,,,17.9932,,,,,0.8404,,,,,1.2912,,,,,0.0273,1.2889,,,,
2025-07-23,220407276195.84,15.2719,,,,,17.9464,,,,,0.8382,,,,,1.2878,,,,,0.0273,1.2855,,,,
2025-07-22,222416196682.0,15.4111,,,,,18.1100,,,,,0.8459,,,,,1.2996,,,,,0.0271,1.2972,,,,
2025-07-21,218111367068.8,15.1128,,,,,17.7595,,,,,0.8295,,,,,1.2744,,,,,0.0276,1.2721,,,,
2025-07-18,216389435223.52,14.9935,,,,,17.6193,,,,,0.8229,,,,,1.2644,,,,,0.0279,1.2621,,,,
2025-07-17,214380514737.36,14.8543,,,,,17.4557,,,,,0.8153,,,,,1.2526,,,,,0.0281,1.2504,,,,
2025-07-16,214380514737.36,14.8543,,,,,17.4557,,,,,0.8153,,,,,1.2526,,,,,0.0281,1.2504,,,,
2025-07-15,215241480660.0,14.9140,,,,,17.5258,,,,,0.8186,,,,,1.2577,,,,,0.0280,1.2554,,,,
2025-07-14,215815457941.76,14.9537,,,,,17.5725,,,,,0.8208,,,,,1.2610,,,,,0.0279,1.2587,,,,
2025-07-11,206918810074.48,14.3373,,,,,16.8481,,,,,0.7869,,,,,1.2090,,,,,0.0291,1.2068,,,,
2025-07-10,207205798715.36,14.3572,,,,,16.8715,,,,,0.7880,,,,,1.2107,,,,,0.0291,1.2085,,,,
2025-07-09,207492787356.24,14.3771,,,,,16.8949,,,,,0.7891,,,,,1.2124,,,,,0.0290,1.2102,,,,
2025-07-08,206057844151.84,14.2776,,,,,16.7780,,,,,0.7837,,,,,1.2040,,,,,0.0292,1.2018,,,,
2025-07-07,204048923665.68,14.1384,,,,,16.6145,,,,,0.7760,,,,,1.1923,,,,,0.0295,1.1901,,,,
