date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2025-08-20,173694403915.82,3.4314,,,,,0.0444,23.4591,,,,,1.4945,,,,,3.5974,,,,,25.1259,,,,
2025-08-19,172113063749.07,3.4001,,,,,0.0448,23.2455,,,,,1.4809,,,,,3.5647,,,,,24.8971,,,,
2025-08-18,172049810142.4,3.3989,,,,,0.0449,23.2369,,,,,1.4804,,,,,3.5633,,,,,24.8880,,,,
2025-08-15,171796795715.72,3.3939,,,,,0.0449,23.2028,,,,,1.4782,,,,,3.5581,,,,,24.8514,,,,
2025-08-14,172049810142.4,3.3989,,,,,0.0449,23.2369,,,,,1.4804,,,,,3.5633,,,,,24.8880,,,,
2025-08-13,173820911129.16,3.4339,,,,,0.0444,23.4761,,,,,1.4956,,,,,3.6000,,,,,25.1442,,,,
2025-08-12,173757657522.49,3.4326,,,,,0.0444,23.4676,,,,,1.4951,,,,,3.5987,,,,,25.1350,,,,
2025-08-11,174390193589.19,3.4451,,,,,0.0443,23.5530,,,,,1.5005,,,,,3.6118,,,,,25.2265,,,,
2025-08-08,172682346209.1,3.4114,,,,,0.0447,23.3224,,,,,1.4858,,,,,3.5764,,,,,24.9795,,,,
2025-08-07,174390193589.19,3.4451,,,,,0.0443,23.5530,,,,,1.5005,,,,,3.6118,,,,,25.2265,,,,
2025-08-06,174390193589.19,3.4451,,,,,0.0443,23.5530,,,,,1.5005,,,,,3.6118,,,,,25.2265,,,,
2025-08-05,174263686375.85,3.4426,,,,,0.0443,23.5359,,,,,1.4994,,,,,3.6092,,,,,25.2082,,,,
2025-08-04,173820911129.16,3.4339,,,,,0.0444,23.4761,,,,,1.4956,,,,,3.6000,,,,,25.1442,,,,
2025-08-01,174010671949.17,3.4376,,,,,0.0443,23.5018,,,,,1.4972,,,,,3.6040,,,,,25.1716,,,,
2025-07-31,173378135882.47,3.4251,,,,,0.0445,23.4163,,,,,1.4918,,,,,3.5909,,,,,25.0801,,,,
2025-07-30,176351055395.96,3.4839,,,,,0.0438,23.8179,,,,,1.5174,,,,,3.6524,,,,,25.5102,,,,
2025-07-29,174073925555.84,3.4389,,,,,0.0443,23.5103,,,,,1.4978,,,,,3.6053,,,,,25.1808,,,,
2025-07-28,175402251295.91,3.4651,,,,,0.0440,23.6897,,,,,1.5092,,,,,3.6328,,,,,25.3729,,,,
2025-07-25,176034787362.61,3.4776,,,,,0.0438,23.7752,,,,,1.5147,,,,,3.6459,,,,,25.4644,,,,
2025-07-24,178628185236.08,3.5289,,,,,0.0432,24.1254,,,,,1.5370,,,,,3.6996,,,,,25.8396,,,,
2025-07-23,178944453269.43,3.5351,,,,,0.0431,24.1681,,,,,1.5397,,,,,3.7061,,,,,25.8853,,,,
2025-07-22,179450482122.79,3.5451,,,,,0.0430,24.2365,,,,,1.5441,,,,,3.7166,,,,,25.9585,,,,
2025-07-21,178311917202.73,3.5226,,,,,0.0433,24.0827,,,,,1.5343,,,,,3.6930,,,,,25.7938,,,,
2025-07-18,177552873922.69,3.5076,,,,,0.0435,23.9802,,,,,1.5277,,,,,3.6773,,,,,25.6840,,,,
2025-07-17,177742634742.7,3.5114,,,,,0.0434,24.0058,,,,,1.5294,,,,,3.6812,,,,,25.7115,,,,
2025-07-16,174073925555.84,3.4389,,,,,0.0443,23.5103,,,,,1.4978,,,,,3.6053,,,,,25.1808,,,,
2025-07-15,173188375062.46,3.4214,,,,,0.0446,23.3907,,,,,1.4902,,,,,3.5869,,,,,25.0527,,,,
2025-07-14,173884164735.83,3.4351,,,,,0.0444,23.4847,,,,,1.4962,,,,,3.6013,,,,,25.1533,,,,
2025-07-11,175149236869.23,3.4601,,,,,0.0441,23.6556,,,,,1.5070,,,,,3.6275,,,,,25.3363,,,,
2025-07-10,174959476049.22,3.4564,,,,,0.0441,23.6299,,,,,1.5054,,,,,3.6236,,,,,25.3089,,,,
2025-07-09,175149236869.23,3.4601,,,,,0.0441,23.6556,,,,,1.5070,,,,,3.6275,,,,,25.3363,,,,
2025-07-08,173884164735.83,3.4351,,,,,0.0444,23.4847,,,,,1.4962,,,,,3.6013,,,,,25.1533,,,,
2025-07-07,173125121455.79,3.4201,,,,,0.0446,23.3822,,,,,1.4896,,,,,3.5856,,,,,25.0435,,,,
