date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2025-08-20,677524948556.04,3.4239,,,,,7.8905,,,,,20.0986,,,,,0.0341,20.0684,,,,,3.4440,,,,
2025-08-19,676056855493.08,3.4165,,,,,7.8734,,,,,20.0550,,,,,0.0341,20.0249,,,,,3.4365,,,,
2025-08-18,676301537670.24,3.4177,,,,,7.8762,,,,,20.0623,,,,,0.0341,20.0321,,,,,3.4377,,,,
2025-08-15,676056855493.08,3.4165,,,,,7.8734,,,,,20.0550,,,,,0.0341,20.0249,,,,,3.4365,,,,
2025-08-14,676790902024.56,3.4202,,,,,7.8819,,,,,20.0768,,,,,0.0341,20.0466,,,,,3.4402,,,,
2025-08-13,676056855493.08,3.4165,,,,,7.8734,,,,,20.0550,,,,,0.0341,20.0249,,,,,3.4365,,,,
2025-08-12,679237723796.16,3.4326,,,,,7.9104,,,,,20.1494,,,,,0.0340,20.1191,,,,,3.4527,,,,
2025-08-11,677524948556.04,3.4239,,,,,7.8905,,,,,20.0986,,,,,0.0341,20.0684,,,,,3.4440,,,,
2025-08-08,681684545567.76,3.4449,,,,,7.9389,,,,,20.2220,,,,,0.0338,20.1916,,,,,3.4651,,,,
2025-08-07,686578189110.96,3.4697,,,,,7.9959,,,,,20.3671,,,,,0.0336,20.3365,,,,,3.4900,,,,
2025-08-06,684376049516.52,3.4585,,,,,7.9703,,,,,20.3018,,,,,0.0337,20.2713,,,,,3.4788,,,,
2025-08-05,687556917819.6,3.4746,,,,,8.0073,,,,,20.3962,,,,,0.0336,20.3655,,,,,3.4949,,,,
2025-08-04,688535646528.24,3.4796,,,,,8.0187,,,,,20.4252,,,,,0.0335,20.3945,,,,,3.4999,,,,
2025-08-01,684865413870.84,3.4610,,,,,7.9760,,,,,20.3163,,,,,0.0337,20.2858,,,,,3.4813,,,,
2025-07-31,681195181213.44,3.4425,,,,,7.9332,,,,,20.2074,,,,,0.0339,20.1771,,,,,3.4626,,,,
2025-07-30,702237848449.2,3.5488,,,,,8.1783,,,,,20.8317,,,,,0.0329,20.8004,,,,,3.5696,,,,
2025-07-29,700525073209.08,3.5402,,,,,8.1583,,,,,20.7809,,,,,0.0329,20.7496,,,,,3.5609,,,,
2025-07-28,700769755386.24,3.5414,,,,,8.1612,,,,,20.7881,,,,,0.0329,20.7569,,,,,3.5621,,,,
2025-07-25,703461259335.0,3.5550,,,,,8.1925,,,,,20.8680,,,,,0.0328,20.8366,,,,,3.5758,,,,
2025-07-24,708110220701.04,3.5785,,,,,8.2467,,,,,21.0059,,,,,0.0326,20.9743,,,,,3.5994,,,,
2025-07-23,713982592952.88,3.6082,,,,,8.3151,,,,,21.1801,,,,,0.0323,21.1482,,,,,3.6293,,,,
2025-07-22,718386872141.76,3.6304,,,,,8.3663,,,,,21.3107,,,,,0.0321,21.2787,,,,,3.6517,,,,
2025-07-21,722057104799.16,3.6490,,,,,8.4091,,,,,21.4196,,,,,0.0320,21.3874,,,,,3.6703,,,,
2025-07-18,721812422622.0,3.6477,,,,,8.4062,,,,,21.4123,,,,,0.0320,21.3802,,,,,3.6691,,,,
2025-07-17,737961446314.56,3.4194,,,,,8.5943,,,,,21.8914,,,,,0.0313,21.8585,,,,,3.4378,,,,
2025-07-16,742365725503.44,3.4398,,,,,8.6456,,,,,22.0221,,,,,0.0311,21.9890,,,,,3.4583,,,,
2025-07-15,745791275983.68,3.4557,,,,,8.6855,,,,,22.1237,,,,,0.0309,22.0904,,,,,3.4742,,,,
2025-07-14,748972144286.76,3.4704,,,,,8.7225,,,,,22.2180,,,,,0.0308,22.1846,,,,,3.4890,,,,
2025-07-11,743833818566.4,3.4466,,,,,8.6627,,,,,22.0656,,,,,0.0310,22.0324,,,,,3.4651,,,,
2025-07-10,731599709708.4,3.3899,,,,,8.5202,,,,,21.7027,,,,,0.0315,21.6701,,,,,3.4081,,,,
2025-07-09,733557167125.68,3.3990,,,,,8.5430,,,,,21.7607,,,,,0.0315,21.7280,,,,,3.4172,,,,
2025-07-08,732089074062.7201,3.3922,,,,,8.5259,,,,,21.7172,,,,,0.0315,21.6846,,,,,3.4104,,,,
2025-07-07,740408268086.16,3.4308,,,,,8.6228,,,,,21.9640,,,,,0.0312,21.9310,,,,,3.4491,,,,
