date,市值(元),股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-08-25,1110824311027.0,0.0418,9.5012,,,,,1.0932,,,,,10.0111,,,,,1.2850,,,,,1.2204,,,,
2025-08-22,1101719193723.5,0.0421,9.4233,,,,,1.0842,,,,,9.9291,,,,,1.2745,,,,,1.2104,,,,
2025-08-21,1085694187269.34,0.0428,9.2863,,,,,1.0684,,,,,9.7846,,,,,1.2559,,,,,1.1928,,,,
2025-08-20,1078045888734.4,0.0431,9.2208,,,,,1.0609,,,,,9.7157,,,,,1.2471,,,,,1.1844,,,,
2025-08-19,1059835654127.4,0.0438,9.0651,,,,,1.0430,,,,,9.5516,,,,,1.2260,,,,,1.1644,,,,
2025-08-18,1080595321579.38,0.0430,9.2427,,,,,1.0634,,,,,9.7387,,,,,1.2501,,,,,1.1872,,,,
2025-08-15,1088972029498.6,0.0426,9.3143,,,,,1.0717,,,,,9.8142,,,,,1.2597,,,,,1.1964,,,,
2025-08-14,1085694187269.34,0.0428,9.2863,,,,,1.0684,,,,,9.7846,,,,,1.2559,,,,,1.1928,,,,
2025-08-13,1067301850316.27,0.0435,9.1289,,,,,1.0503,,,,,9.6189,,,,,1.2347,,,,,1.1726,,,,
2025-08-12,1069851283161.25,0.0434,9.1508,,,,,1.0528,,,,,9.6419,,,,,1.2376,,,,,1.1754,,,,
2025-08-11,1064752417471.29,0.0436,9.1071,,,,,1.0478,,,,,9.5959,,,,,1.2317,,,,,1.1698,,,,
2025-08-08,1066027133893.78,0.0436,9.1180,,,,,1.0491,,,,,9.6074,,,,,1.2332,,,,,1.1712,,,,
2025-08-07,1072218613660.16,0.0433,9.1710,,,,,1.0552,,,,,9.6632,,,,,1.2404,,,,,1.1780,,,,
2025-08-06,1075496455889.42,0.0432,9.1990,,,,,1.0584,,,,,9.6927,,,,,1.2442,,,,,1.1816,,,,
2025-08-05,1076953274657.98,0.0431,9.2115,,,,,1.0598,,,,,9.7059,,,,,1.2458,,,,,1.1832,,,,
2025-08-04,1060017756473.47,0.0438,9.0666,,,,,1.0432,,,,,9.5532,,,,,1.2262,,,,,1.1646,,,,
2025-08-01,1059835654127.4,0.0438,9.0651,,,,,1.0430,,,,,9.5516,,,,,1.2260,,,,,1.1644,,,,
2025-07-31,1068758669084.83,0.0434,9.1414,,,,,1.0518,,,,,9.6320,,,,,1.2364,,,,,1.1742,,,,
2025-07-30,1105543342990.97,0.0420,9.4560,,,,,1.0880,,,,,9.9635,,,,,1.2789,,,,,1.2146,,,,
2025-07-29,1083326856770.43,0.0429,9.2660,,,,,1.0661,,,,,9.7633,,,,,1.2532,,,,,1.1902,,,,
2025-07-28,1094252997534.63,0.0424,9.3595,,,,,1.0769,,,,,9.8618,,,,,1.2658,,,,,1.2022,,,,
2025-07-25,1057650425974.56,0.0439,9.0464,,,,,1.0408,,,,,9.5319,,,,,1.2235,,,,,1.1620,,,,
2025-07-24,1067848157354.48,0.0435,9.1336,,,,,1.0509,,,,,9.6238,,,,,1.2353,,,,,1.1732,,,,
2025-07-23,1056193607206.0,0.0440,9.0339,,,,,1.0394,,,,,9.5188,,,,,1.2218,,,,,1.1604,,,,
2025-07-22,1032520302216.9,0.0450,8.8315,,,,,1.0161,,,,,9.3054,,,,,1.1944,,,,,1.1343,,,,
2025-07-21,1041443317174.33,0.0446,8.9078,,,,,1.0249,,,,,9.3858,,,,,1.2048,,,,,1.1442,,,,
2025-07-18,1039258089021.49,0.0447,8.8891,,,,,1.0227,,,,,9.3661,,,,,1.2022,,,,,1.1418,,,,
2025-07-17,1034523428023.67,0.0449,8.8486,,,,,1.0181,,,,,9.3235,,,,,1.1968,,,,,1.1365,,,,
2025-07-16,1034887632715.81,0.0449,8.8517,,,,,1.0184,,,,,9.3268,,,,,1.1805,,,,,1.1219,,,,
2025-07-15,1039804396059.7,0.0447,8.8938,,,,,1.0233,,,,,9.3711,,,,,1.2029,,,,,1.1424,,,,
2025-07-14,1048363206324.99,0.0443,8.9670,,,,,1.0317,,,,,9.4482,,,,,1.2128,,,,,1.1518,,,,
2025-07-11,1050912639169.97,0.0442,8.9888,,,,,1.0342,,,,,9.4712,,,,,1.2157,,,,,1.1546,,,,
2025-07-10,1040350703097.91,0.0446,8.8984,,,,,1.0238,,,,,9.3760,,,,,1.2035,,,,,1.1430,,,,
2025-07-09,1017952114531.3,0.0456,8.7068,,,,,1.0018,,,,,9.1741,,,,,1.1776,,,,,1.1183,,,,
2025-07-08,1027967743565.15,0.0452,8.7925,,,,,1.0116,,,,,9.2644,,,,,1.1892,,,,,1.1293,,,,
2025-07-07,1027603538873.01,0.0452,8.7894,,,,,1.0113,,,,,9.2611,,,,,1.1887,,,,,1.1289,,,,
