date,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-08-25,1872149267274.0,20.8107,,,,,7.8449,,,,,10.2986,,,,,0.0345,20.8166,,,,,7.8449,,,,
2025-08-22,1839010769310.0,20.4423,,,,,7.7060,,,,,10.1163,,,,,0.0352,20.4481,,,,,7.7060,,,,
2025-08-21,1819288463850.0,20.2231,,,,,7.6234,,,,,10.0078,,,,,0.0355,20.2288,,,,,7.6234,,,,
2025-08-20,1821486810000.0,20.2475,,,,,7.6326,,,,,10.0199,,,,,0.0355,20.2533,,,,,7.6326,,,,
2025-08-19,1806412436400.0,20.0799,,,,,7.5694,,,,,9.9370,,,,,0.0358,20.0856,,,,,7.5694,,,,
2025-08-18,1794478557300.0,19.9473,,,,,7.5194,,,,,9.8713,,,,,0.0360,19.9530,,,,,7.5194,,,,
2025-08-15,1786413767424.0,19.8576,,,,,7.4856,,,,,9.8270,,,,,0.0362,19.8633,,,,,7.4856,,,,
2025-08-14,1792581698622.0,19.9262,,,,,7.5115,,,,,9.8609,,,,,0.0361,19.9319,,,,,7.5115,,,,
2025-08-13,1783863685890.0,19.8293,,,,,7.4749,,,,,9.8130,,,,,0.0363,19.8349,,,,,7.4749,,,,
2025-08-12,1805206486512.0,20.2743,,,,,8.0702,,,,,10.0792,,,,,0.0358,20.2809,,,,,8.0702,,,,
2025-08-11,1815205821000.0,20.3866,,,,,8.1149,,,,,10.1350,,,,,0.0356,20.3932,,,,,8.1149,,,,
2025-08-08,1785019387866.0,20.0475,,,,,7.9800,,,,,9.9665,,,,,0.0362,20.0541,,,,,7.9800,,,,
2025-08-07,1786752940830.0,20.0670,,,,,7.9877,,,,,9.9761,,,,,0.0362,20.0735,,,,,7.9877,,,,
2025-08-06,1788674923464.0002,20.0886,,,,,7.9963,,,,,9.9869,,,,,0.0362,20.0951,,,,,7.9963,,,,
2025-08-05,1793523846972.0,20.1431,,,,,8.0180,,,,,10.0139,,,,,0.0361,20.1496,,,,,8.0180,,,,
2025-08-04,1782544678200.0,20.0197,,,,,7.9689,,,,,9.9526,,,,,0.0363,20.0263,,,,,7.9689,,,,
2025-08-01,1780032282600.0,19.9915,,,,,7.9577,,,,,9.9386,,,,,0.0363,19.9980,,,,,7.9577,,,,
2025-07-31,1785898726326.0,20.0574,,,,,7.9839,,,,,9.9714,,,,,0.0362,20.0639,,,,,7.9839,,,,
2025-07-30,1820783339232.0,20.4492,,,,,8.1399,,,,,10.1661,,,,,0.0355,20.4559,,,,,8.1399,,,,
2025-07-29,1807668634200.0,20.3019,,,,,8.0813,,,,,10.0929,,,,,0.0358,20.3085,,,,,8.0813,,,,
2025-07-28,1807241526948.0,20.2971,,,,,8.0793,,,,,10.0905,,,,,0.0358,20.3037,,,,,8.0793,,,,
2025-07-25,1827767799000.0,20.5276,,,,,8.1711,,,,,10.2051,,,,,0.0354,20.5343,,,,,8.1711,,,,
2025-07-24,1873619018700.0,21.0426,,,,,8.3761,,,,,10.4611,,,,,0.0345,21.0494,,,,,8.3761,,,,
2025-07-23,1853519853900.0,20.8169,,,,,8.2862,,,,,10.3489,,,,,0.0349,20.8236,,,,,8.2862,,,,
2025-07-22,1840304653044.0,20.6684,,,,,8.2272,,,,,10.2751,,,,,0.0351,20.6752,,,,,8.2272,,,,
2025-07-21,1812693425400.0,20.3583,,,,,8.1037,,,,,10.1210,,,,,0.0357,20.3650,,,,,8.1037,,,,
2025-07-18,1805156238600.0,20.2737,,,,,8.0700,,,,,10.0789,,,,,0.0358,20.2803,,,,,8.0700,,,,
2025-07-17,1779215754030.0,19.9824,,,,,7.9541,,,,,9.9340,,,,,0.0363,19.9889,,,,,7.9541,,,,
2025-07-16,1772532781734.0,19.9073,,,,,7.9242,,,,,9.8967,,,,,0.0365,19.9138,,,,,7.9242,,,,
2025-07-15,1772495095800.0,19.9069,,,,,7.9240,,,,,9.8965,,,,,0.0365,19.9134,,,,,7.9240,,,,
2025-07-14,1788323188080.0,20.0846,,,,,7.9948,,,,,9.9849,,,,,0.0362,20.0912,,,,,7.9948,,,,
2025-07-11,1792594260600.0,20.1326,,,,,8.0139,,,,,10.0087,,,,,0.0361,20.1392,,,,,8.0139,,,,
2025-07-10,1791966161700.0,20.1256,,,,,8.0111,,,,,10.0052,,,,,0.0361,20.1321,,,,,8.0111,,,,
2025-07-09,1782393934464.0002,20.0181,,,,,7.9683,,,,,9.9518,,,,,0.0363,20.0246,,,,,7.9683,,,,
2025-07-08,1778914266557.9998,19.9790,,,,,7.9527,,,,,9.9324,,,,,0.0364,19.9855,,,,,7.9527,,,,
2025-07-07,1772118236460.0,19.9026,,,,,7.9223,,,,,9.8944,,,,,0.0365,19.9091,,,,,7.9223,,,,
