date,市值(元),股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-08-26,2547876486595.44,0.0332,8.9966,,,,,0.9830,,,,,3.5825,,,,,8.9832,,,,,0.9825,,,,
2025-08-25,2540876825917.98,0.0333,8.9719,,,,,0.9803,,,,,3.5726,,,,,8.9585,,,,,0.9798,,,,
2025-08-22,2554876147272.9,0.0331,9.0213,,,,,0.9857,,,,,3.5923,,,,,9.0078,,,,,0.9852,,,,
2025-08-21,2530377334901.79,0.0335,8.9348,,,,,0.9762,,,,,3.5579,,,,,8.9215,,,,,0.9757,,,,
2025-08-20,2477879879820.84,0.0342,8.7494,,,,,0.9560,,,,,3.4840,,,,,8.7364,,,,,0.9555,,,,
2025-08-19,2456880897788.46,0.0345,8.6753,,,,,0.9479,,,,,3.4545,,,,,8.6623,,,,,0.9474,,,,
2025-08-18,2425382424739.89,0.0349,8.5641,,,,,0.9357,,,,,3.4102,,,,,8.5513,,,,,0.9352,,,,
2025-08-15,2397383782030.05,0.0353,8.4652,,,,,0.9249,,,,,3.3709,,,,,8.4526,,,,,0.9244,,,,
2025-08-14,2421882594401.16,0.0350,8.5517,,,,,0.9344,,,,,3.4053,,,,,8.5389,,,,,0.9339,,,,
2025-08-13,2379884630336.4,0.0356,8.4034,,,,,0.9182,,,,,3.3463,,,,,8.3909,,,,,0.9177,,,,
2025-08-12,2397383782030.05,0.0353,8.4652,,,,,0.9249,,,,,3.3709,,,,,8.4526,,,,,0.9244,,,,
2025-08-11,2358885648304.02,0.0359,8.3293,,,,,0.9101,,,,,3.3167,,,,,8.3168,,,,,0.9096,,,,
2025-08-08,2348386157287.83,0.0361,8.2922,,,,,0.9060,,,,,3.3020,,,,,8.2798,,,,,0.9055,,,,
2025-08-07,2348386157287.83,0.0361,8.2922,,,,,0.9060,,,,,3.3020,,,,,8.2798,,,,,0.9055,,,,
2025-08-06,2316887684239.2603,0.0365,8.1810,,,,,0.8939,,,,,3.2577,,,,,8.1688,,,,,0.8934,,,,
2025-08-05,2288889041529.42,0.0370,8.0821,,,,,0.8831,,,,,3.2183,,,,,8.0700,,,,,0.8826,,,,
2025-08-04,2236391586448.4697,0.0379,7.8967,,,,,0.8628,,,,,3.1445,,,,,7.8849,,,,,0.8624,,,,
2025-08-01,2215392604416.09,0.0382,7.8226,,,,,0.8547,,,,,3.1150,,,,,7.8109,,,,,0.8543,,,,
2025-07-31,2204893113399.9,0.0384,7.7855,,,,,0.8507,,,,,3.1002,,,,,7.7739,,,,,0.8502,,,,
2025-07-30,2180394301028.79,0.0388,7.6990,,,,,0.8412,,,,,3.0658,,,,,7.6875,,,,,0.8408,,,,
2025-07-29,2148895827980.22,0.0394,7.5878,,,,,0.8291,,,,,3.0215,,,,,7.5765,,,,,0.8286,,,,
2025-07-28,2166394979673.87,0.0391,7.6496,,,,,0.8358,,,,,3.0461,,,,,7.6382,,,,,0.8354,,,,
2025-07-25,2162895149335.14,0.0391,7.6372,,,,,0.8345,,,,,3.0412,,,,,7.6258,,,,,0.8340,,,,
2025-07-24,2169894810012.6,0.0390,7.6619,,,,,0.8372,,,,,3.0510,,,,,7.6505,,,,,0.8367,,,,
2025-07-23,2187393961706.25,0.0387,7.7237,,,,,0.8439,,,,,3.0756,,,,,7.7122,,,,,0.8435,,,,
2025-07-22,2134896506625.3,0.0397,7.5383,,,,,0.8237,,,,,3.0018,,,,,7.5271,,,,,0.8232,,,,
2025-07-21,2166394979673.87,0.0391,7.6496,,,,,0.8358,,,,,3.0461,,,,,7.6382,,,,,0.8354,,,,
2025-07-18,2176894470690.06,0.0389,7.6866,,,,,0.8399,,,,,3.0608,,,,,7.6752,,,,,0.8394,,,,
2025-07-17,2145395997641.49,0.0395,7.5754,,,,,0.8277,,,,,3.0166,,,,,7.5641,,,,,0.8273,,,,
2025-07-16,2201393283061.17,0.0385,7.7731,,,,,0.8352,,,,,3.0953,,,,,7.7616,,,,,0.8347,,,,
2025-07-15,2215392604416.09,0.0382,7.8226,,,,,0.8405,,,,,3.1150,,,,,7.8109,,,,,0.8400,,,,
2025-07-14,2232891756109.7397,0.0379,7.8844,,,,,0.8471,,,,,3.1396,,,,,7.8726,,,,,0.8467,,,,
2025-07-11,2211892774077.36,0.0383,7.8102,,,,,0.8391,,,,,3.1101,,,,,7.7986,,,,,0.8387,,,,
2025-07-10,2208392943738.63,0.0383,7.7979,,,,,0.8378,,,,,3.1051,,,,,7.7862,,,,,0.8374,,,,
2025-07-09,2169894810012.6,0.0390,7.6619,,,,,0.8232,,,,,3.0510,,,,,7.6505,,,,,0.8228,,,,
2025-07-08,2141896167302.76,0.0395,7.5631,,,,,0.8126,,,,,3.0116,,,,,7.5518,,,,,0.8122,,,,
2025-07-07,2127896845947.84,0.0398,7.5136,,,,,0.8073,,,,,2.9919,,,,,7.5024,,,,,0.8069,,,,
