date,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-20,231088567038.56,36.3558,,,,,0.0207,8.1587,,,,,8.1914,,,,,8.3963,,,,,34.8676,,,,
2025-08-19,229742647301.44,36.1441,,,,,0.0208,8.1112,,,,,8.1437,,,,,8.3474,,,,,34.6645,,,,
2025-08-18,230093756798.08,36.1993,,,,,0.0207,8.1236,,,,,8.1561,,,,,8.3602,,,,,34.7175,,,,
2025-08-15,227577472072.16,35.8035,,,,,0.0210,8.0348,,,,,8.0669,,,,,8.2688,,,,,34.3379,,,,
2025-08-14,226875253078.88,35.6930,,,,,0.0210,8.0100,,,,,8.0421,,,,,8.2433,,,,,34.2319,,,,
2025-08-13,225821924588.96,35.5273,,,,,0.0211,7.9728,,,,,8.0047,,,,,8.2050,,,,,34.0730,,,,
2025-08-12,225646369840.64,35.4997,,,,,0.0212,7.9666,,,,,7.9985,,,,,8.1986,,,,,34.0465,,,,
2025-08-11,225236742094.56,35.4352,,,,,0.0212,7.9521,,,,,7.9840,,,,,8.1837,,,,,33.9847,,,,
2025-08-08,223890822357.44,35.2235,,,,,0.0213,7.9046,,,,,7.9363,,,,,8.1348,,,,,33.7816,,,,
2025-08-07,224417486602.4,35.3063,,,,,0.0213,7.9232,,,,,7.9549,,,,,8.1540,,,,,33.8611,,,,
2025-08-06,224417486602.4,35.3063,,,,,0.0213,7.9232,,,,,7.9549,,,,,8.1540,,,,,33.8611,,,,
2025-08-05,224710077849.6,35.3524,,,,,0.0212,7.9335,,,,,7.9653,,,,,8.1646,,,,,33.9052,,,,
2025-08-04,223890822357.44,35.2235,,,,,0.0213,7.9046,,,,,7.9363,,,,,8.1348,,,,,33.7816,,,,
2025-08-01,222896012116.96,35.0670,,,,,0.0214,7.8695,,,,,7.9010,,,,,8.0987,,,,,33.6315,,,,
2025-07-31,224417486602.4,35.3063,,,,,0.0213,7.9232,,,,,7.9549,,,,,8.1540,,,,,33.8611,,,,
2025-07-30,229391537804.8,36.0889,,,,,0.0208,8.0988,,,,,8.1313,,,,,8.3347,,,,,34.6116,,,,
2025-07-29,227460435573.28,35.7850,,,,,0.0210,8.0307,,,,,8.0628,,,,,8.2645,,,,,34.3202,,,,
2025-07-28,228513764063.2,35.9508,,,,,0.0209,8.0678,,,,,8.1001,,,,,8.3028,,,,,34.4791,,,,
2025-07-25,230093756798.08,36.1993,,,,,0.0207,8.1236,,,,,8.1561,,,,,8.3602,,,,,34.7175,,,,
2025-07-24,233546333515.04,36.7425,,,,,0.0204,8.2455,,,,,8.2785,,,,,8.4856,,,,,35.2385,,,,
2025-07-23,230737457541.92,36.3006,,,,,0.0207,8.1463,,,,,8.1790,,,,,8.3836,,,,,34.8146,,,,
2025-07-22,231147085288.0,36.3650,,,,,0.0207,8.1608,,,,,8.1935,,,,,8.3985,,,,,34.8765,,,,
2025-07-21,227635990321.6,35.8127,,,,,0.0210,8.0368,,,,,8.0690,,,,,8.2709,,,,,34.3467,,,,
2025-07-18,226577731067.2,35.6462,,,,,0.0211,7.9995,,,,,8.0315,,,,,8.2324,,,,,34.1870,,,,
2025-07-17,224942634038.88,35.3889,,,,,0.0212,7.9418,,,,,7.9736,,,,,8.1730,,,,,33.9403,,,,
2025-07-16,224125085524.72,35.2603,,,,,0.0213,7.9129,,,,,7.9446,,,,,8.1433,,,,,33.8169,,,,
2025-07-15,224183481847.16,35.2695,,,,,0.0213,7.9150,,,,,7.9466,,,,,8.1455,,,,,33.8258,,,,
2025-07-14,224942634038.88,35.3889,,,,,0.0212,7.9418,,,,,7.9736,,,,,8.1730,,,,,33.9403,,,,
2025-07-11,225935371520.36,35.5451,,,,,0.0211,7.9768,,,,,8.0087,,,,,8.2091,,,,,34.0901,,,,
2025-07-10,225935371520.36,35.5451,,,,,0.0211,7.9768,,,,,8.0087,,,,,8.2091,,,,,34.0901,,,,
2025-07-09,225409804618.4,35.4624,,,,,0.0212,7.9583,,,,,7.9901,,,,,8.1900,,,,,34.0108,,,,
2025-07-08,227044901646.72,35.7197,,,,,0.0210,8.0160,,,,,8.0481,,,,,8.2494,,,,,34.2575,,,,
2025-07-07,225409804618.4,35.4624,,,,,0.0212,7.9583,,,,,7.9901,,,,,8.1900,,,,,34.0108,,,,
