date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2025-08-20,49739157172.32,1.9784,,,,,1.2646,,,,,11.0298,,,,,1.2632,,,,,10.8184,,,,,0.0417
2025-08-19,49254684862.2,1.9592,,,,,1.2522,,,,,10.9223,,,,,1.2509,,,,,10.7130,,,,,0.0421
2025-08-18,49254684862.2,1.9592,,,,,1.2522,,,,,10.9223,,,,,1.2509,,,,,10.7130,,,,,0.0421
2025-08-15,49254684862.2,1.9592,,,,,1.2522,,,,,10.9223,,,,,1.2509,,,,,10.7130,,,,,0.0421
2025-08-14,49496921017.26,1.9688,,,,,1.2584,,,,,10.9760,,,,,1.2570,,,,,10.7657,,,,,0.0419
2025-08-13,49577666402.28,1.9720,,,,,1.2605,,,,,10.9939,,,,,1.2591,,,,,10.7833,,,,,0.0418
2025-08-12,49819902557.34,1.9816,,,,,1.2666,,,,,11.0477,,,,,1.2652,,,,,10.8359,,,,,0.0416
2025-08-11,49819902557.34,1.9816,,,,,1.2666,,,,,11.0477,,,,,1.2652,,,,,10.8359,,,,,0.0416
2025-08-08,50142884097.42,1.9945,,,,,1.2748,,,,,11.1193,,,,,1.2734,,,,,10.9062,,,,,0.0414
2025-08-07,50062138712.4,1.9913,,,,,1.2728,,,,,11.1014,,,,,1.2714,,,,,10.8886,,,,,0.0414
2025-08-06,50465865637.5,2.0073,,,,,1.2830,,,,,11.1909,,,,,1.2816,,,,,10.9764,,,,,0.0411
2025-08-05,49416175632.24,1.9656,,,,,1.2563,,,,,10.9581,,,,,1.2550,,,,,10.7481,,,,,0.0420
2025-08-04,49012448707.14,1.9495,,,,,1.2461,,,,,10.8686,,,,,1.2447,,,,,10.6603,,,,,0.0423
2025-08-01,48850957937.1,1.9431,,,,,1.2420,,,,,10.8328,,,,,1.2406,,,,,10.6252,,,,,0.0425
2025-07-31,48931703322.12,1.9463,,,,,1.2440,,,,,10.8507,,,,,1.2427,,,,,10.6428,,,,,0.0424
2025-07-30,49819902557.34,1.9816,,,,,1.2666,,,,,11.0477,,,,,1.2652,,,,,10.8359,,,,,0.0416
2025-07-29,49577666402.28,1.9720,,,,,1.2605,,,,,10.9939,,,,,1.2591,,,,,10.7833,,,,,0.0418
2025-07-28,49739157172.32,1.9784,,,,,1.2646,,,,,11.0298,,,,,1.2632,,,,,10.8184,,,,,0.0417
2025-07-25,50627356407.54,2.0138,,,,,1.2871,,,,,11.2267,,,,,1.2857,,,,,11.0116,,,,,0.0410
2025-07-24,50708101792.56,2.0170,,,,,1.2892,,,,,11.2446,,,,,1.2878,,,,,11.0291,,,,,0.0409
2025-07-23,50223629482.44,1.9977,,,,,1.2769,,,,,11.1372,,,,,1.2755,,,,,10.9238,,,,,0.0413
2025-07-22,50304374867.46,2.0009,,,,,1.2789,,,,,11.1551,,,,,1.2775,,,,,10.9413,,,,,0.0412
2025-07-21,49900647942.36,1.9849,,,,,1.2687,,,,,11.0656,,,,,1.2673,,,,,10.8535,,,,,0.0416
2025-07-18,49173939477.18,1.9560,,,,,1.2502,,,,,10.9044,,,,,1.2488,,,,,10.6954,,,,,0.0422
2025-07-17,49093194092.16,1.9527,,,,,1.2481,,,,,10.8865,,,,,1.2468,,,,,10.6779,,,,,0.0422
2025-07-16,49173939477.18,1.9560,,,,,1.2502,,,,,10.9044,,,,,1.2488,,,,,10.6954,,,,,0.0422
2025-07-15,49173939477.18,1.9560,,,,,1.2502,,,,,10.9044,,,,,1.2488,,,,,10.6954,,,,,0.0422
2025-07-14,49658411787.3,1.9752,,,,,1.2625,,,,,11.0119,,,,,1.2611,,,,,10.8008,,,,,0.0418
2025-07-11,49577666402.28,1.9720,,,,,1.2605,,,,,10.9939,,,,,1.2591,,,,,10.7833,,,,,0.0418
2025-07-10,49416175632.24,1.9656,,,,,1.2563,,,,,10.9581,,,,,1.2550,,,,,10.7481,,,,,0.0420
2025-07-09,49416175632.24,1.9656,,,,,1.2563,,,,,10.9581,,,,,1.2550,,,,,10.7481,,,,,0.0420
2025-07-08,49658411787.3,1.9752,,,,,1.2625,,,,,11.0119,,,,,1.2611,,,,,10.8008,,,,,0.0418
2025-07-07,49416175632.24,1.9656,,,,,1.2563,,,,,10.9581,,,,,1.2550,,,,,10.7481,,,,,0.0420
