date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,股息率
2025-08-20,85075903021.14,1.4669,,,,,0.4975,,,,,12.5085,,,,,1.4894,,,,,14.4399,,,,,0.0440
2025-08-19,85075903021.14,1.4669,,,,,0.4975,,,,,12.5085,,,,,1.4894,,,,,14.4399,,,,,0.0440
2025-08-18,80438642059.82,1.3892,,,,,0.4638,,,,,8.1606,,,,,1.4105,,,,,17.7295,,,,,0.0443
2025-08-15,80260285869.0,1.3861,,,,,0.4628,,,,,8.1425,,,,,1.4074,,,,,17.6902,,,,,0.0444
2025-08-14,80260285869.0,1.3861,,,,,0.4628,,,,,8.1425,,,,,1.4074,,,,,17.6902,,,,,0.0444
2025-08-13,80795354441.46,1.3953,,,,,0.4658,,,,,8.1968,,,,,1.4167,,,,,17.8081,,,,,0.0442
2025-08-12,81152066823.1,1.4015,,,,,0.4679,,,,,8.2330,,,,,1.4230,,,,,17.8867,,,,,0.0440
2025-08-11,81330423013.92,1.4046,,,,,0.4689,,,,,8.2511,,,,,1.4261,,,,,17.9261,,,,,0.0439
2025-08-08,82935628731.3,1.4323,,,,,0.4782,,,,,8.4139,,,,,1.4543,,,,,18.2799,,,,,0.0430
2025-08-07,82043847777.2,1.4169,,,,,0.4730,,,,,8.3234,,,,,1.4386,,,,,18.0833,,,,,0.0435
2025-08-06,81687135395.56,1.4107,,,,,0.4710,,,,,8.2873,,,,,1.4324,,,,,18.0047,,,,,0.0437
2025-08-05,81687135395.56,1.4107,,,,,0.4710,,,,,8.2873,,,,,1.4324,,,,,18.0047,,,,,0.0437
2025-08-04,80973710632.28,1.3984,,,,,0.4669,,,,,8.2149,,,,,1.4199,,,,,17.8474,,,,,0.0441
2025-08-01,81152066823.1,1.4015,,,,,0.4679,,,,,8.2330,,,,,1.4230,,,,,17.8867,,,,,0.0440
2025-07-31,81687135395.56,1.4107,,,,,0.4710,,,,,8.2873,,,,,1.4324,,,,,18.0047,,,,,0.0437
2025-07-30,83827409685.4,1.4477,,,,,0.4833,,,,,8.5044,,,,,1.4699,,,,,18.4764,,,,,0.0426
2025-07-29,82222203968.02,1.4200,,,,,0.4741,,,,,8.3415,,,,,1.4418,,,,,18.1226,,,,,0.0434
2025-07-28,82400560158.84,1.4230,,,,,0.4751,,,,,8.3596,,,,,1.4449,,,,,18.1619,,,,,0.0433
2025-07-25,82935628731.3,1.4323,,,,,0.4782,,,,,8.4139,,,,,1.4543,,,,,18.2799,,,,,0.0430
2025-07-24,83470697303.76,1.4415,,,,,0.4813,,,,,8.4682,,,,,1.4637,,,,,18.3978,,,,,0.0427
2025-07-23,84184122067.04,1.4538,,,,,0.4854,,,,,8.5406,,,,,1.4762,,,,,18.5550,,,,,0.0424
2025-07-22,85075903021.14,1.4692,,,,,0.4905,,,,,8.6310,,,,,1.4918,,,,,18.7516,,,,,0.0419
2025-07-21,84897546830.32,1.4662,,,,,0.4895,,,,,8.6130,,,,,1.4887,,,,,18.7123,,,,,0.0420
2025-07-18,83827409685.4,1.4477,,,,,0.4833,,,,,8.5044,,,,,1.4699,,,,,18.4764,,,,,0.0426
2025-07-17,83292341112.94,1.4384,,,,,0.4802,,,,,8.4501,,,,,1.4605,,,,,18.3585,,,,,0.0428
2025-07-16,83827409685.4,1.4477,,,,,0.4833,,,,,8.5044,,,,,1.4699,,,,,18.4764,,,,,0.0426
2025-07-15,84005765876.22,1.4508,,,,,0.4844,,,,,8.5225,,,,,1.4730,,,,,18.5157,,,,,0.0425
2025-07-14,84719190639.5,1.4631,,,,,0.4885,,,,,8.5949,,,,,1.4855,,,,,18.6730,,,,,0.0421
2025-07-11,84362478257.86,1.4569,,,,,0.4864,,,,,8.5587,,,,,1.4793,,,,,18.5944,,,,,0.0423
2025-07-10,84719190639.5,1.4631,,,,,0.4885,,,,,8.5949,,,,,1.4855,,,,,18.6730,,,,,0.0421
2025-07-09,86859464929.34,1.5000,,,,,0.5008,,,,,8.8120,,,,,1.5231,,,,,19.1447,,,,,0.0411
2025-07-08,88107958265.08,1.5216,,,,,0.5080,,,,,8.9387,,,,,1.5450,,,,,19.4199,,,,,0.0405
2025-07-07,88643026837.54,1.5308,,,,,0.5111,,,,,8.9929,,,,,1.5544,,,,,19.5378,,,,,0.0402
