date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率
2025-08-20,415272563823.88,0.6369,,,,,2.4236,,,,,9.1401,,,,,9.3165,,,,,0.6421,,,,,0.0299
2025-08-19,414364533436.51,0.6355,,,,,2.4183,,,,,9.1201,,,,,9.2961,,,,,0.6407,,,,,0.0299
2025-08-18,412851149457.56,0.6332,,,,,2.4095,,,,,9.0868,,,,,9.2622,,,,,0.6384,,,,,0.0301
2025-08-15,411337765478.6099,0.6308,,,,,2.4007,,,,,9.0535,,,,,9.2282,,,,,0.6361,,,,,0.0302
2025-08-14,419812715760.7299,0.6438,,,,,2.4501,,,,,9.2401,,,,,9.4183,,,,,0.6492,,,,,0.0296
2025-08-13,418602008577.57,0.6420,,,,,2.4431,,,,,9.2134,,,,,9.3912,,,,,0.6473,,,,,0.0296
2025-08-12,420418069352.31,0.6448,,,,,2.4537,,,,,9.2534,,,,,9.4319,,,,,0.6501,,,,,0.0295
2025-08-11,423142160514.42,0.6489,,,,,2.4696,,,,,9.3133,,,,,9.4930,,,,,0.6543,,,,,0.0293
2025-08-08,428893019634.43,0.6578,,,,,2.5031,,,,,9.4399,,,,,9.6220,,,,,0.6632,,,,,0.0289
2025-08-07,421628776535.4699,0.6466,,,,,2.4607,,,,,9.2800,,,,,9.4591,,,,,0.6520,,,,,0.0294
2025-08-06,417391301394.4099,0.6401,,,,,2.4360,,,,,9.1868,,,,,9.3640,,,,,0.6454,,,,,0.0297
2025-08-05,416180594211.25,0.6383,,,,,2.4289,,,,,9.1601,,,,,9.3368,,,,,0.6435,,,,,0.0298
2025-08-04,397414632872.27,0.6095,,,,,2.3194,,,,,8.7471,,,,,8.9158,,,,,0.6145,,,,,0.0312
2025-08-01,391058420160.68,0.5997,,,,,2.2823,,,,,8.6072,,,,,8.7732,,,,,0.6047,,,,,0.0317
2025-07-31,387728975406.99,0.5946,,,,,2.2629,,,,,8.5339,,,,,8.6985,,,,,0.5995,,,,,0.0320
2025-07-30,389847712977.52,0.5979,,,,,2.2753,,,,,8.5805,,,,,8.7461,,,,,0.6028,,,,,0.0318
2025-07-29,387123621815.4099,0.5937,,,,,2.2594,,,,,8.5206,,,,,8.6850,,,,,0.5986,,,,,0.0321
2025-07-28,395901248893.32,0.6072,,,,,2.3106,,,,,8.7138,,,,,8.8819,,,,,0.6122,,,,,0.0313
2025-07-25,395598572097.53,0.6067,,,,,2.3088,,,,,8.7071,,,,,8.8751,,,,,0.6117,,,,,0.0314
2025-07-24,395295895301.74,0.6062,,,,,2.3071,,,,,8.7004,,,,,8.8683,,,,,0.6112,,,,,0.0314
2025-07-23,403468168788.07,0.6188,,,,,2.3548,,,,,8.8803,,,,,9.0516,,,,,0.6239,,,,,0.0308
2025-07-22,400441400830.17,0.6141,,,,,2.3371,,,,,8.8137,,,,,8.9837,,,,,0.6192,,,,,0.0310
2025-07-21,408008320724.92,0.6257,,,,,2.3813,,,,,8.9802,,,,,9.1535,,,,,0.6309,,,,,0.0304
2025-07-18,407402967133.34,0.6248,,,,,2.3777,,,,,8.9669,,,,,9.1399,,,,,0.6300,,,,,0.0305
2025-07-17,406797613541.76,0.6239,,,,,2.3742,,,,,8.9536,,,,,9.1263,,,,,0.6290,,,,,0.0305
2025-07-16,408008320724.92,0.6257,,,,,2.3813,,,,,8.9802,,,,,9.1535,,,,,0.6309,,,,,0.0304
2025-07-15,421628776535.4699,0.6345,,,,,2.4607,,,,,9.2800,,,,,9.4591,,,,,0.6397,,,,,0.0294
2025-07-14,427076958859.69,0.6427,,,,,2.4925,,,,,9.3999,,,,,9.5813,,,,,0.6480,,,,,0.0291
2025-07-11,417693978190.2,0.6286,,,,,2.4378,,,,,9.1934,,,,,9.3708,,,,,0.6337,,,,,0.0297
2025-07-10,429801050021.7999,0.6468,,,,,2.5084,,,,,9.4599,,,,,9.6424,,,,,0.6521,,,,,0.0289
2025-07-09,428893019634.43,0.6455,,,,,2.5031,,,,,9.4399,,,,,9.6220,,,,,0.6507,,,,,0.0289
2025-07-08,430663823374.09,0.6481,,,,,2.5135,,,,,9.4789,,,,,9.6618,,,,,0.6534,,,,,0.0288
2025-07-07,441861688071.8,0.6650,,,,,2.5788,,,,,9.7254,,,,,9.9130,,,,,0.6704,,,,,0.0281
