date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-20,237387707350.2,0.8017,,,,,2.1840,,,,,0.0381,12.8117,,,,,2.9243,,,,,12.2020,,,,
2025-08-19,236449416016.8,0.7985,,,,,2.1754,,,,,0.0383,12.7611,,,,,2.9127,,,,,12.1538,,,,
2025-08-18,238232169550.26,0.8045,,,,,2.1918,,,,,0.0380,12.8573,,,,,2.9347,,,,,12.2454,,,,
2025-08-15,238888973483.64,0.8067,,,,,2.1978,,,,,0.0379,12.8927,,,,,2.9428,,,,,12.2792,,,,
2025-08-14,239358119150.3401,0.8083,,,,,2.2022,,,,,0.0378,12.9181,,,,,2.9486,,,,,12.3033,,,,
2025-08-13,239264290017.0,0.8080,,,,,2.2013,,,,,0.0378,12.9130,,,,,2.9474,,,,,12.2985,,,,
2025-08-12,239545777417.02,0.8089,,,,,2.2039,,,,,0.0378,12.9282,,,,,2.9509,,,,,12.3130,,,,
2025-08-11,235604953816.74,0.7956,,,,,2.1676,,,,,0.0384,12.7155,,,,,2.9023,,,,,12.1104,,,,
2025-08-08,235698782950.08,0.7960,,,,,2.1685,,,,,0.0384,12.7206,,,,,2.9035,,,,,12.1152,,,,
2025-08-07,235135808150.04,0.7941,,,,,2.1633,,,,,0.0385,12.6902,,,,,2.8966,,,,,12.0863,,,,
2025-08-06,236730903416.82,0.7994,,,,,2.1780,,,,,0.0382,12.7763,,,,,2.9162,,,,,12.1683,,,,
2025-08-05,234854320750.02,0.7931,,,,,2.1607,,,,,0.0386,12.6750,,,,,2.8931,,,,,12.0718,,,,
2025-08-04,234197516816.64,0.7909,,,,,2.1547,,,,,0.0387,12.6396,,,,,2.8850,,,,,12.0381,,,,
2025-08-01,233634542016.6,0.7890,,,,,2.1495,,,,,0.0388,12.6092,,,,,2.8781,,,,,12.0091,,,,
2025-07-31,233071567216.56,0.7871,,,,,2.1443,,,,,0.0389,12.5788,,,,,2.8711,,,,,11.9802,,,,
2025-07-30,240014923083.72,0.8105,,,,,2.2082,,,,,0.0377,12.9535,,,,,2.9567,,,,,12.3371,,,,
2025-07-29,238419827816.94,0.8051,,,,,2.1935,,,,,0.0380,12.8674,,,,,2.9370,,,,,12.2551,,,,
2025-07-28,240671727017.1,0.8127,,,,,2.2142,,,,,0.0376,12.9890,,,,,2.9648,,,,,12.3708,,,,
2025-07-25,242360651417.22,0.8184,,,,,2.2298,,,,,0.0374,13.0801,,,,,2.9856,,,,,12.4576,,,,
2025-07-24,257185654484.94,0.8685,,,,,2.1842,,,,,0.0352,13.8802,,,,,2.8503,,,,,13.2197,,,,
2025-07-23,258030116685.0,0.8714,,,,,2.1914,,,,,0.0351,13.9258,,,,,2.8596,,,,,13.2631,,,,
2025-07-22,251555906484.54,0.8495,,,,,2.1364,,,,,0.0360,13.5764,,,,,2.7879,,,,,12.9303,,,,
2025-07-21,244424892350.7,0.8254,,,,,2.0758,,,,,0.0370,13.1915,,,,,2.7088,,,,,12.5638,,,,
2025-07-18,241985334883.86,0.8172,,,,,2.0551,,,,,0.0374,13.0599,,,,,2.6818,,,,,12.4384,,,,
2025-07-17,242172993150.54,0.8178,,,,,2.0567,,,,,0.0374,13.0700,,,,,2.6839,,,,,12.4480,,,,
2025-07-16,240953214417.12,0.8137,,,,,2.0464,,,,,0.0376,13.0042,,,,,2.6704,,,,,12.3853,,,,
2025-07-15,242079164017.2,0.8175,,,,,2.0559,,,,,0.0374,13.0649,,,,,2.6828,,,,,12.4432,,,,
2025-07-14,238419827816.94,0.8051,,,,,2.0248,,,,,0.0380,12.8674,,,,,2.6423,,,,,12.2551,,,,
2025-07-11,237856853016.9,0.8032,,,,,2.0201,,,,,0.0381,12.8370,,,,,2.6361,,,,,12.2261,,,,
2025-07-10,236918561683.5,0.8001,,,,,2.0121,,,,,0.0382,12.7864,,,,,2.6257,,,,,12.1779,,,,
2025-07-09,237293878216.86,0.8013,,,,,2.0153,,,,,0.0382,12.8067,,,,,2.6298,,,,,12.1972,,,,
2025-07-08,239451948283.68,0.8086,,,,,2.0336,,,,,0.0378,12.9231,,,,,2.6537,,,,,12.3081,,,,
2025-07-07,240296410483.74,0.8115,,,,,2.0408,,,,,0.0377,12.9687,,,,,2.6631,,,,,12.3515,,,,
