date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率
2025-08-20,693522759632.5599,15.3227,,,,,16.0933,,,,,0.8548,,,,,0.2296,,,,,0.8480,,,,,0.0501
2025-08-19,687460497747.66,15.1888,,,,,15.9526,,,,,0.8473,,,,,0.2276,,,,,0.8406,,,,,0.0505
2025-08-18,688672950124.64,15.2156,,,,,15.9807,,,,,0.8488,,,,,0.2280,,,,,0.8421,,,,,0.0504
2025-08-15,688672950124.64,15.2156,,,,,15.9807,,,,,0.8488,,,,,0.2280,,,,,0.8421,,,,,0.0504
2025-08-14,689885402501.62,15.2424,,,,,16.0089,,,,,0.8503,,,,,0.2284,,,,,0.8435,,,,,0.0504
2025-08-13,693522759632.5599,15.3227,,,,,16.0933,,,,,0.8548,,,,,0.2296,,,,,0.8480,,,,,0.0501
2025-08-12,698372569140.48,15.4299,,,,,16.2058,,,,,0.8608,,,,,0.2313,,,,,0.8539,,,,,0.0497
2025-08-11,688672950124.64,15.2156,,,,,15.9807,,,,,0.8488,,,,,0.2280,,,,,0.8421,,,,,0.0504
2025-08-08,695947664386.52,15.3763,,,,,16.1495,,,,,0.8578,,,,,0.2304,,,,,0.8510,,,,,0.0499
2025-08-07,694735212009.54,15.3495,,,,,16.1214,,,,,0.8563,,,,,0.2300,,,,,0.8495,,,,,0.0500
2025-08-06,692310307255.58,15.2960,,,,,16.0651,,,,,0.8533,,,,,0.2292,,,,,0.8465,,,,,0.0502
2025-08-05,692310307255.58,15.2960,,,,,16.0651,,,,,0.8533,,,,,0.2292,,,,,0.8465,,,,,0.0502
2025-08-04,685035592993.7001,15.1352,,,,,15.8963,,,,,0.8443,,,,,0.2268,,,,,0.8376,,,,,0.0507
2025-08-01,689885402501.62,15.2424,,,,,16.0089,,,,,0.8503,,,,,0.2284,,,,,0.8435,,,,,0.0504
2025-07-31,728683878564.98,16.0996,,,,,16.9092,,,,,0.8981,,,,,0.2413,,,,,0.8910,,,,,0.0477
2025-07-30,728683878564.98,16.0996,,,,,16.9092,,,,,0.8981,,,,,0.2413,,,,,0.8910,,,,,0.0477
2025-07-29,715346902418.2001,15.8049,,,,,16.5997,,,,,0.8817,,,,,0.2369,,,,,0.8747,,,,,0.0486
2025-07-28,712921997664.24,15.7514,,,,,16.5434,,,,,0.8787,,,,,0.2361,,,,,0.8717,,,,,0.0487
2025-07-25,722621616680.08,15.9657,,,,,16.7685,,,,,0.8906,,,,,0.2393,,,,,0.8836,,,,,0.0481
2025-07-24,725046521434.04,16.0192,,,,,16.8248,,,,,0.8936,,,,,0.2401,,,,,0.8865,,,,,0.0479
2025-07-23,729896330941.96,16.1264,,,,,16.9373,,,,,0.8996,,,,,0.2417,,,,,0.8925,,,,,0.0476
2025-07-22,731108783318.9401,16.1532,,,,,16.9654,,,,,0.9011,,,,,0.2421,,,,,0.8940,,,,,0.0475
2025-07-21,717771807172.16,15.8585,,,,,16.6560,,,,,0.8847,,,,,0.2377,,,,,0.8776,,,,,0.0484
2025-07-18,705647283402.36,15.5906,,,,,16.3746,,,,,0.8697,,,,,0.2337,,,,,0.8628,,,,,0.0492
2025-07-17,694735212009.54,15.3495,,,,,16.1214,,,,,0.8563,,,,,0.2300,,,,,0.8495,,,,,0.0500
2025-07-16,698372569140.48,15.4299,,,,,16.2058,,,,,0.8608,,,,,0.2313,,,,,0.8539,,,,,0.0497
2025-07-15,698372569140.48,15.4299,,,,,16.2058,,,,,0.8608,,,,,0.2313,,,,,0.8539,,,,,0.0497
2025-07-14,699585021517.46,15.4567,,,,,16.2339,,,,,0.8622,,,,,0.2317,,,,,0.8554,,,,,0.0497
2025-07-11,692310307255.58,15.2960,,,,,16.0651,,,,,0.8533,,,,,0.2292,,,,,0.8465,,,,,0.0502
2025-07-10,698372569140.48,15.4299,,,,,16.2058,,,,,0.8608,,,,,0.2313,,,,,0.8539,,,,,0.0497
2025-07-09,688672950124.64,15.2156,,,,,15.9807,,,,,0.8488,,,,,0.2280,,,,,0.8421,,,,,0.0504
2025-07-08,688672950124.64,15.2156,,,,,15.9807,,,,,0.8488,,,,,0.2280,,,,,0.8421,,,,,0.0504
2025-07-07,685035592993.7001,15.1352,,,,,15.8963,,,,,0.8443,,,,,0.2268,,,,,0.8376,,,,,0.0507
