date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2025-08-28,127993428856.59,2.2141,,,,,-21.5349,,,,,0.0000,1.6651,,,,,2.2141,,,,,-18.8927,,,,
2025-08-27,125416888548.05,2.1695,,,,,-21.1014,,,,,0.0000,1.6316,,,,,2.1695,,,,,-18.5124,,,,
2025-08-26,127690306467.35,2.2088,,,,,-21.4839,,,,,0.0000,1.6612,,,,,2.2088,,,,,-18.8479,,,,
2025-08-25,127084061688.87,2.1983,,,,,-21.3819,,,,,0.0000,1.6533,,,,,2.1983,,,,,-18.7585,,,,
2025-08-22,125189546756.12,2.1263,,,,,-16.2511,,,,,0.0000,1.5935,,,,,2.1263,,,,,-15.0629,,,,
2025-08-21,122764567642.2,2.0851,,,,,-15.9363,,,,,0.0000,1.5627,,,,,2.0851,,,,,-14.7711,,,,
2025-08-20,122764413110.4,2.0851,,,,,-15.9363,,,,,0.0000,1.5627,,,,,2.0851,,,,,-14.7711,,,,
2025-08-19,121021461566.24,2.0555,,,,,-15.7100,,,,,0.0000,1.5405,,,,,2.0555,,,,,-14.5614,,,,
2025-08-18,123597998631.52,2.0993,,,,,-16.0445,,,,,0.0000,1.5733,,,,,2.0993,,,,,-14.8714,,,,
2025-08-15,122461291102.72,2.0800,,,,,-15.8970,,,,,0.0000,1.5588,,,,,2.0800,,,,,-14.7346,,,,
2025-08-14,117914460987.52,2.0028,,,,,-15.3067,,,,,0.0000,1.5009,,,,,2.0028,,,,,-14.1876,,,,
2025-08-13,119960534539.36,2.0375,,,,,-15.5723,,,,,0.0000,1.5270,,,,,2.0375,,,,,-14.4337,,,,
2025-08-12,120036315041.28,2.0388,,,,,-15.5822,,,,,0.0000,1.5279,,,,,2.0388,,,,,-14.4429,,,,
2025-08-11,121324583573.92,2.0607,,,,,-15.7494,,,,,0.0000,1.5443,,,,,2.0607,,,,,-14.5979,,,,
2025-08-08,119884754037.44,2.0362,,,,,-15.5625,,,,,0.0000,1.5260,,,,,2.0362,,,,,-14.4246,,,,
2025-08-07,120036315041.28,2.0388,,,,,-15.5822,,,,,0.0000,1.5279,,,,,2.0388,,,,,-14.4429,,,,
2025-08-06,120794120060.48,2.0517,,,,,-15.6805,,,,,0.0000,1.5376,,,,,2.0517,,,,,-14.5340,,,,
2025-08-05,120642559056.64,2.0491,,,,,-15.6609,,,,,0.0000,1.5357,,,,,2.0491,,,,,-14.5158,,,,
2025-08-04,119581632029.76,2.0311,,,,,-15.5231,,,,,0.0000,1.5221,,,,,2.0311,,,,,-14.3881,,,,
2025-08-01,120642559056.64,2.0491,,,,,-15.6609,,,,,0.0000,1.5357,,,,,2.0491,,,,,-14.5158,,,,
2025-07-31,119430071025.92,2.0285,,,,,-15.5035,,,,,0.0000,1.5202,,,,,2.0285,,,,,-14.3699,,,,
2025-07-30,124128462144.96,2.1083,,,,,-16.1134,,,,,0.0000,1.5800,,,,,2.1083,,,,,-14.9352,,,,
2025-07-29,125492511179.52,2.1315,,,,,-16.2904,,,,,0.0000,1.5974,,,,,2.1315,,,,,-15.0993,,,,
2025-07-28,124355803650.72,2.1122,,,,,-16.1429,,,,,0.0000,1.5829,,,,,2.1122,,,,,-14.9626,,,,
2025-07-25,125189389171.84,2.1263,,,,,-16.2511,,,,,0.0000,1.5935,,,,,2.1263,,,,,-15.0629,,,,
2025-07-24,127917487240.96,2.1727,,,,,-16.6052,,,,,0.0000,1.6283,,,,,2.1727,,,,,-15.3911,,,,
2025-07-23,123976901141.12,2.1057,,,,,-16.0937,,,,,0.0000,1.5781,,,,,2.1057,,,,,-14.9170,,,,
2025-07-22,125568291681.44,2.1328,,,,,-16.3003,,,,,0.0000,1.5984,,,,,2.1328,,,,,-15.1085,,,,
2025-07-21,123597998631.52,2.0993,,,,,-16.0445,,,,,0.0000,1.5733,,,,,2.0993,,,,,-14.8714,,,,
2025-07-18,121779266585.44,2.0684,,,,,-15.8084,,,,,0.0000,1.5501,,,,,2.0684,,,,,-14.6526,,,,
2025-07-17,122840193612.32,2.0864,,,,,-15.9461,,,,,0.0000,1.5636,,,,,2.0864,,,,,-14.7802,,,,
2025-07-16,120566778554.72,2.0478,,,,,-15.6510,,,,,0.0000,1.5347,,,,,2.0478,,,,,-14.5067,,,,
2025-07-15,121400364075.84,2.0620,,,,,-15.7592,,,,,0.0000,1.5453,,,,,2.0620,,,,,-14.6070,,,,
2025-07-14,122461291102.72,2.0800,,,,,-15.8970,,,,,0.0000,1.5588,,,,,2.0800,,,,,-14.7346,,,,
2025-07-11,123143315620.0,2.0916,,,,,-15.9855,,,,,0.0000,1.5675,,,,,2.0916,,,,,-14.8167,,,,
2025-07-10,124734706160.32,2.1186,,,,,-16.1921,,,,,0.0000,1.5877,,,,,2.1186,,,,,-15.0082,,,,
2025-07-09,124052681643.04,2.1070,,,,,-16.1035,,,,,0.0000,1.5791,,,,,2.1070,,,,,-14.9261,,,,
2025-07-08,124810486662.24,2.1199,,,,,-16.2019,,,,,0.0000,1.5887,,,,,2.1199,,,,,-15.0173,,,,
2025-07-07,117232436470.24,1.9912,,,,,-15.2182,,,,,0.0000,1.4922,,,,,1.9912,,,,,-14.1055,,,,
