date,市值(元),PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-08-20,125381382582.2,8.8516,,,,,0.0143,40.9989,,,,,11.6540,,,,,41.7621,,,,,8.8516,,,,
2025-08-19,122201900885.5,8.6271,,,,,0.0147,39.9593,,,,,11.3584,,,,,40.7030,,,,,8.6271,,,,
2025-08-18,121477920233.5,8.5760,,,,,0.0148,39.7225,,,,,11.2911,,,,,40.4619,,,,,8.5760,,,,
2025-08-15,121224527005.3,8.5581,,,,,0.0148,39.6397,,,,,11.2676,,,,,40.3775,,,,,8.5581,,,,
2025-08-14,121833877387.4,8.6011,,,,,0.0147,39.8389,,,,,11.3242,,,,,40.5805,,,,,8.6011,,,,
2025-08-13,120995266465.5,8.5419,,,,,0.0148,39.5647,,,,,11.2463,,,,,40.3011,,,,,8.5419,,,,
2025-08-12,121387422652.0,8.5696,,,,,0.0148,39.6929,,,,,11.2827,,,,,40.4318,,,,,8.5696,,,,
2025-08-11,122370829704.3,8.6390,,,,,0.0146,40.0145,,,,,11.3741,,,,,40.7593,,,,,8.6390,,,,
2025-08-08,120832370818.8,8.5304,,,,,0.0148,39.5114,,,,,11.2311,,,,,40.2469,,,,,8.5304,,,,
2025-08-07,121333124103.1,8.5658,,,,,0.0148,39.6752,,,,,11.2777,,,,,40.4137,,,,,8.5658,,,,
2025-08-06,121574450987.1,8.5828,,,,,0.0147,39.7541,,,,,11.3001,,,,,40.4941,,,,,8.5828,,,,
2025-08-05,121610650019.7,8.5854,,,,,0.0147,39.7659,,,,,11.3035,,,,,40.5061,,,,,8.5854,,,,
2025-08-04,121876109592.1,8.6041,,,,,0.0147,39.8527,,,,,11.3281,,,,,40.5945,,,,,8.6041,,,,
2025-08-01,121097830391.2,8.5492,,,,,0.0148,39.5982,,,,,11.2558,,,,,40.3353,,,,,8.5492,,,,
2025-07-31,120054091617.9,8.4755,,,,,0.0149,39.2569,,,,,11.1588,,,,,39.9877,,,,,8.4755,,,,
2025-07-30,123215473798.3,8.0729,,,,,0.0145,40.2907,,,,,11.4526,,,,,41.0406,,,,,8.0729,,,,
2025-07-29,123064644495.8,8.0630,,,,,0.0146,40.2414,,,,,11.4386,,,,,40.9904,,,,,8.0630,,,,
2025-07-28,121870076420.0,7.9847,,,,,0.0147,39.8508,,,,,11.3276,,,,,40.5925,,,,,7.9847,,,,
2025-07-25,122974146914.3,8.0570,,,,,0.0146,40.2118,,,,,11.4302,,,,,40.9603,,,,,8.0570,,,,
2025-07-24,124162681818.0,8.1349,,,,,0.0144,40.6004,,,,,11.5407,,,,,41.3561,,,,,8.1349,,,,
2025-07-23,123499032887.0,8.0914,,,,,0.0145,40.3834,,,,,11.4790,,,,,41.1351,,,,,8.0914,,,,
2025-07-22,123655895361.6,8.1017,,,,,0.0145,40.4347,,,,,11.4936,,,,,41.1873,,,,,8.1017,,,,
2025-07-21,119770532529.2,7.8472,,,,,0.0150,39.1642,,,,,11.1324,,,,,39.8932,,,,,7.8472,,,,
2025-07-18,120035992101.6,7.8645,,,,,0.0149,39.2510,,,,,11.1571,,,,,39.9816,,,,,7.8645,,,,
2025-07-17,119547305161.5,7.8325,,,,,0.0150,39.0912,,,,,11.1117,,,,,39.8189,,,,,7.8325,,,,
2025-07-16,119058618221.4,7.8005,,,,,0.0151,38.9314,,,,,11.0663,,,,,39.6561,,,,,7.8005,,,,
2025-07-15,118853490370.0,7.7871,,,,,0.0151,38.8644,,,,,11.0472,,,,,39.5878,,,,,7.7871,,,,
2025-07-14,119330110965.9,7.8183,,,,,0.0150,39.0202,,,,,11.0915,,,,,39.7465,,,,,7.8183,,,,
2025-07-11,119456807580.0,7.8266,,,,,0.0150,39.0616,,,,,11.1033,,,,,39.7887,,,,,7.8266,,,,
2025-07-10,119456807580.0,7.8266,,,,,0.0150,39.0616,,,,,11.1033,,,,,39.7887,,,,,7.8266,,,,
2025-07-09,119529205645.2,7.8313,,,,,0.0150,39.0853,,,,,11.1100,,,,,39.8128,,,,,7.8313,,,,
2025-07-08,119854996938.6,7.8527,,,,,0.0150,39.1918,,,,,11.1403,,,,,39.9213,,,,,7.8527,,,,
2025-07-07,118998286500.4,7.7966,,,,,0.0151,38.9117,,,,,11.0607,,,,,39.6360,,,,,7.7966,,,,
