date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率
2025-08-21,763745907070.2,1.9673,,,,,13.9533,,,,,1.9673,,,,,13.7935,,,,,2.3844,,,,,0.0588
2025-08-20,767520925861.65,1.9771,,,,,14.0222,,,,,1.9771,,,,,13.8617,,,,,2.3962,,,,,0.0585
2025-08-19,760368258677.8501,1.9586,,,,,13.8916,,,,,1.9586,,,,,13.7325,,,,,2.3738,,,,,0.0591
2025-08-18,779442037834.6499,2.0078,,,,,14.2400,,,,,2.0078,,,,,14.0770,,,,,2.4334,,,,,0.0576
2025-08-01,746261609509.8,1.9223,,,,,13.6338,,,,,1.9223,,,,,13.4777,,,,,2.3298,,,,,0.0602
2025-07-31,758182721482.7999,1.9530,,,,,13.8516,,,,,1.9530,,,,,13.6930,,,,,2.3670,,,,,0.0592
2025-07-30,764938018267.5,1.9704,,,,,13.9750,,,,,1.9704,,,,,13.8150,,,,,2.3881,,,,,0.0587
2025-07-29,751427424698.1,1.9356,,,,,13.7282,,,,,1.9356,,,,,13.5710,,,,,2.3459,,,,,0.0598
2025-07-28,751030054299.0,1.9346,,,,,13.7210,,,,,1.9346,,,,,13.5638,,,,,2.3447,,,,,0.0598
2025-07-25,763547221870.65,1.9668,,,,,13.9496,,,,,1.9668,,,,,13.7899,,,,,2.3838,,,,,0.0588
2025-07-24,771295944653.1,1.9868,,,,,14.0912,,,,,1.9868,,,,,13.9299,,,,,2.4079,,,,,0.0582
2025-07-23,771295944653.1,1.9868,,,,,14.0912,,,,,1.9868,,,,,13.9299,,,,,2.4079,,,,,0.0582
2025-07-22,784409167823.3999,2.0206,,,,,14.3308,,,,,2.0206,,,,,14.1667,,,,,2.4489,,,,,0.0572
2025-07-21,750433998700.3501,1.9331,,,,,13.7101,,,,,1.9331,,,,,13.5531,,,,,2.3428,,,,,0.0598
2025-07-18,743082646317.0,1.9141,,,,,13.5758,,,,,1.9141,,,,,13.4203,,,,,2.3199,,,,,0.0604
2025-07-17,737718145929.15,1.9003,,,,,13.4778,,,,,1.9003,,,,,13.3234,,,,,2.3031,,,,,0.0609
2025-07-16,740698423922.4,1.9080,,,,,13.5322,,,,,1.9080,,,,,13.3773,,,,,2.3124,,,,,0.0606
2025-07-15,744473442713.85,1.9177,,,,,13.6012,,,,,1.9177,,,,,13.4454,,,,,2.3242,,,,,0.0603
2025-07-14,743480016716.1,1.9151,,,,,13.5830,,,,,1.9151,,,,,13.4275,,,,,2.3211,,,,,0.0604
2025-07-11,731161534344.0,1.8834,,,,,13.3580,,,,,1.8834,,,,,13.2050,,,,,2.2826,,,,,0.0614
2025-07-10,744274757514.3,1.9172,,,,,13.5975,,,,,1.9172,,,,,13.4418,,,,,2.3236,,,,,0.0603
2025-07-09,745069498312.5,1.9192,,,,,13.6121,,,,,1.9192,,,,,13.4562,,,,,2.3261,,,,,0.0603
2025-07-08,749440572702.6,1.9305,,,,,13.6919,,,,,1.9305,,,,,13.5351,,,,,2.3397,,,,,0.0599
2025-07-07,749043202303.5,1.9295,,,,,13.6847,,,,,1.9295,,,,,13.5280,,,,,2.3385,,,,,0.0599
