date,理杏仁前复权(港币),前复权(港币),后复权(港币),股价(港币),市值(港币),股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PEG,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-09-10,409.8000,409.8000,409.8000,409.8000,155567784240,0,27.5712,0.0763,42.3368,38.1917,32.6475,4.9825,0.0763,7.5649,6.8242,5.8375,0.8616,6.6826,0.0458,12.5591,11.3294,9.8419
2025-09-09,407.8000,407.8000,407.8000,407.8000,154808546640,0,27.4366,0.0615,42.3368,38.2319,32.8897,4.9582,0.0615,7.5649,6.8314,5.8768,0.8574,6.6500,0.0308,12.5591,11.3414,9.8751
2025-09-08,407,407,407,407,154504851600,0,27.3828,0.0543,42.3368,38.2319,33.0135,4.9485,0.0543,7.5649,6.8314,5.9029,0.8557,6.6369,0.0233,12.5591,11.3414,9.9606
2025-09-05,400,400,400,400,151847520000,0,26.9118,0.0234,42.3368,38.2319,33.1773,4.8634,0.0313,7.5649,6.8314,5.9282,0.8410,6.5228,0,12.5591,11.3414,9.9821
2025-09-04,400.2000,400.2000,400.2000,400.2000,151923443760,0,26.9253,0.0236,42.3771,38.3044,33.1773,4.8658,0.0315,7.5721,6.8444,5.9282,0.8414,6.5260,0,12.5710,11.3629,9.9821
2025-09-03,409,409,409,409,155264089200,0,27.5174,0.0397,42.3771,38.3768,33.4589,4.9728,0.0397,7.5721,6.8573,5.9826,0.8599,6.6695,0.0079,12.5710,11.3844,9.9890
2025-09-02,405.6000,405.6000,405.6000,405.6000,153973385280,0,27.2886,0.0320,42.3771,38.4010,33.5772,4.9315,0.0320,7.5721,6.8616,5.9997,0.8528,6.6141,0,12.5710,11.3915,10.0043
2025-09-01,410.8000,410.8000,410.8000,410.8000,155947403040,0,27.6385,0.0323,42.3771,38.4251,33.6731,4.9947,0.0323,7.5721,6.8659,6.0168,0.8637,6.6989,0,12.5710,11.3987,10.0940
2025-08-29,431.8000,431.8000,431.8000,431.8000,163919397840,0,29.0513,0.0488,42.3771,38.4412,33.7246,5.2500,0.0488,7.5721,6.8688,6.0260,0.9078,7.0413,0,12.5710,11.4035,10.2214
2025-08-28,435,435,435,435,165134178000,0,29.2666,0.0492,42.4978,38.4573,33.7246,5.2889,0.0492,7.5936,6.8717,6.0260,0.9146,7.0935,0.0164,12.6068,11.4082,10.2214
2025-08-27,460.4000,460.4000,460.4000,460.4000,174776495520,0,37.0568,0.3554,42.4978,38.6183,34.4566,6.6214,0.3554,7.5936,6.9004,6.1568,1.1580,10.9928,0.3471,12.6068,11.4560,10.2302
2025-08-26,486,486,486,486,184494736800,0,39.1173,0.5250,42.4978,38.7793,34.4566,6.9896,0.5250,7.5936,6.9292,6.1568,1.2224,11.6040,0.5250,12.6068,11.5037,10.2302
2025-08-25,477.8000,477.8000,477.8000,477.8000,181381862640,0,38.4573,0.4958,42.4978,38.6183,34.4566,6.8717,0.4958,7.5936,6.9004,6.1568,1.2018,11.4082,0.4958,12.6068,11.4560,10.2302
2025-08-22,477.4000,477.4000,477.4000,477.4000,181230015120,0,38.4251,0.4915,42.4978,38.7793,34.4566,6.8659,0.4915,7.5936,6.9292,6.1568,1.2008,11.3987,0.4915,12.6068,11.5037,10.2302
2025-08-21,465,465,465,465,176522742000,0,37.4271,0.3846,42.6990,38.8276,33.7246,6.6876,0.3846,7.6296,6.9378,6.0260,1.1696,11.1026,0.3761,12.6665,11.5181,10.2214
2025-08-20,474,474,474,474,179939311200,0,38.1515,0.4569,42.6990,38.8758,33.7246,6.8170,0.4569,7.6296,6.9465,6.0260,1.1922,11.3175,0.4569,12.6665,11.5324,10.2214
2025-08-19,450,450,450,450,170828460000,0,36.2197,0.3130,42.6990,38.8919,33.7246,6.4719,0.3130,7.6296,6.9493,6.0260,1.1319,10.7445,0.3043,12.6665,11.5372,10.2214
2025-08-18,455,455,455,455,172726554000,0,36.6222,0.3246,42.6990,38.9080,33.7246,6.5438,0.3246,7.6296,6.9522,6.0260,1.1444,10.8638,0.3246,12.6665,11.5419,10.2214
2025-08-15,447,447,447,447,169689603600,0,35.9783,0.2743,42.6990,39.0288,33.7246,6.4287,0.2743,7.6296,6.9738,6.0260,1.1243,10.6728,0.2566,12.6665,11.5778,10.2214
2025-08-14,448.4000,448.4000,448.4000,448.4000,170221069920,0,36.0910,0.2946,42.7795,39.1495,33.6731,6.4488,0.2946,7.6440,6.9954,6.0168,1.1278,10.7063,0.2768,12.6904,11.6136,10.0940
2025-08-13,448.6000,448.6000,448.6000,448.6000,170296993680,0,36.1070,0.2973,42.7795,39.2139,33.6731,6.4517,0.2973,7.6440,7.0069,6.0168,1.1283,10.7110,0.2793,12.6904,11.6327,10.0940
2025-08-12,444,444,444,444,168550747200,0,35.7368,0.2727,42.7795,39.2783,33.6731,6.3856,0.2727,7.6440,7.0184,6.0168,1.1168,10.6012,0.2545,12.6904,11.6518,10.0940
2025-08-11,455,455,455,455,172726554000,0,36.6222,0.3028,42.7795,39.2783,33.6731,6.5438,0.3028,7.6440,7.0184,6.0168,1.1444,10.8638,0.3028,12.6904,11.6518,10.0940
2025-08-08,468.8000,468.8000,468.8000,468.8000,177965293440,0,37.7329,0.3796,42.7795,39.2783,33.6731,6.7422,0.3796,7.6440,7.0184,6.0168,1.1792,11.1933,0.3704,12.6904,11.6518,10.0940
2025-08-07,483,483,483,483,183355880400,0,38.8758,0.4579,42.9003,39.3990,33.5772,6.9465,0.4579,7.6656,7.0399,5.9997,1.2149,11.5324,0.4579,12.7262,11.6876,10.0043
2025-08-06,491,491,491,491,186392830800,0,39.5198,0.5000,42.9003,39.5198,33.5772,7.0615,0.5000,7.6656,7.0615,5.9997,1.2350,11.7234,0.5000,12.7262,11.7234,10.0043
2025-08-05,472.4000,472.4000,472.4000,472.4000,179331921120,0,38.0227,0.4190,42.9003,39.5117,33.5772,6.7940,0.4190,7.6656,7.0601,5.9997,1.1882,11.2793,0.4095,12.7262,11.7210,10.0043
2025-08-04,466,466,466,466,176902360800,0,37.5075,0.3654,42.9003,39.7451,33.5772,6.7020,0.3654,7.6656,7.1018,5.9997,1.1721,11.1265,0.3558,12.7262,11.7903,10.0043
2025-08-01,463,463,463,463,175763504400,0,37.2661,0.3592,42.9003,39.7451,33.5772,6.6588,0.3592,7.6656,7.1018,5.9997,1.1646,11.0549,0.3495,12.7262,11.7903,10.0043
2025-07-31,470,470,470,470,178420836000,0,37.8295,0.3922,42.9003,39.7451,33.4589,6.7595,0.3922,7.6656,7.1018,5.9826,1.1822,11.2220,0.3824,12.7262,11.7903,9.9890
2025-07-30,467.4000,467.4000,467.4000,467.4000,177433827120,0,37.6202,0.3762,42.9003,39.7773,33.4589,6.7221,0.3762,7.6656,7.1075,5.9826,1.1756,11.1599,0.3663,12.7262,11.7998,9.9890
2025-07-29,483.4000,483.4000,483.4000,483.4000,183507727920,0,38.9080,0.4400,42.9003,39.8095,33.4589,6.9522,0.4400,7.6656,7.1133,5.9826,1.2159,11.5419,0.4400,12.7262,11.8094,9.9890
2025-07-28,462.2000,462.2000,462.2000,462.2000,175459809360,0,37.2017,0.3636,42.9003,39.8337,33.4589,6.6473,0.3636,7.6656,7.1176,5.9826,1.1626,11.0358,0.3535,12.7262,11.8165,9.9890
2025-07-25,486.4000,486.4000,486.4000,486.4000,184646584320,0,39.1495,0.4388,42.9003,39.8578,33.4589,6.9954,0.4388,7.6656,7.1219,5.9826,1.2234,11.6136,0.4388,12.7262,11.8237,9.9890
2025-07-24,497.8000,497.8000,497.8000,497.8000,188974238640,0,40.0671,0.5155,42.9003,39.8819,33.1773,7.1593,0.5155,7.6656,7.1262,5.9282,1.2521,11.8858,0.5155,12.7262,11.8308,9.9821
2025-07-23,495.2000,495.2000,495.2000,495.2000,187987229760,0,39.8578,0.5000,42.9003,39.8578,33.1773,7.1219,0.5000,7.6656,7.1219,5.9282,1.2456,11.8237,0.5000,12.7262,11.8237,9.9821
2025-07-22,508,508,508,508,192846350400,0,40.8881,0.5789,42.9003,39.8578,33.1773,7.3060,0.5789,7.6656,7.1219,5.9282,1.2777,12.1293,0.5789,12.7262,11.8237,9.9821
2025-07-21,494.6000,494.6000,494.6000,494.6000,187759458480,0,39.8095,0.5000,42.9003,39.8095,33.1773,7.1133,0.5000,7.6656,7.1133,5.9282,1.2441,11.8094,0.5000,12.7262,11.8094,9.9821
2025-07-18,495.8000,495.8000,495.8000,495.8000,188215001040,0,39.9061,0.5054,42.9003,39.8256,33.1773,7.1306,0.5054,7.6656,7.1162,5.9282,1.2471,11.8380,0.5054,12.7262,11.8141,9.9821
2025-07-17,502.5000,502.5000,502.5000,502.5000,190758447000,0,40.4454,0.5217,42.9807,39.7451,33.0135,7.2269,0.5217,7.6799,7.1018,5.9029,1.2639,11.9980,0.5217,12.7501,11.7903,9.9606
2025-07-16,505.5000,505.5000,505.5000,505.5000,191897303400,0,40.6868,0.5385,42.9807,39.7451,33.0135,7.2701,0.5385,7.6799,7.1018,5.9029,1.2715,12.0696,0.5385,12.7501,11.7903,9.9606
2025-07-15,510,510,510,510,193605588000,0,41.0490,0.5778,42.9807,39.7451,33.0135,7.3348,0.5778,7.6799,7.1018,5.9029,1.2828,12.1771,0.5778,12.7501,11.7903,9.9606
2025-07-14,509,509,509,509,193225969200,0,40.9685,0.5730,42.9807,39.5117,33.0135,7.3204,0.5730,7.6799,7.0601,5.9029,1.2803,12.1532,0.5730,12.7501,11.7210,9.9606
2025-07-11,514.5000,514.5000,514.5000,514.5000,195313872600,0,41.4112,0.6477,42.9807,39.2783,33.0135,7.3995,0.6477,7.6799,7.0184,5.9029,1.2941,12.2845,0.6477,12.7501,11.6518,9.9606
2025-07-10,525,525,525,525,199299870000,0,42.2564,0.6897,43.1015,39.2783,32.8897,7.5505,0.6897,7.7015,7.0184,5.8768,1.3205,12.5352,0.6897,12.7859,11.6518,9.8751
2025-07-09,543,543,543,543,206133008400,0,43.7051,0.8721,43.1015,39.2783,32.8897,7.8094,0.8721,7.7015,7.0184,5.8768,1.3658,12.9650,0.8721,12.7859,11.6518,9.8751
2025-07-08,539,539,539,539,204614533200,0,43.3832,0.8588,42.9807,39.0288,32.8897,7.7518,0.8588,7.6799,6.9738,5.8768,1.3557,12.8695,0.8588,12.7501,11.5778,9.8751
2025-07-07,543.5000,543.5000,543.5000,543.5000,206322817800,0,43.7454,0.8810,42.9003,38.7793,32.8897,7.8166,0.8810,7.6656,6.9292,5.8768,1.3670,12.9769,0.8810,12.7262,11.5037,9.8751
2025-07-04,514,514,514,514,195124063200,0,41.3710,0.6506,42.9003,38.5780,32.8897,7.3923,0.6506,7.6656,6.8932,5.8768,1.2928,12.2726,0.6506,12.7262,11.4440,9.8751
2025-07-03,515,515,515,515,195503682000,0,41.4515,0.6829,42.9003,38.3768,32.6475,7.4067,0.6829,7.6656,6.8573,5.8375,1.2953,12.2964,0.6829,12.7262,11.3844,9.8419
2025-07-02,533,533,533,533,202336820400,0,42.9003,0.7778,42.9003,38.3044,32.6475,7.6656,0.7778,7.6656,6.8444,5.8375,1.3406,12.7262,0.7778,12.7262,11.3629,9.8419
2025-06-30,514,514,514,514,195124063200,0,41.3710,0.6750,42.9003,38.2319,32.6475,7.3923,0.6750,7.6656,6.8314,5.8375,1.2928,12.2726,0.6750,12.7262,11.3414,9.8419
2025-06-27,507.5000,507.5000,507.5000,507.5000,192656541000,0,40.8478,0.6329,42.9003,38.2319,32.6475,7.2988,0.6329,7.6656,6.8314,5.8375,1.2765,12.1174,0.6329,12.7262,11.3414,9.8419
2025-06-26,512,512,512,512,194364825600,0,41.2100,0.6538,42.9003,38.2319,32.6475,7.3635,0.6538,7.6656,6.8314,5.8375,1.2878,12.2248,0.6538,12.7262,11.3414,9.8419
2025-06-25,526,526,526,526,199679488800,0,42.3368,0.7143,42.9807,38.0549,32.5495,7.5649,0.7143,7.6799,6.7998,5.8160,1.3230,12.5591,0.7143,12.7501,11.3258,9.7566
2025-06-24,533,533,533,533,202336820400,0,42.9003,0.7763,42.9807,37.8778,32.5495,7.6656,0.7763,7.6799,6.7681,5.8160,1.3406,12.7262,0.7763,12.7501,11.3102,9.7566
2025-06-23,531.5000,531.5000,531.5000,531.5000,201767392200,0,42.7795,0.7733,42.9807,37.8054,32.5495,7.6440,0.7733,7.6799,6.7552,5.8160,1.3369,12.6904,0.7733,12.7501,11.2732,9.7566
2025-06-20,514,514,514,514,195124063200,0,41.3710,0.7027,42.9807,37.7329,32.5495,7.3923,0.7027,7.6799,6.7422,5.8160,1.2928,12.2726,0.7027,12.7501,11.2363,9.7566
2025-06-19,493.8000,493.8000,493.8000,493.8000,187455763440,0,39.7451,0.6164,42.9807,37.6444,32.5495,7.1018,0.6164,7.6799,6.7264,5.8160,1.2420,11.7903,0.6164,12.7501,11.2148,9.7566
2025-06-18,512,512,512,512,194364825600,0,41.2100,0.6944,43.1015,37.5558,32.5334,7.3635,0.6944,7.7015,6.7106,5.8132,1.2878,12.2248,0.6944,12.7859,11.1933,9.7292
2025-06-17,523.5000,523.5000,523.5000,523.5000,198730441800,0,42.1356,0.7183,43.1015,37.2822,32.5334,7.5289,0.7183,7.7015,6.6624,5.8132,1.3167,12.4994,0.7183,12.7859,11.1671,9.7292
2025-06-16,556,556,556,556,211068052800,0,44.7515,0.9143,43.1015,37.0085,32.5334,7.9963,0.9143,7.7015,6.6141,5.8132,1.3985,13.2754,0.9143,12.7859,11.1408,9.7292
2025-06-13,549.5000,549.5000,549.5000,549.5000,208600530600,0,44.2283,0.9130,42.9807,36.9998,32.5334,7.9029,0.9130,7.6799,6.6135,5.8132,1.3821,13.1202,0.9130,12.7501,11.0596,9.7292
2025-06-12,533,533,533,533,202336820400,0,42.9003,0.7941,42.9003,36.9910,32.5334,7.6656,0.7941,7.6656,6.6128,5.8132,1.3406,12.7262,0.7941,12.7262,10.9785,9.7292
2025-06-11,534,534,534,534,202716439200,0,42.9807,0.8060,42.9807,36.9193,32.2975,7.6799,0.8060,7.6799,6.5984,5.7749,1.3432,12.7501,0.8060,12.7501,10.9546,9.6557
2025-06-10,530.5000,530.5000,530.5000,530.5000,201387773400,0,42.6990,0.8030,42.6990,36.8475,32.2975,7.6296,0.8030,7.6296,6.5840,5.7749,1.3343,12.6665,0.8030,12.6665,10.9307,9.6557
2025-06-09,565.5000,565.5000,565.5000,565.5000,214674431400,0,45.5161,0.9231,42.4978,36.5497,32.2975,8.1330,0.9231,7.5936,6.5308,5.7749,1.4224,13.5022,0.9231,12.6068,10.8432,9.6557
2025-06-06,536.5000,536.5000,536.5000,536.5000,203665486200,0,43.1820,0.8438,42.3771,36.2519,32.2975,7.7159,0.8438,7.5721,6.4776,5.7749,1.3494,12.8098,0.8438,12.5710,10.7556,9.6557
2025-06-05,568,568,568,568,215623478400,0,45.7174,0.9365,41.4917,36.1392,32.2975,8.1689,0.9365,7.4139,6.4575,5.7749,1.4287,13.5619,0.9365,12.3084,10.7548,9.6557
2025-06-04,615.5000,615.5000,615.5000,615.5000,233655371400,0,49.5405,1,41.4917,36.0266,31.8202,8.8521,1,7.4139,6.4373,5.6896,1.5482,14.6960,1,12.3084,10.7540,9.6513
2025-06-03,586,586,586,586,222456616800,0,47.1661,1,41.0893,36.0024,31.8202,8.4278,1,7.3420,6.4330,5.6896,1.4739,13.9917,1,12.1890,10.7475,9.6513
2025-06-02,584.5000,584.5000,584.5000,584.5000,221887188600,0,47.0454,1,40.7271,35.9783,31.8202,8.4062,1,7.2772,6.4287,5.6896,1.4702,13.9559,1,12.0815,10.7410,9.6513
2025-05-30,543.5000,543.5000,543.5000,543.5000,206322817800,0,43.7454,0.9661,40.5259,35.6805,31.8202,7.8166,0.9661,7.2413,6.3755,5.6896,1.3670,12.9769,0.9661,12.0219,10.7141,9.6513
2025-05-29,541.5000,541.5000,541.5000,541.5000,205563580200,0,43.5844,0.9655,40.3649,35.3827,31.8202,7.7878,0.9655,7.2125,6.3223,5.6896,1.3620,12.9292,0.9655,11.9741,10.6872,9.6513
2025-05-28,547,547,547,547,207651483600,0,44.0271,0.9825,40.3649,35.2799,31.5656,7.8669,0.9825,7.2125,6.3061,5.6441,1.3758,13.0605,0.9825,11.9741,10.6800,9.6509
2025-05-27,579,579,579,579,219799285200,0,46.6027,1,39.7451,35.1772,31.5656,8.3271,1,7.1018,6.2898,5.6441,1.4563,13.8245,1,11.7903,10.6728,9.6509
2025-05-26,526.5000,526.5000,526.5000,526.5000,199869298200,0,42.3771,0.9273,39.2783,35.1534,31.5656,7.5721,0.9273,7.0184,6.2856,5.6441,1.3243,12.5710,0.9273,11.6518,10.5845,9.6509
2025-05-23,528,528,528,528,200438726400,0,42.4978,0.9444,39.2783,35.1295,31.5656,7.5936,0.9444,7.0184,6.2813,5.6441,1.3281,12.6068,0.9444,11.6518,10.4961,9.6509
2025-05-22,535.5000,535.5000,535.5000,535.5000,203285867400,0,43.1015,0.9623,38.7793,35.0710,31.5656,7.7015,0.9623,6.9292,6.2687,5.6441,1.3469,12.7859,0.9623,11.5037,10.4412,9.6509
2025-05-21,538,538,538,538,204234914400,0,43.3027,0.9808,38.7793,35.0124,31.2952,7.7375,0.9808,6.9292,6.2561,5.5957,1.3532,12.8456,0.9808,11.5037,10.3863,9.5686
2025-05-20,538.5000,538.5000,538.5000,538.5000,204424723800,0,43.3429,1,38.3768,34.7745,31.2952,7.7447,1,6.8573,6.2136,5.5957,1.3545,12.8575,1,11.3844,10.3157,9.5686
2025-05-19,515.5000,515.5000,515.5000,515.5000,195693491400,0,41.4917,1,38.2319,34.5366,31.2952,7.4139,1,6.8314,6.1711,5.5957,1.2966,12.3084,1,11.3414,10.2452,9.5686
2025-05-16,475,475,475,475,180318930000,0,38.2319,0.7959,38.2319,34.4966,31.2952,6.8314,0.7959,6.8314,6.1640,5.5957,1.1947,11.3414,0.7959,11.3414,10.2377,9.5686
2025-05-15,447,447,447,447,169689603600,0,35.9783,0.6250,37.8778,34.4566,31.2952,6.4287,0.6250,6.7681,6.1568,5.5957,1.1243,10.6728,0.5833,11.3102,10.2302,9.5686
2025-05-14,457.8000,457.8000,457.8000,457.8000,173789486640,0,36.8475,0.6809,38.2319,34.0906,31.1042,6.5840,0.6809,6.8314,6.0914,5.5616,1.1515,10.9307,0.6809,11.3414,10.2258,9.5103
2025-05-13,459.8000,459.8000,459.8000,459.8000,174548724240,0,37.0085,0.7174,38.2319,33.7246,31.1042,6.6128,0.6957,6.8314,6.0260,5.5616,1.1565,10.9785,0.6957,11.3414,10.2214,9.5103
2025-05-12,450.4000,450.4000,450.4000,450.4000,170980307520,0,36.2519,0.6889,38.2319,33.6989,31.1042,6.4776,0.6889,6.8314,6.0214,5.5616,1.1329,10.7540,0.6667,11.3414,10.1577,9.5103
2025-05-09,481.8000,481.8000,481.8000,481.8000,182900337840,0,38.7793,0.8409,38.2319,33.6731,31.1042,6.9292,0.8409,6.8314,6.0168,5.5616,1.2118,11.5037,0.8409,11.3414,10.0940,9.5103
2025-05-08,476.8000,476.8000,476.8000,476.8000,181002243840,0,38.3768,0.8372,37.8778,33.6252,31.1042,6.8573,0.8372,6.7681,6.0083,5.5616,1.1993,11.3844,0.8372,11.3102,10.0492,9.5103
2025-05-07,506,506,506,506,192087112800,0,40.7271,0.9762,37.8778,33.5772,31.1042,7.2772,0.9762,6.7681,5.9997,5.5616,1.2727,12.0815,0.9762,11.3102,10.0043,9.5103
2025-05-06,510.5000,510.5000,510.5000,510.5000,193795397400,0,41.0893,1,37.7329,33.5181,31.1042,7.3420,1,6.7422,5.9911,5.5616,1.2840,12.1890,1,11.2363,9.9967,9.5103
2025-05-02,493.8000,493.8000,493.8000,493.8000,187455763440,0,39.7451,0.9500,37.5558,33.4589,31.1042,7.1018,0.9500,6.7106,5.9826,5.5616,1.2420,11.7903,0.9500,11.1933,9.9890,9.5103
2025-04-30,488,488,488,488,185253974400,0,39.2783,0.9231,36.9910,33.3181,31.1042,7.0184,0.9231,6.6141,5.9554,5.5616,1.2274,11.6518,0.9231,11.1408,9.9856,9.5103
2025-04-29,503.5000,503.5000,503.5000,503.5000,191138065800,0,40.5259,1,36.0266,33.1773,31.1042,7.2413,1,6.4373,5.9282,5.5616,1.2664,12.0219,1,10.7556,9.9821,9.5103
2025-04-28,488,488,488,488,185253974400,0,39.2783,0.9730,36.0266,33.0954,30.8656,7.0184,0.9730,6.4373,5.9156,5.5189,1.2274,11.6518,0.9730,10.7556,9.9714,9.4373
2025-04-25,468.8000,468.8000,468.8000,468.8000,177965293440,0,37.7329,0.9167,35.3827,33.0135,30.8656,6.7422,0.9167,6.3223,5.9029,5.5189,1.1792,11.1933,0.8889,10.7410,9.9606,9.4373
2025-04-24,475,475,475,475,180318930000,0,38.2319,0.9714,35.1772,32.9516,30.8656,6.8314,0.9714,6.2898,5.8899,5.5189,1.1947,11.3414,0.9714,10.6872,9.9178,9.4373
2025-04-23,501.5000,501.5000,501.5000,501.5000,190378828200,0,40.3649,1,35.1295,32.8897,30.8656,7.2125,1,6.2813,5.8768,5.5189,1.2614,11.9741,1,10.4961,9.8751,9.4373
2025-04-22,470.6000,470.6000,470.6000,470.6000,178648607280,0,37.8778,1,35.0124,32.7686,30.8656,6.7681,1,6.2561,5.8572,5.5189,1.1837,11.2363,0.9697,10.3863,9.8585,9.4373
2025-04-17,466.6000,466.6000,466.6000,466.6000,177130132080,0,37.5558,1,35.0124,32.6475,30.5373,6.7106,1,6.2561,5.8375,5.4565,1.1736,11.1408,0.9688,10.3863,9.8419,9.0588
2025-04-16,439.6000,439.6000,439.6000,439.6000,166880424480,0,35.3827,0.9355,34.5366,32.5985,30.5373,6.3223,0.9355,6.1711,5.8268,5.4565,1.1057,10.4961,0.8710,10.2452,9.7993,9.0588
2025-04-15,447.6000,447.6000,447.6000,447.6000,169917374880,0,36.0266,0.9667,34.4566,32.5495,30.5373,6.4373,0.9667,6.1568,5.8160,5.4565,1.1258,10.6872,0.9000,10.2302,9.7566,9.0588
2025-04-14,435,435,435,435,165134178000,0,35.0124,0.8966,33.7246,32.5414,30.5373,6.2561,0.8966,6.0260,5.8146,5.4565,1.0941,10.3863,0.8966,10.2214,9.7429,9.0588
2025-04-11,419,419,419,419,159060277200,0,33.7246,0.8214,33.6731,32.5334,30.5373,6.0260,0.8214,6.0168,5.8132,5.4565,1.0539,10.0043,0.7500,10.0940,9.7292,9.0588
2025-04-10,412.2000,412.2000,412.2000,412.2000,156478869360,0,33.1773,0.7037,33.6731,32.4154,28.2836,5.9282,0.7037,6.0168,5.7940,5.0538,1.0368,9.8419,0.5926,10.2214,9.6924,8.6346
2025-04-09,404.2000,404.2000,404.2000,404.2000,153441918960,0,32.5334,0.5385,33.6731,32.2975,28.2836,5.8132,0.5385,6.0168,5.7749,5.0538,1.0167,9.6509,0.4231,10.2214,9.6557,8.6346
2025-04-08,379.4000,379.4000,379.4000,379.4000,144027372720,0,30.5373,0.2400,33.6731,32.0589,28.2836,5.4565,0.2400,6.0168,5.7322,5.0538,0.9543,9.0588,0.2400,10.2214,9.6924,8.6346
2025-04-07,351.4000,351.4000,351.4000,351.4000,133398046320,0,28.2836,0.2083,33.6731,32.2975,28.2836,5.0538,0.2083,6.0168,5.7749,5.0538,0.8839,8.3902,0.1667,10.2214,9.7292,8.6346
2025-04-03,404.4000,404.4000,404.4000,404.4000,153517842720,0,32.5495,0.5217,33.6731,32.4235,30.8656,5.8160,0.5217,6.0168,5.7955,5.5189,1.0172,9.6557,0.4348,10.2214,9.7429,9.4373
2025-04-02,411.4000,411.4000,411.4000,411.4000,155122442860,0,32.8897,0.5909,34.4566,32.2975,28.2404,5.8768,0.5909,6.1568,5.7749,5.0495,1.0278,9.7566,0.5000,10.2302,9.7566,8.6346
2025-04-01,420,420,420,420,158365158000,0,33.5772,0.7143,34.4566,32.0589,28.2404,5.9997,0.7143,6.1568,5.7322,5.0495,1.0493,9.9606,0.5714,10.2302,9.8021,8.6346
2025-03-31,421.2000,421.2000,421.2000,421.2000,158817629880,0,33.6731,0.7500,34.4566,31.8202,28.2404,6.0168,0.7500,6.1568,5.6896,5.0495,1.0523,9.9890,0.6500,10.2302,9.7292,8.6346
2025-03-28,432,432,432,432,162889920000,0,34.5366,0.8421,34.4566,31.6929,28.2404,6.1711,0.8421,6.1568,5.6668,5.0495,1.0793,10.2452,0.8421,10.2302,9.6903,8.6346
2025-03-27,431,431,431,431,162512860000,0,34.4566,0.8333,33.4589,31.5656,28.2404,6.1568,0.8333,5.9826,5.6441,5.0495,1.0768,10.2214,0.7778,10.2214,9.6513,8.6346
2025-03-26,410.4000,410.4000,410.4000,410.4000,154745424000,0,32.6475,0.7059,33.4589,31.4304,27.1585,5.8375,0.7059,5.9826,5.6199,4.8561,0.9744,9.9821,0.7059,10.2302,9.6100,8.3039
2025-03-25,391,391,391,391,147430460000,0,31.1042,0.3750,33.4589,31.2952,27.1585,5.5616,0.3750,5.9826,5.5957,4.8561,0.9283,9.5103,0.3750,10.2302,9.5686,8.3039
2025-03-24,400,400,400,400,150824000000,0,31.8202,0.6000,33.4589,31.4304,27.1585,5.6896,0.6000,5.9826,5.6199,4.8561,0.9497,9.7292,0.6000,10.2302,9.6100,8.3039
2025-03-21,388,388,388,388,146299280000,0,30.8656,0.3571,33.4589,31.2952,27.1585,5.5189,0.3571,5.9826,5.5957,4.8561,0.9212,9.4373,0.3571,10.2302,9.5686,8.3039
2025-03-20,442.2000,442.2000,442.2000,442.2000,166735932000,0,35.1772,0.9231,33.4589,31.4304,27.1585,6.2898,0.9231,5.9826,5.6199,4.8561,1.0499,10.7556,0.9231,10.2302,9.6100,8.3039
2025-03-19,465,465,465,465,175332900000,0,36.9910,1,33.4589,31.2952,23.6265,6.6141,1,5.9826,5.5957,4.2245,1.1040,11.3102,1,10.2302,9.5686,7.2239
2025-03-18,441.6000,441.6000,441.6000,441.6000,166509696000,0,35.1295,1,33.0135,31.1997,23.6265,6.2813,1,5.9029,5.5786,4.2245,1.0485,10.7410,1,10.0940,9.5395,7.2239
2025-03-17,415,415,415,415,156479900000,0,33.0135,0.9000,32.2975,31.1042,23.6265,5.9029,0.9000,5.7749,5.5616,4.2245,0.9853,10.0940,0.9000,9.8751,9.5103,7.2239
2025-03-14,406,406,406,406,153086360000,0,32.2975,0.8889,31.5656,29.6723,23.6265,5.7749,0.8889,5.6441,5.3055,4.2245,0.9640,9.8751,0.8889,9.6513,9.0725,7.2239
2025-03-13,391,391,391,391,147430460000,0,31.1042,0.6250,31.2952,28.2404,23.6265,5.5616,0.6250,5.5957,5.0495,4.2245,0.9283,9.5103,0.6250,9.5686,8.6346,7.2239
2025-03-12,396.8000,396.8000,396.8000,396.8000,149617408000,0,31.5656,0.8571,31.5656,27.6995,23.0696,5.6441,0.8571,5.6441,4.9528,4.1249,0.9421,9.6513,0.8571,9.6513,8.4692,7.0537
2025-03-11,420.6000,420.6000,420.6000,420.6000,158591436000,0,33.4589,1,31.2952,27.1585,23.0696,5.9826,1,5.5957,4.8561,4.1249,0.9986,10.2302,1,9.5686,8.3039,7.0537
2025-03-10,393.4000,393.4000,393.4000,393.4000,148335404000,0,31.2952,1,28.2404,25.3925,23.0696,5.5957,1,5.0495,4.5403,4.1249,0.9340,9.5686,1,8.6346,7.7639,7.0537
2025-03-07,355,355,355,355,133856300000,0,28.2404,1,27.1585,23.6265,23.0696,5.0495,1,4.8561,4.2245,4.1249,0.8429,8.6346,1,8.3039,7.2239,7.0537
