date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率
2024-11-06,239964221944.4401,1.2204,0.4461,1.8746,1.3022,1.0031,7.7693,0.1641,13.8818,9.8560,7.8960,1.8993,0.0871,3.7334,3.0029,2.0229,0.0548
2024-11-05,245901712029.9,1.2506,0.4641,1.8746,1.3022,1.0031,7.9615,0.2239,13.8818,9.8560,7.8960,1.9462,0.1368,3.7334,3.0029,2.0229,0.0534
2024-11-04,242540868585.3,1.2335,0.4527,1.8746,1.3022,1.0029,7.8527,0.1883,13.8818,9.8560,7.8946,1.9196,0.1109,3.7334,3.0029,2.0232,0.0542
2024-11-01,243773177848.32,1.2398,0.4578,1.8746,1.3022,1.0022,7.8926,0.1992,13.8818,9.8533,7.8938,1.9294,0.1192,3.7334,3.0027,2.0232,0.0539
2024-10-31,243661149733.5,1.2392,0.4575,1.8746,1.3022,1.0022,7.8890,0.1971,13.8818,9.8560,7.8946,1.9285,0.1175,3.7334,3.0029,2.0233,0.0539
2024-10-30,256432354822.98,1.2478,0.4619,1.8746,1.3022,1.0020,8.4131,0.3238,13.8818,9.8560,7.8946,2.1775,0.2574,3.7334,3.0029,2.0234,0.0513
2024-10-29,260969493473.1901,1.2698,0.4791,1.8746,1.3022,1.0016,8.5619,0.3498,13.8818,9.8560,7.8938,2.2161,0.2631,3.7334,3.0029,2.0234,0.0504
2024-10-28,261921732449.16,1.2745,0.4817,1.8746,1.3022,1.0013,8.5932,0.3559,13.8818,9.8560,7.8937,2.2241,0.2648,3.7334,3.0029,2.0234,0.0502
2024-10-25,263210055769.59,1.2807,0.4872,1.8746,1.3022,0.9992,8.6354,0.3628,13.8818,9.8533,7.8913,2.2351,0.2656,3.7334,3.0027,2.0234,0.0499
2024-10-24,265394604008.58,1.2914,0.4914,1.8746,1.3022,0.9992,8.7071,0.3709,13.8818,9.8560,7.8913,2.2536,0.2688,3.7334,3.0029,2.0234,0.0495
2024-10-23,268475377166.13,1.3064,0.5020,1.8746,1.3022,0.9992,8.8082,0.3854,13.8818,9.8560,7.8902,2.2798,0.2754,3.7334,3.0029,2.0234,0.0490
2024-10-22,267635166304.98,1.3023,0.5007,1.8746,1.3022,0.9992,8.7806,0.3810,13.8818,9.8560,7.8897,2.2727,0.2728,3.7334,3.0029,2.0234,0.0491
2024-10-21,263266069827.0,1.2810,0.4888,1.8746,1.3021,0.9991,8.6373,0.3643,13.8818,9.8560,7.8868,2.2356,0.2657,3.7334,3.0029,2.0234,0.0499
2024-10-18,264946491549.3,1.2892,0.4925,1.8746,1.3020,0.9984,8.6924,0.3712,13.8818,9.8533,7.8856,2.2498,0.2674,3.7334,3.0027,2.0234,0.0496
2024-10-17,261081521588.01,1.2704,0.4831,1.8746,1.3021,0.9984,8.5656,0.3537,13.8818,9.8560,7.8856,2.2170,0.2631,3.7334,3.0029,2.0234,0.0503
2024-10-16,267322830525.27,1.3007,0.4980,1.8746,1.3021,0.9982,8.7704,0.3801,13.8818,9.8560,7.8834,2.2700,0.2706,3.7334,3.0029,2.0234,0.0492
2024-10-15,273517376840.37,1.3309,0.5103,1.8746,1.3021,0.9980,8.9736,0.4043,13.8818,9.8560,7.8818,2.3226,0.2926,3.7334,3.0029,2.0234,0.0480
2024-10-14,280669262131.44,1.3657,0.5297,1.8746,1.3019,0.9976,9.2082,0.4347,13.8818,9.8560,7.8813,2.3833,0.3119,3.7334,3.0029,2.0234,0.0468
2024-10-11,273630004955.1901,1.3314,0.5114,1.8746,1.3016,0.9975,8.9773,0.4059,13.8818,9.8533,7.8776,2.3236,0.2929,3.7334,3.0027,2.0234,0.0480
2024-10-10,279599295040.65,1.3605,0.5266,1.8746,1.3013,0.9975,9.1731,0.4333,13.8818,9.8560,7.8776,2.3743,0.3110,3.7334,3.0029,2.0234,0.0470
2024-10-09,269913277166.13,1.3134,0.5051,1.8746,1.3007,0.9972,8.8553,0.3933,13.8818,9.8560,7.8755,2.2920,0.2780,3.7334,3.0029,2.0234,0.0487
2024-10-08,290017395661.5,1.4112,0.5425,1.8746,1.3000,0.9960,9.5149,0.4611,13.8818,9.8560,7.8708,2.4627,0.3273,3.7334,3.0029,2.0234,0.0453
2024-09-30,269969591223.54,1.3136,0.5059,1.8746,1.2986,0.9956,8.8572,0.3946,13.8818,9.8560,7.8688,2.2925,0.2780,3.7334,3.0029,2.0234,0.0487
2024-09-27,250034414900.4,1.2166,0.4543,1.8746,1.2969,0.9951,8.2032,0.2960,13.8818,9.8533,7.8635,2.1232,0.2432,3.7334,3.0027,2.0234,0.0526
2024-09-26,249921786785.58,1.2161,0.4540,1.8746,1.2972,0.9951,8.1995,0.2952,13.8818,9.8560,7.8635,2.1222,0.2424,3.7334,3.0029,2.0234,0.0526
2024-09-25,239222115877.68,1.1640,0.4171,1.8746,1.2972,0.9948,7.8484,0.1975,13.8818,9.8560,7.8635,2.0314,0.2068,3.7334,3.0029,2.0234,0.0549
2024-09-24,233590710136.68,1.1366,0.3854,1.8746,1.2972,0.9946,7.6637,0.1505,13.8818,9.8560,7.8635,1.9836,0.1689,3.7334,3.0029,2.0234,0.0563
2024-09-23,233309139849.63,1.1352,0.3841,1.8746,1.2972,0.9946,7.6544,0.1496,13.8818,9.8560,7.8635,1.9812,0.1659,3.7334,3.0029,2.0246,0.0563
2024-09-20,231281833782.87,1.1254,0.3742,1.8746,1.2969,0.9927,7.5879,0.1412,13.8818,9.8533,7.8575,1.9640,0.1535,3.7334,3.0027,2.0251,0.0568
2024-09-19,228916643371.65,1.1139,0.3608,1.8746,1.2972,0.9927,7.5103,0.1298,13.8818,9.8560,7.8635,1.9439,0.1329,3.7334,3.0029,2.0257,0.0574
2024-09-18,228184560625.32,1.1103,0.3564,1.8746,1.2972,0.9926,7.4863,0.1258,13.8818,9.8560,7.8635,1.9377,0.1254,3.7334,3.0029,2.0257,0.0576
2024-09-13,220976361276.84,1.0752,0.3199,1.8746,1.2958,0.9914,7.2498,0.0848,13.8818,9.8447,7.8571,1.8765,0.0729,3.7334,3.0021,2.0257,0.0595
2024-09-12,217710145947.06,1.0593,0.3015,1.8746,1.2963,0.9914,7.1427,0.0651,13.8818,9.8490,7.8571,1.8487,0.0585,3.7334,3.0024,2.0268,0.0604
2024-09-11,220131650415.69,1.0711,0.3165,1.8746,1.2963,0.9911,7.2221,0.0796,13.8818,9.8490,7.8571,1.8693,0.0686,3.7334,3.0024,2.0269,0.0597
2024-09-10,219624823899.0,1.0687,0.3152,1.8746,1.2963,0.9901,7.2055,0.0747,13.8818,9.8490,7.8571,1.8650,0.0651,3.7334,3.0024,2.0271,0.0598
2024-09-09,219061683324.9,1.0659,0.3121,1.8746,1.2963,0.9898,7.1870,0.0721,13.8818,9.8490,7.8571,1.8602,0.0624,3.7334,3.0024,2.0277,0.0600
2024-09-06,225030973410.36,1.0950,0.3415,1.8746,1.2963,0.9895,7.3828,0.1077,13.8818,9.8490,7.8571,1.9109,0.0993,3.7334,3.0024,2.0277,0.0584
2024-09-05,227170907591.9401,1.1054,0.3509,1.8746,1.2969,0.9895,7.4530,0.1205,13.8818,9.8533,7.8575,1.9291,0.1157,3.7334,3.0027,2.0282,0.0579
2024-09-04,228240874682.73,1.1106,0.3575,1.8746,1.2969,0.9889,7.4882,0.1271,13.8818,9.8533,7.8575,1.9381,0.1236,3.7334,3.0027,2.0292,0.0576
2024-09-03,228804015256.83,1.1133,0.3610,1.8746,1.2969,0.9877,7.5066,0.1293,13.8818,9.8533,7.8575,1.9429,0.1284,3.7334,3.0027,2.0296,0.0574
2024-09-02,225537799927.05,1.0974,0.3452,1.8746,1.2969,0.9874,7.3995,0.1117,13.8818,9.8533,7.8575,1.9152,0.1029,3.7334,3.0027,2.0302,0.0583
2024-08-30,223566807917.7,1.0857,0.3301,1.8746,1.2963,0.9869,7.5572,0.1363,13.8818,9.8490,7.8571,2.0627,0.2193,3.7334,3.0024,2.0322,0.0588
2024-08-29,218554856808.21,1.0614,0.3078,1.8746,1.2969,0.9869,7.3878,0.1113,13.8818,9.8533,7.8575,2.0164,0.1838,3.7334,3.0027,2.0322,0.0601
2024-08-28,218498542750.8,1.0611,0.3078,1.8746,1.2969,0.9867,7.3859,0.1113,13.8818,9.8533,7.8575,2.0159,0.1825,3.7334,3.0027,2.0323,0.0601
2024-08-27,235223817801.57,1.1423,0.3931,1.8746,1.2969,0.9855,7.9512,0.2300,13.8818,9.8533,7.8575,1.9355,0.1201,3.7334,3.0027,2.0325,0.0559
2024-08-26,236913239523.87,1.1505,0.4046,1.8746,1.2969,0.9853,8.0083,0.2445,13.8818,9.8533,7.8571,1.9494,0.1324,3.7334,3.0027,2.0325,0.0555
2024-08-23,236744297351.64,1.1497,0.4035,1.8746,1.2963,0.9850,8.0026,0.2422,13.8818,9.8490,7.8542,1.9480,0.1305,3.7334,3.0024,2.0327,0.0555
2024-08-22,232351800873.66,1.1284,0.3804,1.8746,1.2969,0.9850,7.8542,0.2001,13.8818,9.8533,7.8542,1.9119,0.0998,3.7334,3.0027,2.0339,0.0566
2024-08-21,229930296405.03,1.1166,0.3650,1.8746,1.2969,0.9850,7.7723,0.1777,13.8818,9.8533,7.8523,1.8920,0.0796,3.7334,3.0027,2.0348,0.0572
2024-08-20,230662379151.36,1.1201,0.3698,1.8746,1.2969,0.9847,7.7970,0.1847,13.8818,9.8533,7.8523,1.8980,0.0836,3.7334,3.0027,2.0357,0.0570
2024-08-19,229423469888.34,1.1141,0.3641,1.8746,1.2969,0.9837,7.7552,0.1750,13.8818,9.8533,7.8523,1.8878,0.0792,3.7334,3.0027,2.0373,0.0573
2024-08-16,231000263495.82,1.1218,0.3714,1.8746,1.2963,0.9827,7.8085,0.1864,13.8818,9.8490,7.8465,1.9008,0.0857,3.7334,3.0024,2.0373,0.0569
2024-08-15,228184560625.32,1.1081,0.3597,1.8746,1.2969,0.9827,7.7133,0.1667,13.8818,9.8533,7.8523,1.8776,0.0712,3.7334,3.0027,2.0373,0.0576
2024-08-14,225931998328.92,1.0972,0.3492,1.8746,1.2969,0.9825,7.6371,0.1513,13.8818,9.8533,7.8523,1.8591,0.0620,3.7334,3.0027,2.0374,0.0582
2024-08-13,226551452960.43,1.1002,0.3509,1.8746,1.2969,0.9823,7.6581,0.1544,13.8818,9.8533,7.8523,1.8642,0.0633,3.7334,3.0027,2.0375,0.0580
2024-08-12,227114593534.53,1.1029,0.3544,1.8746,1.2969,0.9819,7.6771,0.1579,13.8818,9.8533,7.8523,1.8688,0.0664,3.7334,3.0027,2.0386,0.0579
2024-08-09,226945651362.3,1.1021,0.3543,1.8746,1.2963,0.9816,7.6714,0.1569,13.8818,9.8490,7.8465,1.8674,0.0646,3.7334,3.0024,2.0412,0.0579
2024-08-08,227959304395.68,1.1070,0.3584,1.8746,1.2969,0.9816,7.7057,0.1649,13.8818,9.8533,7.8523,1.8757,0.0690,3.7334,3.0027,2.0416,0.0577
2024-08-07,227902990338.27,1.1067,0.3584,1.8746,1.2969,0.9813,7.7038,0.1649,13.8818,9.8533,7.8523,1.8753,0.0682,3.7334,3.0027,2.0422,0.0577
2024-08-06,229085585543.88,1.1125,0.3632,1.8746,1.2969,0.9810,7.7437,0.1737,13.8818,9.8533,7.8523,1.8850,0.0730,3.7334,3.0027,2.0434,0.0574
2024-08-05,231507090012.51,1.1242,0.3755,1.8746,1.2969,0.9803,7.8256,0.1922,13.8818,9.8533,7.8523,1.9049,0.0871,3.7334,3.0027,2.0441,0.0568
2024-08-02,228916643371.65,1.1117,0.3640,1.8746,1.2963,0.9798,7.7380,0.1727,13.8818,9.8490,7.8465,1.8836,0.0725,3.7334,3.0024,2.0453,0.0574
2024-08-01,228747701199.42,1.1108,0.3632,1.8746,1.2969,0.9798,7.7323,0.1706,13.8818,9.8533,7.8523,1.8822,0.0712,3.7334,3.0027,2.0456,0.0575
2024-07-31,225368857754.82,1.0944,0.3509,1.8746,1.2969,0.9794,7.6181,0.1500,13.8818,9.8533,7.8523,1.8544,0.0607,3.7334,3.0027,2.0461,0.0583
2024-07-30,219568509841.59,1.0663,0.3237,1.8746,1.2969,0.9791,7.4220,0.1174,13.8818,9.8533,7.8523,1.8067,0.0471,3.7334,3.0027,2.0481,0.0599
2024-07-29,224298890664.03,1.0892,0.3448,1.8746,1.2969,0.9787,7.5819,0.1451,13.8818,9.8533,7.8523,1.8456,0.0572,3.7334,3.0027,2.0489,0.0586
2024-07-26,224298890664.03,1.0892,0.3455,1.8746,1.2963,0.9782,7.5819,0.1451,13.8818,9.8490,7.8465,1.8456,0.0571,3.7334,3.0024,2.0489,0.0586
2024-07-25,210558260655.99,1.0225,0.2595,1.8746,1.2969,0.9782,7.1175,0.0682,13.8818,9.8533,7.8523,1.7326,0.0295,3.7334,3.0027,2.0495,0.0624
2024-07-24,209263037335.56,1.0162,0.2502,1.8746,1.2969,0.9779,7.0737,0.0620,13.8818,9.8533,7.8523,1.7219,0.0281,3.7334,3.0027,2.0516,0.0628
2024-07-23,214556558732.1,1.0419,0.2929,1.8746,1.2969,0.9776,7.2526,0.0893,13.8818,9.8533,7.8523,1.7655,0.0325,3.7334,3.0027,2.0522,0.0613
2024-07-22,218836427095.26,1.0627,0.3201,1.8746,1.2969,0.9772,7.3973,0.1117,13.8818,9.8533,7.8523,1.8007,0.0440,3.7334,3.0027,2.0523,0.0601
2024-07-19,221032675334.25,1.0734,0.3314,1.8746,1.2963,0.9767,7.4715,0.1266,13.8818,9.8490,7.8465,1.8187,0.0475,3.7334,3.0024,2.0531,0.0595
2024-07-18,221652129965.76,1.0764,0.3329,1.8746,1.2969,0.9767,7.4925,0.1297,13.8818,9.8533,7.8523,1.8238,0.0484,3.7334,3.0027,2.0533,0.0593
2024-07-17,216302294511.81,1.0504,0.3061,1.8746,1.2969,0.9763,7.3116,0.1003,13.8818,9.8533,7.8523,1.7798,0.0369,3.7334,3.0027,2.0553,0.0608
2024-07-16,216696492913.68,1.0523,0.3096,1.8746,1.2969,0.9761,7.3250,0.1020,13.8818,9.8533,7.8523,1.7831,0.0378,3.7334,3.0027,2.0553,0.0606
2024-07-15,217541203774.83,1.0564,0.3144,1.8746,1.2969,0.9759,7.3535,0.1055,13.8818,9.8533,7.8523,1.7900,0.0396,3.7334,3.0027,2.0553,0.0604
2024-07-12,218892741152.67,1.0630,0.3222,1.8746,1.2963,0.9748,7.3992,0.1134,13.8818,9.8490,7.8465,1.8011,0.0426,3.7334,3.0024,2.0561,0.0600
2024-07-11,217822774061.88,1.0578,0.3166,1.8746,1.2969,0.9748,7.3630,0.1095,13.8818,9.8533,7.8523,1.7923,0.0400,3.7334,3.0027,2.0561,0.0603
2024-07-10,213317649469.08,1.0359,0.2872,1.8746,1.2969,0.9748,7.2107,0.0822,13.8818,9.8533,7.8523,1.7553,0.0299,3.7334,3.0027,2.0563,0.0616
2024-07-09,216133352339.58,1.0496,0.3069,1.8746,1.2969,0.9745,7.3059,0.1011,13.8818,9.8533,7.8523,1.7784,0.0361,3.7334,3.0027,2.0572,0.0608
2024-07-08,213711847870.95,1.0378,0.2894,1.8746,1.2969,0.9744,7.2241,0.0858,13.8818,9.8533,7.8523,1.7585,0.0303,3.7334,3.0027,2.0577,0.0615
2024-07-05,212303996435.7,1.0310,0.2822,1.8746,1.2963,0.9737,7.1765,0.0782,13.8818,9.8490,7.8465,1.7469,0.0295,3.7334,3.0024,2.0599,0.0619
2024-07-04,214106046272.82,1.0397,0.2946,1.8746,1.2969,0.9737,7.2374,0.0888,13.8818,9.8533,7.8523,1.7618,0.0308,3.7334,3.0027,2.0605,0.0614
2024-07-03,214725500904.33,1.0428,0.2973,1.8746,1.2969,0.9735,7.2583,0.0923,13.8818,9.8533,7.8523,1.7668,0.0312,3.7334,3.0027,2.0610,0.0612
2024-07-02,215457583650.66,1.0463,0.3012,1.8746,1.2969,0.9732,7.2831,0.0967,13.8818,9.8533,7.8523,1.7729,0.0325,3.7334,3.0027,2.0622,0.0610
2024-07-01,219061683324.9,1.0638,0.3228,1.8746,1.2969,0.9731,7.4049,0.1135,13.8818,9.8533,7.8523,1.8025,0.0391,3.7334,3.0027,2.0622,0.0600
2024-06-28,220863733162.02,1.0726,0.3314,1.8746,1.2963,0.9726,7.4658,0.1248,13.8818,9.8490,7.8465,1.8174,0.0413,3.7334,3.0024,2.0629,0.0595
2024-06-27,222327898654.68,1.0797,0.3347,1.8746,1.2969,0.9726,7.5153,0.1332,13.8818,9.8533,7.8523,1.8294,0.0422,3.7334,3.0027,2.0635,0.0591
2024-06-26,224749403123.31,1.0914,0.3492,1.8746,1.2969,0.9725,7.5972,0.1473,13.8818,9.8533,7.8523,1.8493,0.0484,3.7334,3.0027,2.0652,0.0585
2024-06-25,227677734108.63,1.1057,0.3588,1.8746,1.2969,0.9720,7.6962,0.1636,13.8818,9.8533,7.8523,1.8734,0.0563,3.7334,3.0027,2.0660,0.0577
2024-06-24,225537799927.05,1.0953,0.3522,1.8746,1.2969,0.9718,7.6238,0.1500,13.8818,9.8533,7.8523,1.8558,0.0497,3.7334,3.0027,2.0665,0.0583
2024-06-21,223623121975.11,1.0860,0.3429,1.8746,1.2963,0.9712,7.5591,0.1424,13.8818,9.8490,7.8465,1.8401,0.0453,3.7334,3.0024,2.0675,0.0588
2024-06-20,223961006319.57,1.0876,0.3456,1.8746,1.2969,0.9712,7.5705,0.1442,13.8818,9.8533,7.8523,1.8428,0.0462,3.7334,3.0027,2.0681,0.0587
2024-06-19,225143601525.18,1.0933,0.3509,1.8746,1.2969,0.9711,7.6105,0.1491,13.8818,9.8533,7.8523,1.8526,0.0475,3.7334,3.0027,2.0700,0.0584
2024-06-18,227565105993.81,1.1051,0.3588,1.8746,1.2969,0.9705,7.6924,0.1623,13.8818,9.8533,7.8523,1.8725,0.0541,3.7334,3.0027,2.0716,0.0578
2024-06-17,227283535706.76,1.1037,0.3584,1.8746,1.2969,0.9703,7.6828,0.1609,13.8818,9.8533,7.8523,1.8702,0.0528,3.7334,3.0027,2.0721,0.0578
2024-06-14,230493436979.13,1.1193,0.3705,1.8746,1.2963,0.9698,7.7913,0.1846,13.8818,9.8490,7.8465,1.8966,0.0624,3.7334,3.0024,2.0735,0.0570
2024-06-13,226551452960.43,1.1002,0.3566,1.8746,1.2969,0.9698,7.6581,0.1574,13.8818,9.8533,7.8523,1.8642,0.0501,3.7334,3.0027,2.0739,0.0580
2024-06-12,229254527716.11,1.1133,0.3654,1.8746,1.2969,0.9697,7.7495,0.1746,13.8818,9.8533,7.8523,1.8864,0.0585,3.7334,3.0027,2.0742,0.0573
2024-06-11,228466130912.37,1.1095,0.3628,1.8746,1.2969,0.9692,7.7228,0.1697,13.8818,9.8533,7.8523,1.8799,0.0550,3.7334,3.0027,2.0764,0.0575
2024-06-07,231450775955.1,1.1240,0.3757,1.8746,1.2958,0.9686,7.8237,0.1916,13.8818,9.8447,7.8463,1.9045,0.0690,3.7334,3.0021,2.0767,0.0568
2024-06-06,233759652308.91,1.1352,0.3859,1.8746,1.2963,0.9686,7.9017,0.2149,13.8818,9.8490,7.8465,1.9235,0.0862,3.7334,3.0024,2.0793,0.0562
2024-06-05,230324494806.9,1.1185,0.3705,1.8746,1.2963,0.9682,7.7856,0.1829,13.8818,9.8490,7.8463,1.8952,0.0602,3.7334,3.0024,2.0796,0.0571
2024-06-04,234153850710.78,1.1371,0.3881,1.8746,1.2963,0.9682,7.9151,0.2193,13.8818,9.8490,7.8465,1.9267,0.0879,3.7334,3.0024,2.0857,0.0561
2024-06-03,233590710136.68,1.1344,0.3859,1.8746,1.2963,0.9679,7.8960,0.2119,13.8818,9.8490,7.8463,1.9221,0.0840,3.7334,3.0024,2.0875,0.0563
2024-05-31,229198213658.7,1.1130,0.3679,1.8746,1.2963,0.9677,7.7476,0.1758,13.8818,9.8490,7.8463,1.8859,0.0571,3.7334,3.0024,2.0894,0.0573
2024-05-30,231450775955.1,1.1240,0.3769,1.8746,1.2969,0.9677,7.8237,0.1917,13.8818,9.8533,7.8465,1.9045,0.0682,3.7334,3.0027,2.0937,0.0568
2024-05-29,231901288414.38,1.1262,0.3791,1.8746,1.2969,0.9674,7.8389,0.1957,13.8818,9.8533,7.8523,1.9082,0.0708,3.7334,3.0027,2.0937,0.0567
2024-05-28,234041222595.96,1.1366,0.3870,1.8746,1.2969,0.9669,7.9113,0.2164,13.8818,9.8533,7.8571,1.9258,0.0849,3.7334,3.0027,2.0941,0.0562
2024-05-27,236068528662.72,1.1464,0.4002,1.8746,1.2969,0.9667,7.9798,0.2392,13.8818,9.8533,7.8571,1.9425,0.0998,3.7334,3.0027,2.0941,0.0557
2024-05-24,231844974356.97,1.1259,0.3798,1.8746,1.2963,0.9664,7.8370,0.1952,13.8818,9.8490,7.8465,1.9077,0.0699,3.7334,3.0024,2.0993,0.0567
2024-05-23,232126544644.02,1.1273,0.3813,1.8746,1.2969,0.9664,7.8465,0.1996,13.8818,9.8533,7.8523,1.9100,0.0717,3.7334,3.0027,2.1019,0.0566
2024-05-22,234041222595.96,1.1366,0.3879,1.8746,1.2969,0.9663,7.9113,0.2172,13.8818,9.8533,7.8523,1.9258,0.0840,3.7334,3.0027,2.1058,0.0562
2024-05-21,235392759973.8,1.1431,0.3958,1.8746,1.2969,0.9663,7.9569,0.2331,13.8818,9.8533,7.8463,1.9369,0.0919,3.7334,3.0027,2.1097,0.0558
2024-05-20,235843272433.08,1.1453,0.3989,1.8746,1.2969,0.9661,7.9722,0.2383,13.8818,9.8533,7.8448,1.9406,0.0954,3.7334,3.0027,2.1113,0.0557
2024-05-17,237926892557.25,1.1554,0.4092,1.8746,1.2963,0.9653,8.0426,0.2554,13.8818,9.8490,7.8412,1.9578,0.1103,3.7334,3.0024,2.1152,0.0552
2024-05-16,238433719073.9401,1.1579,0.4116,1.8746,1.2969,0.9653,8.0597,0.2586,13.8818,9.8533,7.8412,1.9619,0.1139,3.7334,3.0027,2.1155,0.0551
2024-05-15,240798909485.16,1.1694,0.4239,1.8746,1.2969,0.9643,8.1397,0.2810,13.8818,9.8533,7.8410,1.9814,0.1280,3.7334,3.0027,2.1162,0.0546
2024-05-14,240123140796.24,1.1661,0.4195,1.8746,1.2969,0.9643,8.1168,0.2726,13.8818,9.8533,7.8402,1.9758,0.1236,3.7334,3.0027,2.1168,0.0547
2024-05-13,245416662192.78,1.1918,0.4367,1.8746,1.2969,0.9641,8.2958,0.3096,13.8818,9.8533,7.8395,2.0194,0.1535,3.7334,3.0027,2.1193,0.0536
2024-05-10,243389356126.02,1.1820,0.4303,1.8746,1.2963,0.9640,8.2273,0.2989,13.8818,9.8490,7.8387,2.0027,0.1393,3.7334,3.0024,2.1200,0.0540
2024-05-09,240348397025.88,1.1672,0.4230,1.8746,1.2969,0.9640,8.1245,0.2784,13.8818,9.8533,7.8387,1.9777,0.1253,3.7334,3.0027,2.1228,0.0547
2024-05-08,237645322270.2,1.1541,0.4112,1.8746,1.2969,0.9630,8.0331,0.2529,13.8818,9.8533,7.8383,1.9554,0.1069,3.7334,3.0027,2.1235,0.0553
2024-05-07,240292082968.47,1.1669,0.4217,1.8746,1.2969,0.9629,8.1226,0.2775,13.8818,9.8533,7.8365,1.9772,0.1240,3.7334,3.0027,2.1238,0.0547
2024-05-06,244459323216.81,1.1871,0.4349,1.8746,1.2969,0.9626,8.2634,0.3061,13.8818,9.8533,7.8354,2.0115,0.1451,3.7334,3.0027,2.1240,0.0538
2024-04-30,237194809810.92,1.1519,0.4105,1.8746,1.2963,0.9624,8.0179,0.2527,13.8818,9.8490,7.8312,1.9517,0.1037,3.7334,3.0024,2.1258,0.0554
2024-04-29,228128246567.91,1.1544,0.4127,1.8746,1.2963,0.9614,8.6759,0.3736,13.8818,9.8490,7.8312,2.0302,0.1626,3.7334,3.0024,2.1263,0.0246
2024-04-26,222440526769.5,1.1256,0.3871,1.8746,1.2958,0.9606,8.4595,0.3414,13.8818,9.8447,7.8254,1.9796,0.1243,3.7334,3.0021,2.1271,0.0252
2024-04-25,219343253611.95,1.1099,0.3758,1.8746,1.2963,0.9606,8.3418,0.3200,13.8818,9.8490,7.8254,1.9520,0.1042,3.7334,3.0024,2.1278,0.0256
2024-04-24,218892741152.67,1.1076,0.3749,1.8746,1.2963,0.9603,8.3246,0.3169,13.8818,9.8490,7.8254,1.9480,0.1002,3.7334,3.0024,2.1299,0.0256
2024-04-23,220469534760.15,1.1156,0.3780,1.8746,1.2963,0.9603,8.3846,0.3266,13.8818,9.8490,7.8254,1.9620,0.1121,3.7334,3.0024,2.1314,0.0255
2024-04-22,222834725171.37,1.1276,0.3886,1.8746,1.2963,0.9598,8.4745,0.3442,13.8818,9.8490,7.8254,1.9831,0.1248,3.7334,3.0024,2.1367,0.0252
2024-04-19,224918345295.54,1.1381,0.3972,1.8746,1.2958,0.9595,8.5538,0.3550,13.8818,9.8447,7.8254,2.0016,0.1349,3.7334,3.0021,2.1367,0.0250
2024-04-18,225256229640.0,1.1399,0.3982,1.8746,1.2963,0.9595,8.5666,0.3569,13.8818,9.8490,7.8254,2.0046,0.1358,3.7334,3.0024,2.1378,0.0249
2024-04-17,222834725171.37,1.1276,0.3899,1.8746,1.2963,0.9595,8.4745,0.3442,13.8818,9.8490,7.8254,1.9831,0.1248,3.7334,3.0024,2.1405,0.0252
2024-04-16,221764758080.58,1.1222,0.3859,1.8746,1.2963,0.9592,8.4338,0.3349,13.8818,9.8490,7.8254,1.9736,0.1200,3.7334,3.0024,2.1405,0.0253
2024-04-15,221877386195.4,1.1228,0.3868,1.8746,1.2963,0.9592,8.4381,0.3349,13.8818,9.8490,7.8254,1.9746,0.1200,3.7334,3.0024,2.1412,0.0253
2024-04-12,215007071191.38,1.0880,0.3660,1.8746,1.2958,0.9586,8.1769,0.2944,13.8818,9.8447,7.8254,1.9134,0.0756,3.7334,3.0021,2.1412,0.0261
2024-04-11,213430277583.9,1.0800,0.3574,1.8746,1.2963,0.9586,8.1169,0.2765,13.8818,9.8490,7.8254,1.8994,0.0620,3.7334,3.0024,2.1434,0.0263
2024-04-10,213542905698.72,1.0806,0.3587,1.8746,1.2963,0.9582,8.1212,0.2774,13.8818,9.8490,7.8254,1.9004,0.0624,3.7334,3.0029,2.1442,0.0263
2024-04-09,214556558732.1,1.0857,0.3626,1.8746,1.2963,0.9580,8.1597,0.2879,13.8818,9.8490,7.8254,1.9094,0.0695,3.7334,3.0029,2.1467,0.0262
2024-04-08,222834725171.37,1.1276,0.3903,1.8746,1.2963,0.9580,8.4745,0.3415,13.8818,9.8490,7.8254,1.9831,0.1222,3.7334,3.0029,2.1469,0.0252
2024-04-03,227339849764.17,1.1504,0.4104,1.8746,1.2958,0.9572,8.6459,0.3651,13.8818,9.8447,7.8254,2.0232,0.1485,3.7334,3.0027,2.1510,0.0247
2024-04-02,225199915582.59,1.1396,0.3985,1.8746,1.2958,0.9566,8.5645,0.3528,13.8818,9.8447,7.8254,2.0041,0.1318,3.7334,3.0027,2.1511,0.0249
2024-04-01,225931998328.92,1.1433,0.4029,1.8746,1.2958,0.9564,8.5923,0.3563,13.8818,9.8447,7.8254,2.0107,0.1366,3.7334,3.0027,2.1601,0.0248
2024-03-29,221370559678.71,1.1202,0.3878,1.8746,1.2958,0.9562,8.4189,0.3307,13.8818,9.8435,7.8254,1.9701,0.1159,3.7334,3.0024,2.1607,0.0254
2024-03-28,220751105047.2,1.1171,0.3844,1.8746,1.2958,0.9562,8.3953,0.3260,13.8818,9.8447,7.8254,1.9645,0.1129,3.7334,3.0027,2.1633,0.0254
