date,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-08-28,80770903118.67,-1.6360,,,,,-1.5662,,,,,0.4219,,,,,0.4349,,,,,0.0000,0.2642,,,,
2025-08-27,80412981834.54,-1.6287,,,,,-1.5592,,,,,0.4200,,,,,0.4330,,,,,0.0000,0.2630,,,,
2025-08-26,83395659202.29,-1.6891,,,,,-1.6171,,,,,0.4356,,,,,0.4490,,,,,0.0000,0.2728,,,,
2025-08-25,85423879812.36,-1.7302,,,,,-1.6564,,,,,0.4462,,,,,0.4599,,,,,0.0000,0.2794,,,,
2025-08-22,78265454129.76,-1.5729,,,,,-1.4137,,,,,0.3978,,,,,0.4094,,,,,0.0000,0.2449,,,,
2025-08-21,78265454129.76,-1.5729,,,,,-1.4137,,,,,0.3978,,,,,0.4094,,,,,0.0000,0.2449,,,,
2025-08-20,78146147035.05,-1.5705,,,,,-1.4115,,,,,0.3972,,,,,0.4087,,,,,0.0000,0.2445,,,,
2025-08-19,77907532845.63,-1.5657,,,,,-1.4072,,,,,0.3960,,,,,0.4075,,,,,0.0000,0.2438,,,,
2025-08-18,77549611561.5,-1.5585,,,,,-1.4008,,,,,0.3942,,,,,0.4056,,,,,0.0000,0.2427,,,,
2025-08-15,77907532845.63,-1.5657,,,,,-1.4072,,,,,0.3960,,,,,0.4075,,,,,0.0000,0.2438,,,,
2025-08-14,76714461898.53,-1.5418,,,,,-1.3857,,,,,0.3900,,,,,0.4012,,,,,0.0000,0.2401,,,,
2025-08-13,77072383182.66,-1.5490,,,,,-1.3921,,,,,0.3918,,,,,0.4031,,,,,0.0000,0.2412,,,,
2025-08-12,77191690277.37,-1.5513,,,,,-1.3943,,,,,0.3924,,,,,0.4037,,,,,0.0000,0.2415,,,,
2025-08-11,77310997372.08,-1.5537,,,,,-1.3964,,,,,0.3930,,,,,0.4044,,,,,0.0000,0.2419,,,,
2025-08-08,76953076087.95,-1.5466,,,,,-1.3900,,,,,0.3912,,,,,0.4025,,,,,0.0000,0.2408,,,,
2025-08-07,77191690277.37,-1.5513,,,,,-1.3943,,,,,0.3924,,,,,0.4037,,,,,0.0000,0.2415,,,,
2025-08-06,76833768993.24,-1.5442,,,,,-1.3878,,,,,0.3906,,,,,0.4019,,,,,0.0000,0.2404,,,,
2025-08-05,76953076087.95,-1.5466,,,,,-1.3900,,,,,0.3912,,,,,0.4025,,,,,0.0000,0.2408,,,,
2025-08-04,76475847709.11,-1.5370,,,,,-1.3814,,,,,0.3887,,,,,0.4000,,,,,0.0000,0.2393,,,,
2025-08-01,76237233519.69,-1.5322,,,,,-1.3771,,,,,0.3875,,,,,0.3987,,,,,0.0000,0.2386,,,,
2025-07-31,76833768993.24,-1.5442,,,,,-1.3878,,,,,0.3906,,,,,0.4019,,,,,0.0000,0.2404,,,,
2025-07-30,79935753455.7,-1.6065,,,,,-1.4439,,,,,0.4063,,,,,0.4181,,,,,0.0000,0.2501,,,,
2025-07-29,81248131497.51,-1.6329,,,,,-1.4676,,,,,0.4130,,,,,0.4250,,,,,0.0000,0.2542,,,,
2025-07-28,81009517308.09,-1.6281,,,,,-1.4633,,,,,0.4118,,,,,0.4237,,,,,0.0000,0.2535,,,,
2025-07-25,80890210213.38,-1.6257,,,,,-1.4611,,,,,0.4112,,,,,0.4231,,,,,0.0000,0.2531,,,,
2025-07-24,81248131497.51,-1.6329,,,,,-1.4676,,,,,0.4130,,,,,0.4250,,,,,0.0000,0.2542,,,,
2025-07-23,80174367645.12,-1.6113,,,,,-1.4482,,,,,0.4075,,,,,0.4193,,,,,0.0000,0.2509,,,,
2025-07-22,79935753455.7,-1.6065,,,,,-1.4439,,,,,0.4063,,,,,0.4181,,,,,0.0000,0.2501,,,,
2025-07-21,78742682508.6,-1.5825,,,,,-1.4223,,,,,0.4003,,,,,0.4119,,,,,0.0000,0.2464,,,,
2025-07-18,78384761224.47,-1.5753,,,,,-1.4158,,,,,0.3984,,,,,0.4100,,,,,0.0000,0.2453,,,,
2025-07-17,78265454129.76,-1.5729,,,,,-1.4137,,,,,0.3978,,,,,0.4094,,,,,0.0000,0.2449,,,,
2025-07-16,78265454129.76,-1.5729,,,,,-1.4137,,,,,0.3978,,,,,0.4094,,,,,0.0000,0.2449,,,,
2025-07-15,78742682508.6,-1.5825,,,,,-1.4223,,,,,0.4003,,,,,0.4119,,,,,0.0000,0.2464,,,,
2025-07-14,79458525076.86,-1.5969,,,,,-1.4352,,,,,0.4039,,,,,0.4156,,,,,0.0000,0.2486,,,,
2025-07-11,80651596023.96,-1.6209,,,,,-1.4568,,,,,0.4100,,,,,0.4218,,,,,0.0000,0.2524,,,,
2025-07-10,80651596023.96,-1.6209,,,,,-1.4568,,,,,0.4100,,,,,0.4218,,,,,0.0000,0.2524,,,,
2025-07-09,78026839940.34,-1.5681,,,,,-1.4094,,,,,0.3966,,,,,0.4081,,,,,0.0000,0.2442,,,,
2025-07-08,78265454129.76,-1.5729,,,,,-1.4137,,,,,0.3978,,,,,0.4094,,,,,0.0000,0.2449,,,,
2025-07-07,77788225750.92,-1.5633,,,,,-1.4051,,,,,0.3954,,,,,0.4069,,,,,0.0000,0.2434,,,,
