date,市值(元),PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率
2025-08-20,80353062468.6,1.9392,,,,,52.1887,,,,,6.4222,,,,,38.8711,,,,,1.9392,,,,,0.0124
2025-08-19,79307900305.8,1.9140,,,,,51.5099,,,,,6.3387,,,,,38.3655,,,,,1.9140,,,,,0.0126
2025-08-18,79307900305.8,1.9140,,,,,51.5099,,,,,6.3387,,,,,38.3655,,,,,1.9140,,,,,0.0126
2025-08-15,79133706612.0,1.9098,,,,,51.3967,,,,,6.3248,,,,,38.2812,,,,,1.9098,,,,,0.0126
2025-08-14,79283015492.4,1.9134,,,,,51.4937,,,,,6.3367,,,,,38.3534,,,,,1.9134,,,,,0.0126
2025-08-13,79208361052.2,1.9116,,,,,51.4452,,,,,6.3308,,,,,38.3173,,,,,1.9116,,,,,0.0126
2025-08-12,79233245865.6,1.9122,,,,,51.4614,,,,,6.3327,,,,,38.3294,,,,,1.9122,,,,,0.0126
2025-08-11,79382554746.0,1.9158,,,,,51.5584,,,,,6.3447,,,,,38.4016,,,,,1.9158,,,,,0.0125
2025-08-08,79407439559.4,1.9164,,,,,51.5745,,,,,6.3467,,,,,38.4136,,,,,1.9164,,,,,0.0125
2025-08-07,80303292841.8,1.9037,,,,,52.1564,,,,,6.4183,,,,,38.8470,,,,,1.9037,,,,,0.0124
2025-08-06,80203753588.2,1.9014,,,,,52.0917,,,,,6.4103,,,,,38.7989,,,,,1.9014,,,,,0.0124
2025-08-05,80477486535.6,1.9078,,,,,52.2695,,,,,6.4322,,,,,38.9313,,,,,1.9078,,,,,0.0124
2025-08-04,79905135827.4,1.8943,,,,,51.8978,,,,,6.3864,,,,,38.6544,,,,,1.8943,,,,,0.0125
2025-08-01,79979790267.6,1.8960,,,,,51.9463,,,,,6.3924,,,,,38.6905,,,,,1.8960,,,,,0.0124
2025-07-31,80079329521.2,1.8984,,,,,52.0109,,,,,6.4004,,,,,38.7387,,,,,1.8984,,,,,0.0124
2025-07-30,81298685377.8,1.9273,,,,,52.8029,,,,,6.4978,,,,,39.3285,,,,,1.9273,,,,,0.0122
2025-07-29,81000067617.0,1.9202,,,,,52.6089,,,,,6.4740,,,,,39.1841,,,,,1.9202,,,,,0.0123
2025-07-28,81447994258.2,1.9309,,,,,52.8998,,,,,6.5098,,,,,39.4008,,,,,1.9309,,,,,0.0122
2025-07-25,81522648698.4,1.9326,,,,,52.9483,,,,,6.5157,,,,,39.4369,,,,,1.9326,,,,,0.0122
2025-07-24,82692234928.2,1.9603,,,,,53.7080,,,,,6.6092,,,,,40.0027,,,,,1.9603,,,,,0.0120
2025-07-23,80651680229.4,1.9120,,,,,52.3826,,,,,6.4461,,,,,39.0155,,,,,1.9120,,,,,0.0123
2025-07-22,80601910602.6,1.9108,,,,,52.3503,,,,,6.4421,,,,,38.9915,,,,,1.9108,,,,,0.0123
2025-07-21,80079329521.2,1.8984,,,,,52.0109,,,,,6.4004,,,,,38.7387,,,,,1.8984,,,,,0.0124
2025-07-18,79979790267.6,1.8960,,,,,51.9463,,,,,6.3924,,,,,38.6905,,,,,1.8960,,,,,0.0124
2025-07-17,79208361052.2,1.8778,,,,,51.4452,,,,,6.3308,,,,,38.3173,,,,,1.8778,,,,,0.0126
2025-07-16,79108821798.6,1.8754,,,,,51.3806,,,,,6.3228,,,,,38.2692,,,,,1.8754,,,,,0.0126
2025-07-15,78959512918.2,1.8719,,,,,51.2836,,,,,6.3109,,,,,38.1969,,,,,1.8719,,,,,0.0126
2025-07-14,79208361052.2,1.8778,,,,,51.4452,,,,,6.3308,,,,,38.3173,,,,,1.8778,,,,,0.0126
2025-07-11,78884858478.0,1.8701,,,,,51.2351,,,,,6.3049,,,,,38.1608,,,,,1.8701,,,,,0.0126
2025-07-10,78959512918.2,1.8719,,,,,51.2836,,,,,6.3109,,,,,38.1969,,,,,1.8719,,,,,0.0126
2025-07-09,78859973664.6,1.8695,,,,,51.2189,,,,,6.3029,,,,,38.1488,,,,,1.8695,,,,,0.0126
2025-07-08,78611125530.6,1.8636,,,,,51.0573,,,,,6.2830,,,,,38.0284,,,,,1.8636,,,,,0.0127
2025-07-07,78337392583.2,1.8571,,,,,50.8795,,,,,6.2611,,,,,37.8960,,,,,1.8571,,,,,0.0127
