date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-26,2393643490349.85,0.7533,,,,,0.7539,,,,,0.0421,3.2377,,,,,7.2161,,,,,7.2074,,,,
2025-08-25,2404107505608.21,0.7566,,,,,0.7572,,,,,0.0419,3.2519,,,,,7.2477,,,,,7.2389,,,,
2025-08-22,2409339513237.39,0.7583,,,,,0.7589,,,,,0.0418,3.2590,,,,,7.2634,,,,,7.2546,,,,
2025-08-21,2417187524681.16,0.7607,,,,,0.7613,,,,,0.0417,3.2696,,,,,7.2871,,,,,7.2783,,,,
2025-08-20,2398875497979.03,0.7550,,,,,0.7556,,,,,0.0420,3.2448,,,,,7.2319,,,,,7.2231,,,,
2025-08-19,2396259494164.44,0.7541,,,,,0.7547,,,,,0.0420,3.2413,,,,,7.2240,,,,,7.2152,,,,
2025-08-18,2391027486535.2603,0.7525,,,,,0.7531,,,,,0.0421,3.2342,,,,,7.2082,,,,,7.1995,,,,
2025-08-15,2398875497979.03,0.7550,,,,,0.7556,,,,,0.0420,3.2448,,,,,7.2319,,,,,7.2231,,,,
2025-08-14,2445963566641.65,0.7698,,,,,0.7704,,,,,0.0412,3.3085,,,,,7.3738,,,,,7.3649,,,,
2025-08-13,2445963566641.65,0.7698,,,,,0.7704,,,,,0.0412,3.3085,,,,,7.3738,,,,,7.3649,,,,
2025-08-12,2487819627675.09,0.7830,,,,,0.7836,,,,,0.0405,3.3651,,,,,7.5000,,,,,7.4909,,,,
2025-08-11,2477355612416.73,0.7797,,,,,0.7803,,,,,0.0407,3.3510,,,,,7.4685,,,,,7.4594,,,,
2025-08-08,2511363662006.4,0.7904,,,,,0.7910,,,,,0.0401,3.3970,,,,,7.5710,,,,,7.5618,,,,
2025-08-07,2519211673450.1704,0.7928,,,,,0.7935,,,,,0.0400,3.4076,,,,,7.5947,,,,,7.5855,,,,
2025-08-06,2506131654377.22,0.7887,,,,,0.7894,,,,,0.0402,3.3899,,,,,7.5552,,,,,7.5461,,,,
2025-08-05,2521827677264.7603,0.7937,,,,,0.7943,,,,,0.0400,3.4111,,,,,7.6026,,,,,7.5933,,,,
2025-08-04,2498283642933.45,0.7863,,,,,0.7869,,,,,0.0403,3.3793,,,,,7.5316,,,,,7.5224,,,,
2025-08-01,2464275593343.78,0.7755,,,,,0.7762,,,,,0.0409,3.3333,,,,,7.4291,,,,,7.4200,,,,
2025-07-31,2461659589529.19,0.7747,,,,,0.7753,,,,,0.0409,3.3297,,,,,7.4212,,,,,7.4122,,,,
2025-07-30,2438115555197.88,0.7673,,,,,0.7679,,,,,0.0413,3.2979,,,,,7.3502,,,,,7.3413,,,,
2025-07-29,2417187524681.16,0.7607,,,,,0.7613,,,,,0.0417,3.2696,,,,,7.2871,,,,,7.2783,,,,
2025-07-28,2451195574270.8296,0.7714,,,,,0.7720,,,,,0.0411,3.3156,,,,,7.3896,,,,,7.3807,,,,
2025-07-25,2445963566641.65,0.7698,,,,,0.7704,,,,,0.0412,3.3085,,,,,7.3738,,,,,7.3649,,,,
2025-07-24,2453811578085.4204,0.7723,,,,,0.7729,,,,,0.0411,3.3191,,,,,7.3975,,,,,7.3885,,,,
2025-07-23,2485203623860.5,0.7821,,,,,0.7828,,,,,0.0405,3.3616,,,,,7.4921,,,,,7.4831,,,,
2025-07-22,2466891597158.37,0.7764,,,,,0.7770,,,,,0.0408,3.3368,,,,,7.4369,,,,,7.4279,,,,
2025-07-21,2503515650562.63,0.7879,,,,,0.7885,,,,,0.0402,3.3864,,,,,7.5473,,,,,7.5382,,,,
2025-07-18,2527059684893.94,0.7953,,,,,0.7959,,,,,0.0399,3.4182,,,,,7.6183,,,,,7.6091,,,,
2025-07-17,2527059684893.94,0.7953,,,,,0.7959,,,,,0.0399,3.4182,,,,,7.6183,,,,,7.6091,,,,
2025-07-16,2542755707781.48,0.8002,,,,,0.8009,,,,,0.0396,3.4394,,,,,7.6656,,,,,7.6563,,,,
2025-07-15,2537523700152.3,0.7986,,,,,0.7992,,,,,0.0397,3.4324,,,,,7.6499,,,,,7.6406,,,,
2025-07-14,2555835726854.4297,0.8044,,,,,0.8050,,,,,0.0394,3.4571,,,,,7.7051,,,,,7.6957,,,,
2025-07-11,2550603719225.25,0.8027,,,,,0.8034,,,,,0.0395,3.4501,,,,,7.6893,,,,,7.6800,,,,
2025-07-10,2581995765000.3296,0.8126,,,,,0.8132,,,,,0.0390,3.4925,,,,,7.7839,,,,,7.7745,,,,
2025-07-09,2568915745927.38,0.8085,,,,,0.8091,,,,,0.0392,3.4748,,,,,7.7445,,,,,7.7351,,,,
2025-07-08,2547987715410.66,0.8019,,,,,0.8025,,,,,0.0395,3.4465,,,,,7.6814,,,,,7.6721,,,,
2025-07-07,2550603719225.25,0.8027,,,,,0.8034,,,,,0.0395,3.4501,,,,,7.6893,,,,,7.6800,,,,
