date,市值(元),股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2025-08-22,746991232720.2399,0.0347,8.7063,,,,,2.1422,,,,,0.7757,,,,,8.7794,,,,,0.7757,,,,
2025-08-21,748192183255.1599,0.0347,8.7203,,,,,2.1456,,,,,0.7769,,,,,8.7935,,,,,0.7769,,,,
2025-08-20,738584578975.7999,0.0351,8.6083,,,,,2.1181,,,,,0.7670,,,,,8.6805,,,,,0.7670,,,,
2025-08-19,738584578975.7999,0.0351,8.6083,,,,,2.1181,,,,,0.7670,,,,,8.6805,,,,,0.7670,,,,
2025-08-18,726575073626.5999,0.0357,8.4683,,,,,2.0836,,,,,0.7545,,,,,8.5394,,,,,0.7545,,,,
2025-08-15,721771271486.9199,0.0359,8.4124,,,,,2.0698,,,,,0.7495,,,,,8.4829,,,,,0.7495,,,,
2025-08-14,734981727371.0399,0.0353,8.5663,,,,,2.1077,,,,,0.7632,,,,,8.6382,,,,,0.7632,,,,
2025-08-13,724173172556.7599,0.0358,8.4403,,,,,2.0767,,,,,0.7520,,,,,8.5112,,,,,0.7520,,,,
2025-08-12,720570320951.9999,0.0360,8.3984,,,,,2.0664,,,,,0.7483,,,,,8.4688,,,,,0.7483,,,,
2025-08-11,715766518812.32,0.0362,8.3424,,,,,2.0526,,,,,0.7433,,,,,8.4124,,,,,0.7433,,,,
2025-08-08,722972222021.8398,0.0359,8.4263,,,,,2.0733,,,,,0.7507,,,,,8.4971,,,,,0.7507,,,,
2025-08-07,720570320951.9999,0.0360,8.3984,,,,,2.0664,,,,,0.7483,,,,,8.4688,,,,,0.7483,,,,
2025-08-06,708560815602.7999,0.0366,8.2584,,,,,2.0320,,,,,0.7358,,,,,8.3277,,,,,0.7358,,,,
2025-08-05,702556062928.1998,0.0369,8.1884,,,,,2.0147,,,,,0.7295,,,,,8.2571,,,,,0.7295,,,,
2025-08-04,691747508113.9199,0.0375,8.0624,,,,,1.9837,,,,,0.7183,,,,,8.1301,,,,,0.7183,,,,
2025-08-01,679738002764.72,0.0382,7.9224,,,,,1.9493,,,,,0.7058,,,,,7.9889,,,,,0.7058,,,,
2025-07-31,689345607044.08,0.0376,8.0344,,,,,1.9769,,,,,0.7158,,,,,8.1018,,,,,0.7158,,,,
2025-07-30,683340854369.48,0.0380,7.9644,,,,,1.9596,,,,,0.7096,,,,,8.0313,,,,,0.7096,,,,
2025-07-29,673733250090.12,0.0385,7.8525,,,,,1.9321,,,,,0.6996,,,,,7.9184,,,,,0.6996,,,,
2025-07-28,676135151159.96,0.0384,7.8805,,,,,1.9390,,,,,0.7021,,,,,7.9466,,,,,0.7021,,,,
2025-07-25,672532299555.1998,0.0386,7.8385,,,,,1.9286,,,,,0.6984,,,,,7.9042,,,,,0.6984,,,,
2025-07-24,672532299555.1998,0.0386,7.8385,,,,,1.9286,,,,,0.6984,,,,,7.9042,,,,,0.6984,,,,
2025-07-23,678537052229.7999,0.0382,7.9084,,,,,1.9459,,,,,0.7046,,,,,7.9748,,,,,0.7046,,,,
2025-07-22,672532299555.1998,0.0386,7.8385,,,,,1.9286,,,,,0.6984,,,,,7.9042,,,,,0.6984,,,,
2025-07-21,679738002764.72,0.0382,7.9224,,,,,1.9493,,,,,0.7058,,,,,7.9889,,,,,0.7058,,,,
2025-07-18,683340854369.48,0.0380,7.9644,,,,,1.9596,,,,,0.7096,,,,,8.0313,,,,,0.7096,,,,
2025-07-17,678537052229.7999,0.0382,7.9084,,,,,1.9459,,,,,0.7046,,,,,7.9748,,,,,0.7046,,,,
2025-07-16,678537052229.7999,0.0382,7.9084,,,,,1.9459,,,,,0.7046,,,,,7.9748,,,,,0.7046,,,,
2025-07-15,679738002764.72,0.0382,7.9224,,,,,1.9493,,,,,0.7058,,,,,7.9889,,,,,0.7058,,,,
2025-07-14,685742755439.32,0.0378,7.9924,,,,,1.9665,,,,,0.7121,,,,,8.0595,,,,,0.7121,,,,
2025-07-11,680938953299.6399,0.0381,7.9364,,,,,1.9527,,,,,0.7071,,,,,8.0030,,,,,0.7071,,,,
2025-07-10,695350359718.6799,0.0373,8.1044,,,,,1.9941,,,,,0.7221,,,,,8.1724,,,,,0.7221,,,,
2025-07-09,691747508113.9199,0.0375,8.0624,,,,,1.9837,,,,,0.7183,,,,,8.1301,,,,,0.7183,,,,
2025-07-08,690546557578.9999,0.0376,8.0484,,,,,1.9803,,,,,0.7171,,,,,8.1160,,,,,0.7171,,,,
2025-07-07,684541804904.3999,0.0379,7.9784,,,,,1.9631,,,,,0.7108,,,,,8.0454,,,,,0.7108,,,,
