date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-08-20,186346098790.44,1.7040,,,,,1.7989,,,,,21.5202,,,,,0.0197,21.0432,,,,,2.3423,,,,
2025-08-19,186346098790.44,1.7040,,,,,1.7989,,,,,21.5202,,,,,0.0197,21.0432,,,,,2.3423,,,,
2025-08-18,186346098790.44,1.7040,,,,,1.7989,,,,,21.5202,,,,,0.0197,21.0432,,,,,2.3423,,,,
2025-08-15,186346098790.44,1.7040,,,,,1.7989,,,,,21.5202,,,,,0.0197,21.0432,,,,,2.3423,,,,
2025-08-14,187374498894.14,1.7134,,,,,1.8089,,,,,21.6390,,,,,0.0196,21.1593,,,,,2.3552,,,,
2025-08-13,187991538956.36,1.7191,,,,,1.8148,,,,,21.7103,,,,,0.0195,21.2290,,,,,2.3630,,,,
2025-08-12,188402898997.84,1.7228,,,,,1.8188,,,,,21.7578,,,,,0.0195,21.2754,,,,,2.3682,,,,
2025-08-11,188402898997.84,1.7228,,,,,1.8188,,,,,21.7578,,,,,0.0195,21.2754,,,,,2.3682,,,,
2025-08-08,188402898997.84,1.7228,,,,,1.8188,,,,,21.7578,,,,,0.0195,21.2754,,,,,2.3682,,,,
2025-08-07,188608579018.58,1.7247,,,,,1.8208,,,,,21.7815,,,,,0.0194,21.2986,,,,,2.3708,,,,
2025-08-06,188814259039.32,1.7266,,,,,1.8228,,,,,21.8053,,,,,0.0194,21.3219,,,,,2.3733,,,,
2025-08-05,188608579018.58,1.7247,,,,,1.8208,,,,,21.7815,,,,,0.0194,21.2986,,,,,2.3708,,,,
2025-08-04,188402898997.84,1.7228,,,,,1.8188,,,,,21.7578,,,,,0.0195,21.2754,,,,,2.3682,,,,
2025-08-01,188402898997.84,1.7228,,,,,1.8188,,,,,21.7578,,,,,0.0195,21.2754,,,,,2.3682,,,,
2025-07-31,189019939060.06,1.7285,,,,,1.8248,,,,,21.8290,,,,,0.0194,21.3451,,,,,2.3759,,,,
2025-07-30,190459699205.24,1.7416,,,,,1.8387,,,,,21.9953,,,,,0.0193,21.5077,,,,,2.3940,,,,
2025-07-29,190048339163.76,1.7379,,,,,1.8347,,,,,21.9478,,,,,0.0193,21.4612,,,,,2.3889,,,,
2025-07-28,190459699205.24,1.7416,,,,,1.8387,,,,,21.9953,,,,,0.0193,21.5077,,,,,2.3940,,,,
2025-07-25,191693779329.68,1.7529,,,,,1.8506,,,,,22.1378,,,,,0.0191,21.6470,,,,,2.4095,,,,
2025-07-24,193750579537.08,1.7717,,,,,1.8704,,,,,22.3753,,,,,0.0189,21.8793,,,,,2.4354,,,,
2025-07-23,193750579537.08,1.7717,,,,,1.8704,,,,,22.3753,,,,,0.0189,21.8793,,,,,2.4354,,,,
2025-07-22,192105139371.16,1.7567,,,,,1.8545,,,,,22.1853,,,,,0.0191,21.6935,,,,,2.4147,,,,
2025-07-21,190871059246.72,1.7454,,,,,1.8426,,,,,22.0428,,,,,0.0192,21.5541,,,,,2.3992,,,,
2025-07-18,189842659143.02,1.7360,,,,,1.8327,,,,,21.9240,,,,,0.0193,21.4380,,,,,2.3863,,,,
2025-07-17,192310819391.9,1.7072,,,,,1.7994,,,,,22.2091,,,,,0.0191,21.7167,,,,,2.4173,,,,
2025-07-16,191899459350.42,1.7035,,,,,1.7955,,,,,22.1616,,,,,0.0191,21.6703,,,,,2.4121,,,,
2025-07-15,192516499412.64,1.7090,,,,,1.8013,,,,,22.2328,,,,,0.0190,21.7399,,,,,2.4199,,,,
2025-07-14,194984659661.52,1.7309,,,,,1.8244,,,,,22.5179,,,,,0.0188,22.0187,,,,,2.4509,,,,
2025-07-11,192927859454.12,1.7127,,,,,1.8052,,,,,22.2803,,,,,0.0190,21.7864,,,,,2.4250,,,,
2025-07-10,193544899516.34,1.7182,,,,,1.8109,,,,,22.3516,,,,,0.0189,21.8561,,,,,2.4328,,,,
2025-07-09,194778979640.78,1.7291,,,,,1.8225,,,,,22.4941,,,,,0.0188,21.9954,,,,,2.4483,,,,
2025-07-08,193956259557.82,1.7218,,,,,1.8148,,,,,22.3991,,,,,0.0189,21.9025,,,,,2.4380,,,,
2025-07-07,194984659661.52,1.7309,,,,,1.8244,,,,,22.5179,,,,,0.0188,22.0187,,,,,2.4509,,,,
