date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2025-08-21,242569559212.74,0.9960,,,,,1.0631,,,,,0.1000,4.4887,,,,,1.0939,,,,,4.4974,,,,
2025-08-20,240865686191.4501,0.9890,,,,,1.0556,,,,,0.1007,4.4572,,,,,1.0862,,,,,4.4659,,,,
2025-08-19,236838349959.3101,0.9724,,,,,1.0379,,,,,0.1024,4.3826,,,,,1.0680,,,,,4.3912,,,,
2025-08-18,238542222980.6001,0.9794,,,,,1.0454,,,,,0.1017,4.4142,,,,,1.0757,,,,,4.4228,,,,
2025-08-15,239471608264.9401,0.9833,,,,,1.0495,,,,,0.1013,4.4314,,,,,1.0799,,,,,4.4400,,,,
2025-08-14,241020583738.8401,0.9896,,,,,1.0563,,,,,0.1006,4.4600,,,,,1.0869,,,,,4.4687,,,,
2025-08-13,242414661665.3501,0.9953,,,,,1.0624,,,,,0.1001,4.4858,,,,,1.0932,,,,,4.4946,,,,
2025-08-12,242569559212.74,0.9960,,,,,1.0631,,,,,0.1000,4.4887,,,,,1.0939,,,,,4.4974,,,,
2025-08-11,242724456760.1301,0.9966,,,,,1.0637,,,,,0.0999,4.4916,,,,,1.0945,,,,,4.5003,,,,
2025-08-08,244583227328.8101,1.0042,,,,,1.0719,,,,,0.0992,4.5260,,,,,1.1029,,,,,4.5348,,,,
2025-08-07,242259764117.9601,0.9947,,,,,1.0617,,,,,0.1001,4.4830,,,,,1.0925,,,,,4.4917,,,,
2025-08-06,242104866570.5701,0.9941,,,,,1.0610,,,,,0.1002,4.4801,,,,,1.0918,,,,,4.4888,,,,
2025-08-05,239471608264.9401,0.9833,,,,,1.0495,,,,,0.1013,4.4314,,,,,1.0799,,,,,4.4400,,,,
2025-08-04,238542222980.6001,0.9794,,,,,1.0454,,,,,0.1017,4.4142,,,,,1.0757,,,,,4.4228,,,,
2025-08-01,240091198454.5001,0.9858,,,,,1.0522,,,,,0.1010,4.4428,,,,,1.0827,,,,,4.4515,,,,
2025-07-31,242259764117.9601,0.9947,,,,,1.0617,,,,,0.1001,4.4830,,,,,1.0925,,,,,4.4917,,,,
2025-07-30,247526280729.2201,1.0163,,,,,1.0848,,,,,0.0980,4.5804,,,,,1.1162,,,,,4.5893,,,,
2025-07-29,246287100350.1001,1.0112,,,,,1.0794,,,,,0.0985,4.5575,,,,,1.1106,,,,,4.5664,,,,
2025-07-28,247371383181.8301,1.0157,,,,,1.0841,,,,,0.0980,4.5776,,,,,1.1155,,,,,4.5865,,,,
2025-07-25,254496670361.77,1.0449,,,,,1.1153,,,,,0.0953,4.7094,,,,,1.1476,,,,,4.7186,,,,
2025-07-24,253102592435.2601,1.0392,,,,,1.1092,,,,,0.0958,4.6836,,,,,1.1413,,,,,4.6927,,,,
2025-07-23,249539948845.29,1.0246,,,,,1.0936,,,,,0.0972,4.6177,,,,,1.1253,,,,,4.6267,,,,
2025-07-22,250624231677.02,1.0290,,,,,1.0984,,,,,0.0968,4.6378,,,,,1.1302,,,,,4.6468,,,,
2025-07-21,241795071475.79,0.9928,,,,,1.0597,,,,,0.1003,4.4744,,,,,1.0904,,,,,4.4831,,,,
2025-07-18,236838349959.3101,0.9724,,,,,1.0379,,,,,0.1024,4.3826,,,,,1.0680,,,,,4.3912,,,,
2025-07-17,234979579390.6301,0.9648,,,,,1.0298,,,,,0.1032,4.3483,,,,,1.0596,,,,,4.3567,,,,
2025-07-16,238387325433.2101,0.9788,,,,,1.0447,,,,,0.1017,4.4113,,,,,1.0750,,,,,4.4199,,,,
2025-07-15,237767735243.65,0.9763,,,,,1.0420,,,,,0.1020,4.3998,,,,,1.0722,,,,,4.4084,,,,
2025-07-14,237457940148.8701,0.9750,,,,,1.0407,,,,,0.1021,4.3941,,,,,1.0708,,,,,4.4027,,,,
2025-07-11,235908964674.9701,0.9686,,,,,1.0339,,,,,0.1028,4.3654,,,,,1.0638,,,,,4.3740,,,,
2025-07-10,235754067127.5801,0.9680,,,,,1.0332,,,,,0.1029,4.3626,,,,,1.0631,,,,,4.3711,,,,
2025-07-09,235908964674.9701,0.9686,,,,,1.0339,,,,,0.1028,4.3654,,,,,1.0638,,,,,4.3740,,,,
2025-07-08,237303042601.4801,0.9744,,,,,1.0400,,,,,0.1022,4.3912,,,,,1.0701,,,,,4.3998,,,,
2025-07-07,238697120527.99,0.9801,,,,,1.0461,,,,,0.1016,4.4170,,,,,1.0764,,,,,4.4256,,,,
