date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-20,50688700484.4,1.7898,,,,,0.0482,3.5458,,,,,20.2190,,,,,2.3753,,,,,18.2020,,,,
2025-08-19,50538437538.3,1.7845,,,,,0.0484,3.5353,,,,,20.1591,,,,,2.3682,,,,,18.1480,,,,
2025-08-18,50621916952.8,1.7874,,,,,0.0483,3.5411,,,,,20.1924,,,,,2.3721,,,,,18.1780,,,,
2025-08-15,52107850530.9,1.9174,,,,,0.0325,3.9917,,,,,17.3215,,,,,2.5091,,,,,15.9150,,,,
2025-08-14,52074458765.1,1.9162,,,,,0.0326,3.9892,,,,,17.3104,,,,,2.5075,,,,,15.9048,,,,
2025-08-13,52675510549.5,1.9383,,,,,0.0322,4.0352,,,,,17.5102,,,,,2.5365,,,,,16.0884,,,,
2025-08-12,52875861144.3,1.9457,,,,,0.0321,4.0505,,,,,17.5768,,,,,2.5461,,,,,16.1496,,,,
2025-08-11,53076211739.1,1.9530,,,,,0.0319,4.0659,,,,,17.6434,,,,,2.5558,,,,,16.2107,,,,
2025-08-08,52859165261.4,1.9451,,,,,0.0321,4.0493,,,,,17.5712,,,,,2.5453,,,,,16.1445,,,,
2025-08-07,52809077612.7,1.9432,,,,,0.0321,4.0454,,,,,17.5546,,,,,2.5429,,,,,16.1292,,,,
2025-08-06,53209778802.3,1.9580,,,,,0.0319,4.0761,,,,,17.6878,,,,,2.5622,,,,,16.2515,,,,
2025-08-05,53693959406.4,1.9758,,,,,0.0316,4.1132,,,,,17.8487,,,,,2.5855,,,,,16.3994,,,,
2025-08-04,53627175874.8,1.9733,,,,,0.0316,4.1081,,,,,17.8265,,,,,2.5823,,,,,16.3790,,,,
2025-08-01,52541943486.3,1.9334,,,,,0.0323,4.0250,,,,,17.4658,,,,,2.5300,,,,,16.0476,,,,
2025-07-31,52308201125.7,1.9248,,,,,0.0324,4.0071,,,,,17.3881,,,,,2.5188,,,,,15.9762,,,,
2025-07-30,53493608811.6,1.9684,,,,,0.0317,4.0979,,,,,17.7821,,,,,2.5759,,,,,16.3382,,,,
2025-07-29,52792381729.8,1.9426,,,,,0.0321,4.0442,,,,,17.5490,,,,,2.5421,,,,,16.1241,,,,
2025-07-28,52742294081.1,1.9408,,,,,0.0321,4.0403,,,,,17.5324,,,,,2.5397,,,,,16.1088,,,,
2025-07-25,52875861144.3,1.9457,,,,,0.0321,4.0505,,,,,17.5768,,,,,2.5461,,,,,16.1496,,,,
2025-07-24,53126299387.8,1.9549,,,,,0.0319,4.0697,,,,,17.6600,,,,,2.5582,,,,,16.2260,,,,
2025-07-23,52758989964.0,1.9414,,,,,0.0321,4.0416,,,,,17.5379,,,,,2.5405,,,,,16.1139,,,,
2025-07-22,52909252910.1,1.9469,,,,,0.0320,4.0531,,,,,17.5879,,,,,2.5477,,,,,16.1598,,,,
2025-07-21,52625422900.8,1.9365,,,,,0.0322,4.0314,,,,,17.4935,,,,,2.5341,,,,,16.0731,,,,
2025-07-18,52558639369.2,1.9340,,,,,0.0323,4.0262,,,,,17.4713,,,,,2.5308,,,,,16.0527,,,,
2025-07-17,52692206432.4,1.9389,,,,,0.0322,4.0365,,,,,17.5157,,,,,2.5373,,,,,16.0935,,,,
2025-07-16,51556886395.2,1.8971,,,,,0.0329,3.9495,,,,,17.1383,,,,,2.4826,,,,,15.7467,,,,
2025-07-15,51122793439.8,1.8812,,,,,0.0332,3.9163,,,,,16.9940,,,,,2.4617,,,,,15.6141,,,,
2025-07-14,51957587584.8,1.9119,,,,,0.0326,3.9802,,,,,17.2715,,,,,2.5019,,,,,15.8691,,,,
2025-07-11,52124546413.8,1.9180,,,,,0.0325,3.9930,,,,,17.3270,,,,,2.5099,,,,,15.9201,,,,
2025-07-10,52024371116.4,1.9143,,,,,0.0326,3.9853,,,,,17.2937,,,,,2.5051,,,,,15.8895,,,,
2025-07-09,51974283467.7,1.9125,,,,,0.0326,3.9815,,,,,17.2771,,,,,2.5027,,,,,15.8742,,,,
2025-07-08,51940891701.9,1.9113,,,,,0.0326,3.9789,,,,,17.2660,,,,,2.5011,,,,,15.8640,,,,
2025-07-07,51857412287.4,1.9082,,,,,0.0327,3.9725,,,,,17.2382,,,,,2.4971,,,,,15.8385,,,,
