date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-20,101595912614.82,2.5335,,,,,2.6350,,,,,2.6284,,,,,21.5243,,,,,0.0421,20.3921,,,,
2025-08-19,100864364947.59,2.5153,,,,,2.6160,,,,,2.6094,,,,,21.3693,,,,,0.0424,20.2453,,,,
2025-08-18,101417486354.52,2.5291,,,,,2.6303,,,,,2.6237,,,,,21.4865,,,,,0.0422,20.3563,,,,
2025-08-15,99847335263.88,2.4899,,,,,2.5896,,,,,2.5831,,,,,21.1539,,,,,0.0429,20.0411,,,,
2025-08-14,99704594255.64,2.4864,,,,,2.5859,,,,,2.5794,,,,,21.1236,,,,,0.0429,20.0125,,,,
2025-08-13,99918705768.0,2.4917,,,,,2.5915,,,,,2.5850,,,,,21.1690,,,,,0.0428,20.0554,,,,
2025-08-12,99829492637.85,2.4895,,,,,2.5892,,,,,2.5827,,,,,21.1501,,,,,0.0429,20.0375,,,,
2025-08-11,99936548394.03,2.4922,,,,,2.5919,,,,,2.5854,,,,,21.1728,,,,,0.0428,20.0590,,,,
2025-08-08,99722436881.67,2.4868,,,,,2.5864,,,,,2.5799,,,,,21.1274,,,,,0.0429,20.0161,,,,
2025-08-07,99633223751.52,2.4846,,,,,2.5841,,,,,2.5776,,,,,21.1085,,,,,0.0429,19.9981,,,,
2025-08-06,99847335263.88,2.4899,,,,,2.5896,,,,,2.5831,,,,,21.1539,,,,,0.0429,20.0411,,,,
2025-08-05,100239873036.54,2.4997,,,,,2.5998,,,,,2.5933,,,,,21.2370,,,,,0.0427,20.1199,,,,
2025-08-04,100114974654.33,2.4966,,,,,2.5966,,,,,2.5900,,,,,21.2106,,,,,0.0427,20.0948,,,,
2025-08-01,100436141922.87,2.5046,,,,,2.6049,,,,,2.5984,,,,,21.2786,,,,,0.0426,20.1593,,,,
2025-07-31,100061446776.24,2.4953,,,,,2.5952,,,,,2.5887,,,,,21.1992,,,,,0.0428,20.0841,,,,
2025-07-30,102452358664.26,2.5549,,,,,2.6572,,,,,2.6505,,,,,21.7058,,,,,0.0418,20.5640,,,,
2025-07-29,99597538499.46,2.4837,,,,,2.5831,,,,,2.5767,,,,,21.1009,,,,,0.0430,19.9910,,,,
2025-07-28,100810837069.5,2.5140,,,,,2.6146,,,,,2.6080,,,,,21.3580,,,,,0.0424,20.2345,,,,
2025-07-25,100864364947.59,2.5153,,,,,2.6160,,,,,2.6094,,,,,21.3693,,,,,0.0424,20.2453,,,,
2025-07-24,101774338875.12,2.5380,,,,,2.6396,,,,,2.6330,,,,,21.5621,,,,,0.0420,20.4279,,,,
2025-07-23,100864364947.59,2.5153,,,,,2.6160,,,,,2.6094,,,,,21.3693,,,,,0.0424,20.2453,,,,
2025-07-22,100828679695.53,2.5144,,,,,2.6151,,,,,2.6085,,,,,21.3618,,,,,0.0424,20.2381,,,,
2025-07-21,100222030410.51,2.4993,,,,,2.5993,,,,,2.5928,,,,,21.2332,,,,,0.0427,20.1163,,,,
2025-07-18,100329086166.69,2.5020,,,,,2.6021,,,,,2.5956,,,,,21.2559,,,,,0.0426,20.1378,,,,
2025-07-17,100311243540.66,2.5015,,,,,2.6016,,,,,2.5951,,,,,21.2521,,,,,0.0427,20.1342,,,,
2025-07-16,99758122133.73,2.4877,,,,,2.5873,,,,,2.5808,,,,,21.1350,,,,,0.0429,20.0232,,,,
2025-07-15,99205000726.8,2.4739,,,,,2.5730,,,,,2.5665,,,,,21.0178,,,,,0.0431,19.9122,,,,
2025-07-14,99900863141.97,2.4913,,,,,2.5910,,,,,2.5845,,,,,21.1652,,,,,0.0428,20.0519,,,,
2025-07-11,100043604150.21,2.4948,,,,,2.5947,,,,,2.5882,,,,,21.1954,,,,,0.0428,20.0805,,,,
2025-07-10,99918705768.0,2.4917,,,,,2.5915,,,,,2.5850,,,,,21.1690,,,,,0.0428,20.0554,,,,
2025-07-09,99990076272.12,2.4935,,,,,2.5933,,,,,2.5868,,,,,21.1841,,,,,0.0428,20.0698,,,,
2025-07-08,99847335263.88,2.4899,,,,,2.5896,,,,,2.5831,,,,,21.1539,,,,,0.0429,20.0411,,,,
2025-07-07,99240685978.86,2.4748,,,,,2.5739,,,,,2.5674,,,,,21.0253,,,,,0.0431,19.9194,,,,
