date,市值(元),股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-08-20,210575400000.0,0.0621,1.1453,,,,,10.3423,,,,,9.3536,,,,,2.4661,,,,,2.4639,,,,
2025-08-19,207569950000.0,0.0630,1.1290,,,,,10.1947,,,,,9.2201,,,,,2.4309,,,,,2.4287,,,,
2025-08-18,205243150000.0,0.0637,1.1163,,,,,10.0804,,,,,9.1168,,,,,2.4037,,,,,2.4015,,,,
2025-08-15,209121150000.0,0.0625,1.1374,,,,,10.2708,,,,,9.2890,,,,,2.4491,,,,,2.4469,,,,
2025-08-14,209508950000.0,0.0624,1.1395,,,,,10.2899,,,,,9.3063,,,,,2.4536,,,,,2.4514,,,,
2025-08-13,209508950000.0,0.0624,1.1395,,,,,10.2899,,,,,9.3063,,,,,2.4536,,,,,2.4514,,,,
2025-08-12,211932700000.0,0.0617,1.1527,,,,,10.4089,,,,,9.4139,,,,,2.4820,,,,,2.4798,,,,
2025-08-11,209024200000.0,0.0625,1.1369,,,,,10.2661,,,,,9.2847,,,,,2.4480,,,,,2.4457,,,,
2025-08-08,213193050000.0,0.0613,1.1596,,,,,10.4708,,,,,9.4699,,,,,2.4968,,,,,2.4945,,,,
2025-08-07,212805250000.0,0.0614,1.1574,,,,,10.4518,,,,,9.4527,,,,,2.4922,,,,,2.4900,,,,
2025-08-06,207763850000.0,0.0629,1.1300,,,,,10.2042,,,,,9.2288,,,,,2.4332,,,,,2.4310,,,,
2025-08-05,196711550000.0,0.0664,1.0699,,,,,9.6614,,,,,8.7378,,,,,2.3038,,,,,2.3017,,,,
2025-08-04,195451200000.0,0.0669,1.0631,,,,,9.5995,,,,,8.6818,,,,,2.2890,,,,,2.2869,,,,
2025-08-01,193996950000.0,0.0674,1.0551,,,,,9.5280,,,,,8.6172,,,,,2.2720,,,,,2.2699,,,,
2025-07-31,195354250000.0,0.0669,1.0625,,,,,9.5947,,,,,8.6775,,,,,2.2879,,,,,2.2858,,,,
2025-07-30,199717000000.0,0.0654,1.0863,,,,,9.8090,,,,,8.8713,,,,,2.3390,,,,,2.3368,,,,
2025-07-29,200104800000.0,0.0653,1.0884,,,,,9.8280,,,,,8.8885,,,,,2.3435,,,,,2.3414,,,,
2025-07-28,196808500000.0,0.0664,1.0704,,,,,9.6661,,,,,8.7421,,,,,2.3049,,,,,2.3028,,,,
2025-07-25,201268200000.0,0.0649,1.0947,,,,,9.8851,,,,,8.9402,,,,,2.3571,,,,,2.3550,,,,
2025-07-24,206503500000.0,0.0633,1.1232,,,,,10.1423,,,,,9.1728,,,,,2.4184,,,,,2.4162,,,,
2025-07-23,203885850000.0,0.0641,1.1089,,,,,10.0137,,,,,9.0565,,,,,2.3878,,,,,2.3856,,,,
2025-07-22,204564500000.0,0.0639,1.1126,,,,,10.0470,,,,,9.0866,,,,,2.3957,,,,,2.3936,,,,
2025-07-21,189537250000.0,0.0690,1.0309,,,,,9.3090,,,,,8.4191,,,,,2.2197,,,,,2.2177,,,,
2025-07-18,185562300000.0,0.0704,1.0093,,,,,9.1138,,,,,8.2426,,,,,2.1732,,,,,2.1712,,,,
2025-07-17,183914150000.0,0.0711,1.0003,,,,,9.0328,,,,,8.1694,,,,,2.1539,,,,,2.1519,,,,
2025-07-16,183817200000.0,0.0711,0.9998,,,,,9.0281,,,,,8.1651,,,,,2.1528,,,,,2.1508,,,,
2025-07-15,185562300000.0,0.0704,1.0093,,,,,9.1138,,,,,8.2426,,,,,2.1732,,,,,2.1712,,,,
2025-07-14,188664700000.0,0.0693,1.0261,,,,,9.2661,,,,,8.3804,,,,,2.2095,,,,,2.2075,,,,
2025-07-11,187501300000.0,0.0697,1.0198,,,,,9.2090,,,,,8.3287,,,,,2.1959,,,,,2.1939,,,,
2025-07-10,187986050000.0,0.0695,1.0225,,,,,9.2328,,,,,8.3502,,,,,2.2016,,,,,2.1996,,,,
2025-07-09,185950100000.0,0.0703,1.0114,,,,,9.1328,,,,,8.2598,,,,,2.1777,,,,,2.1757,,,,
2025-07-08,185659250000.0,0.0704,1.0098,,,,,9.1185,,,,,8.2469,,,,,2.1743,,,,,2.1723,,,,
2025-07-07,185465350000.0,0.0705,1.0087,,,,,9.1090,,,,,8.2383,,,,,2.1721,,,,,2.1701,,,,
