date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2025-08-20,129282749406.72,2.2716,,,,,9.6636,,,,,0.9960,,,,,0.0598,9.9817,,,,,2.2836,,,,
2025-08-19,129182374601.28,2.2699,,,,,9.6561,,,,,0.9952,,,,,0.0598,9.9740,,,,,2.2818,,,,
2025-08-18,129784623433.92,2.2805,,,,,9.7011,,,,,0.9999,,,,,0.0596,10.0205,,,,,2.2925,,,,
2025-08-15,130989121099.2,2.3016,,,,,9.7911,,,,,1.0091,,,,,0.0590,10.1134,,,,,2.3138,,,,
2025-08-14,131189870710.08,2.3052,,,,,9.8062,,,,,1.0107,,,,,0.0589,10.1289,,,,,2.3173,,,,
2025-08-13,133297741624.32,2.3422,,,,,9.9637,,,,,1.0269,,,,,0.0580,10.2917,,,,,2.3545,,,,
2025-08-12,134903738511.36,2.3704,,,,,10.0838,,,,,1.0393,,,,,0.0573,10.4157,,,,,2.3829,,,,
2025-08-11,133598866040.64,2.3475,,,,,9.9862,,,,,1.0292,,,,,0.0579,10.3149,,,,,2.3599,,,,
2025-08-08,134803363705.92,2.3686,,,,,10.0763,,,,,1.0385,,,,,0.0573,10.4079,,,,,2.3811,,,,
2025-08-07,136409360592.96,2.3969,,,,,10.1963,,,,,1.0509,,,,,0.0567,10.5319,,,,,2.4095,,,,
2025-08-06,133598866040.64,2.3475,,,,,9.9862,,,,,1.0292,,,,,0.0579,10.3149,,,,,2.3599,,,,
2025-08-05,130286497461.12,2.2893,,,,,9.7386,,,,,1.0037,,,,,0.0593,10.0592,,,,,2.3013,,,,
2025-08-04,128780875379.52,2.2628,,,,,9.6261,,,,,0.9921,,,,,0.0600,9.9430,,,,,2.2748,,,,
2025-08-01,127375628103.36,2.2381,,,,,9.5210,,,,,0.9813,,,,,0.0607,9.8345,,,,,2.2499,,,,
2025-07-31,126673004465.28,2.2258,,,,,9.4685,,,,,0.9759,,,,,0.0610,9.7802,,,,,2.2375,,,,
2025-07-30,130487247072.0,2.2928,,,,,9.7536,,,,,1.0053,,,,,0.0592,10.0747,,,,,2.3049,,,,
2025-07-29,129985373044.8,2.2840,,,,,9.7161,,,,,1.0014,,,,,0.0595,10.0360,,,,,2.2960,,,,
2025-07-28,129784623433.92,2.2805,,,,,9.7011,,,,,0.9999,,,,,0.0596,10.0205,,,,,2.2925,,,,
2025-07-25,133598866040.64,2.3475,,,,,9.9862,,,,,1.0292,,,,,0.0579,10.3149,,,,,2.3599,,,,
2025-07-24,135807111760.32,2.3863,,,,,10.1513,,,,,1.0463,,,,,0.0569,10.4854,,,,,2.3989,,,,
2025-07-23,134000365262.4,2.3545,,,,,10.0162,,,,,1.0323,,,,,0.0577,10.3459,,,,,2.3670,,,,
2025-07-22,136108236176.64,2.3916,,,,,10.1738,,,,,1.0486,,,,,0.0568,10.5087,,,,,2.4042,,,,
2025-07-21,128078251741.44,2.2505,,,,,9.5736,,,,,0.9867,,,,,0.0603,9.8887,,,,,2.2623,,,,
2025-07-18,123962884718.4,2.1782,,,,,9.2660,,,,,0.9550,,,,,0.0624,9.5710,,,,,2.1897,,,,
2025-07-17,122959136664.0,2.1605,,,,,9.1909,,,,,0.9473,,,,,0.0629,9.4935,,,,,2.1719,,,,
2025-07-16,122858761858.56,2.1588,,,,,9.1834,,,,,0.9465,,,,,0.0629,9.4857,,,,,2.1701,,,,
2025-07-15,122658012247.68,2.1552,,,,,9.1684,,,,,0.9450,,,,,0.0630,9.4702,,,,,2.1666,,,,
2025-07-14,124364383940.16,2.1852,,,,,9.2960,,,,,0.9581,,,,,0.0622,9.6020,,,,,2.1967,,,,
2025-07-11,123762135107.52,2.1746,,,,,9.2509,,,,,0.9535,,,,,0.0625,9.5555,,,,,2.1861,,,,
2025-07-10,125167382383.68,2.1993,,,,,9.3560,,,,,0.9643,,,,,0.0618,9.6640,,,,,2.2109,,,,
2025-07-09,123762135107.52,2.1746,,,,,9.2509,,,,,0.9535,,,,,0.0625,9.5555,,,,,2.1861,,,,
2025-07-08,124163634329.28,2.1817,,,,,9.2810,,,,,0.9566,,,,,0.0623,9.5865,,,,,2.1932,,,,
2025-07-07,123762135107.52,2.1746,,,,,9.2509,,,,,0.9535,,,,,0.0625,9.5555,,,,,2.1861,,,,
