date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2025-08-21,191751324605.76,4.9722,,,,,2.2752,,,,,0.0116,15.0203,,,,,5.0108,,,,,15.6077,,,,
2025-08-20,197535584478.72,5.1222,,,,,2.3438,,,,,0.0112,15.4734,,,,,5.1619,,,,,16.0785,,,,
2025-08-19,200002706073.28,5.1861,,,,,2.3731,,,,,0.0111,15.6667,,,,,5.2264,,,,,16.2793,,,,
2025-08-18,197742905621.12,5.1275,,,,,2.3463,,,,,0.0112,15.4897,,,,,5.1673,,,,,16.0954,,,,
2025-08-15,195462373054.72,5.0684,,,,,2.3192,,,,,0.0113,15.3110,,,,,5.1077,,,,,15.9097,,,,
2025-08-14,182338944740.8,4.7281,,,,,2.1635,,,,,0.0122,14.2830,,,,,4.7648,,,,,14.8416,,,,
2025-08-13,184578013078.72,4.7862,,,,,2.1901,,,,,0.0120,14.4584,,,,,4.8233,,,,,15.0238,,,,
2025-08-12,182649926454.4,4.7362,,,,,2.1672,,,,,0.0121,14.3074,,,,,4.7729,,,,,14.8669,,,,
2025-08-11,175227829556.48,4.5437,,,,,2.0791,,,,,0.0127,13.7260,,,,,4.5790,,,,,14.2627,,,,
2025-08-08,169174052198.4,4.3867,,,,,2.0073,,,,,0.0131,13.2518,,,,,4.4208,,,,,13.7700,,,,
2025-08-07,155096946629.44,4.0217,,,,,1.8403,,,,,0.0143,12.1491,,,,,4.0529,,,,,12.6242,,,,
2025-08-06,159429958505.6,4.1341,,,,,1.8917,,,,,0.0139,12.4885,,,,,4.1662,,,,,12.9769,,,,
2025-08-05,156340873483.84,4.0540,,,,,1.8550,,,,,0.0142,12.2465,,,,,4.0854,,,,,12.7254,,,,
2025-08-04,152961538862.72,3.9663,,,,,1.8149,,,,,0.0145,11.9818,,,,,3.9971,,,,,12.4504,,,,
2025-08-01,156112820227.2,4.0481,,,,,1.8523,,,,,0.0142,12.2287,,,,,4.0795,,,,,12.7069,,,,
2025-07-31,149271222528.0,3.8706,,,,,1.7711,,,,,0.0149,11.6928,,,,,3.9007,,,,,12.1500,,,,
2025-07-30,154640840116.16,4.0099,,,,,1.8348,,,,,0.0143,12.1134,,,,,4.0410,,,,,12.5871,,,,
2025-07-29,156423801940.8,4.0561,,,,,1.8560,,,,,0.0142,12.2530,,,,,4.0876,,,,,12.7322,,,,
2025-07-28,153832287660.8,3.9889,,,,,1.8253,,,,,0.0144,12.0500,,,,,4.0199,,,,,12.5212,,,,
2025-07-25,157107961710.72,4.0739,,,,,1.8641,,,,,0.0141,12.3066,,,,,4.1055,,,,,12.7879,,,,
2025-07-24,158351888565.12,4.1061,,,,,1.8789,,,,,0.0140,12.4041,,,,,4.1380,,,,,12.8891,,,,
2025-07-23,151572487208.64,3.9303,,,,,1.7984,,,,,0.0146,11.8730,,,,,3.9608,,,,,12.3373,,,,
2025-07-22,153687162861.12,3.9852,,,,,1.8235,,,,,0.0144,12.0387,,,,,4.0161,,,,,12.5094,,,,
2025-07-21,150826131096.0,3.9110,,,,,1.7896,,,,,0.0147,11.8146,,,,,3.9413,,,,,12.2766,,,,
2025-07-18,149810257498.24,3.8846,,,,,1.7775,,,,,0.0148,11.7350,,,,,3.9148,,,,,12.1939,,,,
2025-07-17,153624966518.4,3.9835,,,,,1.8228,,,,,0.0144,12.0338,,,,,4.0145,,,,,12.5044,,,,
2025-07-16,154474983202.24,4.0056,,,,,1.8329,,,,,0.0144,12.1004,,,,,4.0367,,,,,12.5736,,,,
2025-07-15,155801838513.6,4.0400,,,,,1.8486,,,,,0.0142,12.2043,,,,,4.0713,,,,,12.6816,,,,
2025-07-14,156755515768.64,4.0647,,,,,1.8599,,,,,0.0141,12.2790,,,,,4.0963,,,,,12.7592,,,,
2025-07-11,157895782051.84,4.0943,,,,,1.8735,,,,,0.0140,12.3683,,,,,4.1261,,,,,12.8520,,,,
2025-07-10,158497013364.8,4.1099,,,,,1.8806,,,,,0.0140,12.4154,,,,,4.1418,,,,,12.9009,,,,
2025-07-09,152070057950.4,3.9432,,,,,1.8043,,,,,0.0146,11.9120,,,,,3.9738,,,,,12.3778,,,,
2025-07-08,152940806748.48,3.9658,,,,,1.8147,,,,,0.0145,11.9802,,,,,3.9966,,,,,12.4487,,,,
2025-07-07,139734449977.6,3.6234,,,,,1.6580,,,,,0.0159,10.9457,,,,,3.6515,,,,,11.3737,,,,
