date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2025-08-26,1823722250867.24,0.7108,,,,,7.7206,,,,,2.8756,,,,,0.0391,0.7116,,,,,7.7388,,,,
2025-08-25,1830166499103.52,0.7133,,,,,7.7479,,,,,2.8858,,,,,0.0390,0.7141,,,,,7.7661,,,,
2025-08-22,1836610747339.8,0.7159,,,,,7.7751,,,,,2.8959,,,,,0.0389,0.7166,,,,,7.7934,,,,
2025-08-21,1839832871457.94,0.7171,,,,,7.7888,,,,,2.9010,,,,,0.0388,0.7179,,,,,7.8071,,,,
2025-08-20,1826944374985.38,0.7121,,,,,7.7342,,,,,2.8807,,,,,0.0391,0.7129,,,,,7.7524,,,,
2025-08-19,1791501009685.8398,0.6983,,,,,7.5842,,,,,2.8248,,,,,0.0398,0.6990,,,,,7.6020,,,,
2025-08-18,1756057644386.3,0.6845,,,,,7.4341,,,,,2.7689,,,,,0.0406,0.6852,,,,,7.4516,,,,
2025-08-15,1756057644386.3,0.6845,,,,,7.4341,,,,,2.7689,,,,,0.0406,0.6852,,,,,7.4516,,,,
2025-08-14,1794723133803.98,0.6995,,,,,7.5978,,,,,2.8299,,,,,0.0398,0.7003,,,,,7.6157,,,,
2025-08-13,1797945257922.12,0.7008,,,,,7.6114,,,,,2.8350,,,,,0.0397,0.7016,,,,,7.6294,,,,
2025-08-12,1823722250867.24,0.7108,,,,,7.7206,,,,,2.8756,,,,,0.0391,0.7116,,,,,7.7388,,,,
2025-08-11,1810833754394.68,0.7058,,,,,7.6660,,,,,2.8553,,,,,0.0394,0.7066,,,,,7.6841,,,,
2025-08-08,1826944374985.38,0.7121,,,,,7.7342,,,,,2.8807,,,,,0.0391,0.7129,,,,,7.7524,,,,
2025-08-07,1843054995576.08,0.7184,,,,,7.8024,,,,,2.9061,,,,,0.0387,0.7192,,,,,7.8208,,,,
2025-08-06,1823722250867.24,0.7108,,,,,7.7206,,,,,2.8756,,,,,0.0391,0.7116,,,,,7.7388,,,,
2025-08-05,1820500126749.1,0.7096,,,,,7.7069,,,,,2.8705,,,,,0.0392,0.7104,,,,,7.7251,,,,
2025-08-04,1797945257922.12,0.7008,,,,,7.6114,,,,,2.8350,,,,,0.0397,0.7016,,,,,7.6294,,,,
2025-08-01,1788278885567.7,0.6970,,,,,7.5705,,,,,2.8197,,,,,0.0399,0.6978,,,,,7.5884,,,,
2025-07-31,1788278885567.7,0.6970,,,,,7.5705,,,,,2.8197,,,,,0.0399,0.6978,,,,,7.5884,,,,
2025-07-30,1781834637331.4202,0.6945,,,,,7.5432,,,,,2.8096,,,,,0.0400,0.6953,,,,,7.5610,,,,
2025-07-29,1768946140858.86,0.6895,,,,,7.4887,,,,,2.7893,,,,,0.0403,0.6902,,,,,7.5063,,,,
2025-07-28,1781834637331.4202,0.6945,,,,,7.5432,,,,,2.8096,,,,,0.0400,0.6953,,,,,7.5610,,,,
2025-07-25,1781834637331.4202,0.6945,,,,,7.5432,,,,,2.8096,,,,,0.0400,0.6953,,,,,7.5610,,,,
2025-07-24,1791501009685.8398,0.6983,,,,,7.5842,,,,,2.8248,,,,,0.0398,0.6990,,,,,7.6020,,,,
2025-07-23,1814055878512.82,0.7071,,,,,7.6796,,,,,2.8604,,,,,0.0393,0.7078,,,,,7.6977,,,,
2025-07-22,1797945257922.12,0.7008,,,,,7.6114,,,,,2.8350,,,,,0.0397,0.7016,,,,,7.6294,,,,
2025-07-21,1820500126749.1,0.7096,,,,,7.7069,,,,,2.8705,,,,,0.0392,0.7104,,,,,7.7251,,,,
2025-07-18,1833388623221.66,0.7146,,,,,7.7615,,,,,2.8909,,,,,0.0389,0.7154,,,,,7.7798,,,,
2025-07-17,1826944374985.38,0.7121,,,,,7.7342,,,,,2.8807,,,,,0.0391,0.7129,,,,,7.7524,,,,
2025-07-16,1839832871457.94,0.7171,,,,,7.7888,,,,,2.9010,,,,,0.0388,0.7179,,,,,7.8071,,,,
2025-07-15,1836610747339.8,0.7159,,,,,7.7751,,,,,2.8959,,,,,0.0389,0.7166,,,,,7.7934,,,,
2025-07-14,1852721367930.5,0.7221,,,,,7.8433,,,,,2.9213,,,,,0.0385,0.7229,,,,,7.8618,,,,
2025-07-11,1833388623221.66,0.7146,,,,,7.7615,,,,,2.8909,,,,,0.0389,0.7154,,,,,7.7798,,,,
2025-07-10,1875276236757.48,0.7309,,,,,7.9388,,,,,2.9569,,,,,0.0381,0.7317,,,,,7.9575,,,,
2025-07-09,1862387740284.92,0.7259,,,,,7.8843,,,,,2.9366,,,,,0.0383,0.7267,,,,,7.9028,,,,
2025-07-08,1839832871457.94,0.7171,,,,,7.7888,,,,,2.9010,,,,,0.0388,0.7179,,,,,7.8071,,,,
2025-07-07,1846277119694.22,0.7196,,,,,7.8161,,,,,2.9112,,,,,0.0387,0.7204,,,,,7.8345,,,,
